gen_uid,plant_code,generator_id,lat,lon,nameplate_mw,summer_mw,winter_mw,min_load_mw,pmax_mw,fuel_code,fuel,prime_mover,unit_type,technology,grid_kv
EIA_6486_3,6486,3,44.6967,-73.6122,3.8,3.8,3.8,0.0,3.8,WAT,Hydro,HY,HY,Conventional Hydroelectric,6.72
EIA_6526_2,6526,2,44.5236,-73.4617,1.3,1.3,1.3,0.0,1.3,WAT,Hydro,HY,HY,Conventional Hydroelectric,2.3
EIA_6527_1,6527,1,43.318906,-73.920785,11.0,10.2,11.0,1.0,10.2,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_6527_2,6527,2,43.318906,-73.920785,11.0,10.4,11.1,1.0,10.4,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_7146_02,7146,02,40.956932,-72.877411,79.5,76.9,96.2,66.4,76.9,DFO,Oil,GT,GT,Petroleum Liquids,138.0
EIA_7146_03,7146,03,40.956932,-72.877411,79.5,81.7,99.0,65.9,81.7,DFO,Oil,GT,GT,Petroleum Liquids,138.0
EIA_7146_1,7146,1,40.956932,-72.877411,79.5,82.0,101.3,68.1,82.0,DFO,Oil,GT,GT,Petroleum Liquids,138.0
EIA_7314_NA1,7314,NA1,40.8158,-73.064,170.0,135.5,160.0,1.0,135.5,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,138.0
EIA_7583_1,7583,1,44.3083,-75.3083,1.0,0.7,0.7,0.4,0.7,WAT,Hydro,HY,HY,Conventional Hydroelectric,23.0
EIA_7583_2,7583,2,44.3083,-75.3083,0.1,0.1,0.1,0.1,0.1,WAT,Hydro,HY,HY,Conventional Hydroelectric,23.0
EIA_7784_1,7784,1,42.5027,-78.0686,42.0,40.0,40.0,27.0,40.0,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,115.0
EIA_7784_2,7784,2,42.5027,-78.0686,25.0,20.0,20.0,10.0,20.0,NG,Gas,CA,CC,Natural Gas Fired Combined Cycle,115.0
EIA_7869_GT4,7869,GT4,40.8275,-73.6478,53.0,42.6,47.0,37.0,42.6,NG,Gas,GT,GT,Natural Gas Fired Combustion Turbine,69.0
EIA_7869_GT5,7869,GT5,40.8275,-73.6478,53.0,42.5,47.0,37.0,42.5,NG,Gas,GT,GT,Natural Gas Fired Combustion Turbine,69.0
EIA_7909_VG02,7909,VG02,40.7537,-73.9508,47.0,40.0,40.0,39.9,40.0,NG,Gas,GT,GT,Natural Gas Fired Combustion Turbine,138.0
EIA_7909_VG03,7909,VG03,40.7537,-73.9508,47.0,39.9,39.9,39.9,39.9,NG,Gas,GT,GT,Natural Gas Fired Combustion Turbine,138.0
EIA_7910_1,7910,1,40.6631,-74.0,47.0,40.0,40.0,39.9,40.0,NG,Gas,GT,GT,Natural Gas Fired Combustion Turbine,138.0
EIA_7910_2,7910,2,40.6631,-74.0,47.0,39.9,39.9,39.9,39.9,NG,Gas,GT,GT,Natural Gas Fired Combustion Turbine,138.0
EIA_7912_1,7912,1,40.787062,-73.293412,47.0,45.5,46.0,45.0,45.5,NG,Gas,GT,GT,Natural Gas Fired Combustion Turbine,69.0
EIA_7913_HG01,7913,HG01,40.799,-73.9094,47.0,39.9,39.9,39.9,39.9,NG,Gas,GT,GT,Natural Gas Fired Combustion Turbine,138.0
EIA_7913_HG02,7913,HG02,40.799,-73.9094,47.0,40.0,40.0,39.9,40.0,NG,Gas,GT,GT,Natural Gas Fired Combustion Turbine,138.0
EIA_7914_HR01,7914,HR01,40.7991,-73.9156,47.0,39.9,39.9,39.9,39.9,NG,Gas,GT,GT,Natural Gas Fired Combustion Turbine,138.0
EIA_7914_HR02,7914,HR02,40.7991,-73.9156,47.0,40.0,40.0,39.9,40.0,NG,Gas,GT,GT,Natural Gas Fired Combustion Turbine,138.0
EIA_7915_N01,7915,N01,40.7171,-73.9664,47.0,45.8,46.0,40.0,45.8,NG,Gas,GT,GT,Natural Gas Fired Combustion Turbine,138.0
EIA_8006_1,8006,1,41.573783,-73.966269,621.0,614.8,594.2,140.0,614.8,NG,Gas,ST,ST,Natural Gas Steam Turbine,345.0
EIA_8006_2,8006,2,41.573783,-73.966269,621.0,607.7,607.7,140.0,607.7,NG,Gas,ST,ST,Natural Gas Steam Turbine,345.0
EIA_8007_1,8007,1,40.817037,-73.066265,56.7,55.5,62.1,37.6,55.5,KER,Oil,GT,GT,Petroleum Liquids,69.0
EIA_8007_10,8007,10,40.817037,-73.066265,56.7,54.1,65.6,40.1,54.1,KER,Oil,GT,GT,Petroleum Liquids,69.0
EIA_8007_2,8007,2,40.817037,-73.066265,56.7,55.6,61.3,35.1,55.6,KER,Oil,GT,GT,Petroleum Liquids,69.0
EIA_8007_3,8007,3,40.817037,-73.066265,56.7,51.0,64.8,35.8,51.0,KER,Oil,GT,GT,Petroleum Liquids,69.0
EIA_8007_4,8007,4,40.817037,-73.066265,56.7,52.4,64.3,35.9,52.4,KER,Oil,GT,GT,Petroleum Liquids,69.0
EIA_8007_5,8007,5,40.817037,-73.066265,56.7,53.4,65.0,40.3,53.4,KER,Oil,GT,GT,Petroleum Liquids,69.0
EIA_8007_6,8007,6,40.817037,-73.066265,56.7,50.4,65.4,38.5,50.4,KER,Oil,GT,GT,Petroleum Liquids,69.0
EIA_8007_7,8007,7,40.817037,-73.066265,56.7,49.2,64.8,36.8,49.2,KER,Oil,GT,GT,Petroleum Liquids,69.0
EIA_8007_8,8007,8,40.817037,-73.066265,56.7,55.4,66.8,41.8,55.4,KER,Oil,GT,GT,Petroleum Liquids,69.0
EIA_8007_9,8007,9,40.817037,-73.066265,56.7,55.3,69.1,40.4,55.3,KER,Oil,GT,GT,Petroleum Liquids,69.0
EIA_8053_N01,8053,N01,40.6182,-74.06849,47.0,45.1,46.0,40.0,45.1,NG,Gas,GT,GT,Natural Gas Fired Combustion Turbine,138.0
EIA_8906_1,8906,1,40.787674,-73.912561,15.0,15.7,20.5,12.0,15.7,NG,Gas,GT,GT,Natural Gas Fired Combustion Turbine,138.0
EIA_8906_2,8906,2,40.787674,-73.912561,180.0,177.0,177.0,60.0,177.0,NG,Gas,ST,ST,Natural Gas Steam Turbine,138.0
EIA_8906_3,8906,3,40.787674,-73.912561,376.0,369.9,369.9,75.0,369.9,NG,Gas,ST,ST,Natural Gas Steam Turbine,138.0
EIA_8906_ST5,8906,ST5,40.787674,-73.912561,387.0,376.3,376.3,75.0,376.3,NG,Gas,ST,ST,Natural Gas Steam Turbine,138.0
EIA_10025_17TG,10025,17TG,43.1989,-77.6319,15.0,15.0,15.0,4.0,15.0,NG,Gas,ST,ST,Natural Gas Steam Turbine,34.5
EIA_10025_41TG,10025,41TG,43.1989,-77.6319,25.6,25.6,25.6,5.0,25.6,NG,Gas,ST,ST,Natural Gas Steam Turbine,34.5
EIA_10025_42TG,10025,42TG,43.1989,-77.6319,25.6,25.6,25.6,5.0,25.6,NG,Gas,ST,ST,Natural Gas Steam Turbine,34.5
EIA_10025_43TG,10025,43TG,43.1989,-77.6319,25.6,25.6,25.6,5.0,25.6,NG,Gas,ST,ST,Natural Gas Steam Turbine,34.5
EIA_10025_44TG,10025,44TG,43.1989,-77.6319,25.6,25.6,25.6,5.0,25.6,NG,Gas,ST,ST,Natural Gas Steam Turbine,34.5
EIA_10025_75TG,10025,75TG,43.1989,-77.6319,3.0,2.2,2.2,0.4,2.2,NG,Gas,ST,ST,Natural Gas Steam Turbine,34.5
EIA_10025_KPR1,10025,KPR1,43.1989,-77.6319,0.4,0.4,0.4,0.1,0.4,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_10116_05,10116,05,44.296544,-75.36645,3.4,1.8,2.7,0.4,1.8,WAT,Hydro,HY,HY,Conventional Hydroelectric,23.0
EIA_10124_HY2,10124,HY2,44.296453,-75.336142,0.5,0.3,0.3,0.1,0.3,WAT,Hydro,HY,HY,Conventional Hydroelectric,2.4
EIA_10190_GEN1,10190,GEN1,42.5375,-73.7433,47.0,67.7,76.6,50.0,67.7,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,115.0
EIA_10190_GEN2,10190,GEN2,42.5375,-73.7433,25.0,,,0.0,25.0,NG,Gas,CA,CC,Natural Gas Fired Combined Cycle,115.0
EIA_10196_GEN1,10196,GEN1,43.610664,-75.341325,12.6,12.1,11.8,2.5,12.1,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_10197_GEN1,10197,GEN1,44.158611,-75.708778,3.6,3.2,3.2,0.6,3.2,WAT,Hydro,HY,HY,Conventional Hydroelectric,22.9
EIA_10214_GEN1,10214,GEN1,44.6694,-73.5075,3.2,3.0,2.9,0.1,3.0,WAT,Hydro,HY,HY,Conventional Hydroelectric,46.0
EIA_10214_GEN2,10214,GEN2,44.6694,-73.5075,3.2,3.0,2.9,0.1,3.0,WAT,Hydro,HY,HY,Conventional Hydroelectric,46.0
EIA_10214_GEN3,10214,GEN3,44.6694,-73.5075,0.3,0.3,0.3,0.1,0.3,WAT,Hydro,HY,HY,Conventional Hydroelectric,46.0
EIA_10218_HY1,10218,HY1,43.4833,-73.7986,2.9,2.9,2.9,0.1,2.9,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_10219_HY1,10219,HY1,43.098711,-73.525271,1.1,1.1,1.1,0.1,1.1,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_10219_HY2,10219,HY2,43.098711,-73.525271,1.1,1.1,1.1,0.1,1.1,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_10220_HY1,10220,HY1,44.685589,-75.002868,3.0,3.0,3.0,0.1,3.0,WAT,Hydro,HY,HY,Conventional Hydroelectric,13.8
EIA_10221_GEN1,10221,GEN1,42.781779,-73.696096,5.7,5.7,5.7,0.1,5.7,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_10221_GEN2,10221,GEN2,42.781779,-73.696096,5.7,5.7,5.7,0.1,5.7,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_10237_GEN1,10237,GEN1,44.151944,-75.321725,1.8,1.7,1.8,0.4,1.7,WAT,Hydro,HY,HY,Conventional Hydroelectric,13.2
EIA_10238_GEN1,10238,GEN1,43.090635,-74.766961,5.0,5.2,5.2,0.0,5.2,WAT,Hydro,HY,HY,Conventional Hydroelectric,46.0
EIA_10286_1,10286,1,42.451922,-76.485092,0.8,0.5,0.7,0.2,0.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,2.4
EIA_10286_2,10286,2,42.451922,-76.485092,1.1,1.1,1.1,0.2,1.1,WAT,Hydro,HY,HY,Conventional Hydroelectric,2.4
EIA_10305_GEN1,10305,GEN1,41.647,-73.943,9.2,7.2,7.4,4.0,7.2,MSW,Biomass,ST,ST,Municipal Solid Waste,13.8
EIA_10467_1,10467,1,42.787575,-73.691676,3.3,3.3,3.3,0.1,3.3,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_10490_1G,10490,1G,43.883611,-75.428056,1.5,1.5,1.5,0.3,1.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,23.0
EIA_10503_GEN1,10503,GEN1,43.3056,-73.591447,14.4,11.5,11.5,2.0,11.5,MSW,Biomass,ST,ST,Municipal Solid Waste,115.0
EIA_10511_GEN6,10511,GEN6,43.3084,-73.6376,29.0,23.0,27.0,3.0,23.0,WDL,Biomass,ST,ST,Wood/Wood Waste Biomass,34.5
EIA_10521_3A,10521,3A,41.0772,-74.0181,1.5,1.5,1.5,0.1,1.5,NG,Gas,CA,CC,Natural Gas Fired Combined Cycle,34.5
EIA_10521_GEN1,10521,GEN1,41.0772,-74.0181,8.3,8.3,8.3,4.5,8.3,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,34.5
EIA_10521_GEN2,10521,GEN2,41.0772,-74.0181,8.3,8.3,8.3,4.5,8.3,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,34.5
EIA_10521_GEN3,10521,GEN3,41.0772,-74.0181,2.2,2.2,2.2,0.1,2.2,NG,Gas,CA,CC,Natural Gas Fired Combined Cycle,34.5
EIA_10521_TG4,10521,TG4,41.0772,-74.0181,3.1,1.4,1.4,0.1,1.4,NG,Gas,CA,CC,Natural Gas Fired Combined Cycle,34.5
EIA_10530_1,10530,1,43.289874,-73.665834,1.0,0.9,1.0,0.5,0.9,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_10530_2,10530,2,43.289874,-73.665834,1.0,0.9,1.0,0.5,0.9,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_10530_3,10530,3,43.289874,-73.665834,1.0,1.0,1.0,0.5,1.0,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_10530_4,10530,4,43.289874,-73.665834,1.0,0.9,1.0,0.5,0.9,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_10530_5,10530,5,43.289874,-73.665834,1.0,1.0,1.0,0.5,1.0,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_10531_1,10531,1,43.9767,-75.9072,4.0,4.3,4.4,2.8,4.3,WAT,Hydro,HY,HY,Conventional Hydroelectric,4.8
EIA_10531_2,10531,2,43.9767,-75.9072,5.0,4.3,4.4,2.4,4.3,WAT,Hydro,HY,HY,Conventional Hydroelectric,4.8
EIA_10538_GEN1,10538,GEN1,44.003984,-76.041277,0.5,0.5,0.5,0.1,0.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,2.3
EIA_10538_GEN2,10538,GEN2,44.003984,-76.041277,0.5,0.5,0.5,0.1,0.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,2.3
EIA_10538_GEN3,10538,GEN3,44.003984,-76.041277,0.2,0.2,0.2,0.1,0.2,WAT,Hydro,HY,HY,Conventional Hydroelectric,2.3
EIA_10538_GEN4,10538,GEN4,44.003984,-76.041277,0.2,0.2,0.2,0.1,0.2,WAT,Hydro,HY,HY,Conventional Hydroelectric,2.3
EIA_10538_GEN5,10538,GEN5,44.003984,-76.041277,0.2,0.2,0.2,0.1,0.2,WAT,Hydro,HY,HY,Conventional Hydroelectric,2.3
EIA_10538_GEN6,10538,GEN6,44.003984,-76.041277,1.3,1.2,1.2,0.1,1.2,WAT,Hydro,HY,HY,Conventional Hydroelectric,2.3
EIA_10538_GEN7,10538,GEN7,44.003984,-76.041277,1.3,1.2,1.2,0.1,1.2,WAT,Hydro,HY,HY,Conventional Hydroelectric,2.3
EIA_10539_GEN1,10539,GEN1,44.21742,-75.795173,1.0,1.0,0.9,0.1,1.0,WAT,Hydro,HY,HY,Conventional Hydroelectric,24.0
EIA_10539_GEN2,10539,GEN2,44.21742,-75.795173,0.3,0.3,0.3,0.1,0.3,WAT,Hydro,HY,HY,Conventional Hydroelectric,24.0
EIA_10540_GEN1,10540,GEN1,43.978626,-75.886102,0.4,0.4,0.4,0.1,0.4,WAT,Hydro,HY,HY,Conventional Hydroelectric,24.0
EIA_10540_GEN2,10540,GEN2,43.978626,-75.886102,0.4,0.4,0.4,0.1,0.4,WAT,Hydro,HY,HY,Conventional Hydroelectric,24.0
EIA_10540_GEN3,10540,GEN3,43.978626,-75.886102,0.4,0.4,0.4,0.1,0.4,WAT,Hydro,HY,HY,Conventional Hydroelectric,24.0
EIA_10544_GEN1,10544,GEN1,44.311681,-75.444992,0.8,0.8,0.7,0.1,0.8,WAT,Hydro,HY,HY,Conventional Hydroelectric,23.0
EIA_10544_GEN2,10544,GEN2,44.311681,-75.444992,0.6,0.6,0.6,0.1,0.6,WAT,Hydro,HY,HY,Conventional Hydroelectric,23.0
EIA_10545_GEN1,10545,GEN1,43.899745,-75.660268,1.5,1.4,1.4,0.1,1.4,WAT,Hydro,HY,HY,Conventional Hydroelectric,24.0
EIA_10545_GEN2,10545,GEN2,43.899745,-75.660268,1.5,1.4,1.4,0.1,1.4,WAT,Hydro,HY,HY,Conventional Hydroelectric,24.0
EIA_10545_GEN3,10545,GEN3,43.899745,-75.660268,0.3,0.3,0.3,0.1,0.3,WAT,Hydro,HY,HY,Conventional Hydroelectric,24.0
EIA_10547_GEN1,10547,GEN1,44.522043,-75.188108,1.2,1.1,1.1,0.1,1.1,WAT,Hydro,HY,HY,Conventional Hydroelectric,23.0
EIA_10547_GEN2,10547,GEN2,44.522043,-75.188108,3.5,3.3,3.2,0.1,3.3,WAT,Hydro,HY,HY,Conventional Hydroelectric,23.0
EIA_10547_GEN3,10547,GEN3,44.522043,-75.188108,3.5,3.3,3.2,0.1,3.3,WAT,Hydro,HY,HY,Conventional Hydroelectric,23.0
EIA_10617_GEN1,10617,GEN1,43.8861,-75.4342,65.5,47.5,59.4,30.0,47.5,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,230.0
EIA_10617_GEN2,10617,GEN2,43.8861,-75.4342,42.3,30.6,31.8,15.0,30.6,NG,Gas,CA,CC,Natural Gas Fired Combined Cycle,230.0
EIA_10620_GEN1,10620,GEN1,43.9842,-75.6225,40.9,40.1,45.0,25.0,40.1,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,115.0
EIA_10620_GEN2,10620,GEN2,43.9842,-75.6225,22.0,21.0,21.5,10.0,21.0,NG,Gas,CA,CC,Natural Gas Fired Combined Cycle,115.0
EIA_10621_GEN1,10621,GEN1,43.0667,-76.2246,65.5,54.4,74.0,30.0,54.4,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,115.0
EIA_10621_GEN2,10621,GEN2,43.0667,-76.2246,37.2,28.8,28.8,15.0,28.8,NG,Gas,CA,CC,Natural Gas Fired Combined Cycle,115.0
EIA_10642_GEN1,10642,GEN1,40.7389,-73.5906,78.6,71.8,71.8,24.0,71.8,MSW,Biomass,ST,ST,Municipal Solid Waste,69.0
EIA_10687_DE1,10687,DE1,43.591246,-75.344207,1.6,1.5,1.5,0.1,1.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,24.0
EIA_10687_RI1,10687,RI1,43.591246,-75.344207,1.9,1.8,1.8,0.1,1.8,WAT,Hydro,HY,HY,Conventional Hydroelectric,24.0
EIA_10725_GEN1,10725,GEN1,42.5744,-73.8592,95.2,76.9,105.5,45.0,76.9,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,115.0
EIA_10725_GEN3,10725,GEN3,42.5744,-73.8592,95.2,272.3,333.1,45.0,272.3,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,115.0
EIA_10725_GEN4,10725,GEN4,42.5744,-73.8592,95.2,,,45.0,95.2,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,115.0
EIA_10725_GEN5,10725,GEN5,42.5744,-73.8592,148.4,,,11.0,148.4,NG,Gas,CA,CC,Natural Gas Fired Combined Cycle,115.0
EIA_10752_GEN1,10752,GEN1,43.849029,-73.420701,3.8,3.6,3.5,0.1,3.6,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_10753_GEN1,10753,GEN1,43.843869,-73.431207,5.2,4.9,4.8,0.1,4.9,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_10817_GEN1,10817,GEN1,43.583611,-75.339167,0.5,0.5,0.5,0.2,0.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,23.0
EIA_10817_GEN2,10817,GEN2,43.583611,-75.339167,0.5,0.5,0.5,0.5,0.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,23.0
EIA_10848_GEN1,10848,GEN1,41.55998,-74.195154,1.2,1.1,1.1,0.1,1.1,WAT,Hydro,HY,HY,Conventional Hydroelectric,12.47
EIA_10848_GEN2,10848,GEN2,41.55998,-74.195154,0.8,0.8,0.7,0.1,0.8,WAT,Hydro,HY,HY,Conventional Hydroelectric,12.47
EIA_10848_GEN3,10848,GEN3,41.55998,-74.195154,0.4,0.4,0.4,0.1,0.4,WAT,Hydro,HY,HY,Conventional Hydroelectric,12.47
EIA_10853_1,10853,1,43.096677,-73.460172,0.4,0.3,0.4,0.1,0.3,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_10853_2,10853,2,43.096677,-73.460172,0.4,0.3,0.4,0.1,0.3,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_10872_1,10872,1,43.917267,-75.633822,1.6,0.2,0.1,0.1,0.2,WAT,Hydro,HY,HY,Conventional Hydroelectric,5.0
EIA_10902_GEN1,10902,GEN1,42.9197,-76.5477,1.7,1.6,1.6,0.1,1.6,WAT,Hydro,HY,HY,Conventional Hydroelectric,4.8
EIA_50031_3983,50031,3983,42.721326,-73.680608,1.5,1.5,1.5,0.2,1.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_50031_3986,50031,3986,42.721326,-73.680608,1.5,1.5,1.5,0.2,1.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_50034_GEN1,50034,GEN1,42.9044,-73.5625,2.5,2.5,2.5,0.4,2.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_50079_GEN1,50079,GEN1,42.502473,-74.98356,0.8,0.8,0.7,0.1,0.8,WAT,Hydro,HY,HY,Conventional Hydroelectric,13.8
EIA_50079_GEN2,50079,GEN2,42.502473,-74.98356,0.6,0.6,0.6,0.1,0.6,WAT,Hydro,HY,HY,Conventional Hydroelectric,13.8
EIA_50093_WT,50093,WT,44.909915,-74.085798,1.7,1.6,1.6,0.1,1.6,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_50123_GEN1,50123,GEN1,42.712356,-73.957324,1.2,1.2,1.2,0.5,1.2,WAT,Hydro,HY,HY,Conventional Hydroelectric,4.8
EIA_50136_CG1,50136,CG1,40.6853,-73.4258,0.2,0.1,0.1,0.1,0.1,NG,Gas,IC,IC,Natural Gas Internal Combustion Engine,13.2
EIA_50136_CG2,50136,CG2,40.6853,-73.4258,0.2,0.1,0.1,0.1,0.1,NG,Gas,IC,IC,Natural Gas Internal Combustion Engine,13.2
EIA_50136_CG3,50136,CG3,40.6853,-73.4258,0.2,0.1,0.1,0.1,0.1,NG,Gas,IC,IC,Natural Gas Internal Combustion Engine,13.2
EIA_50136_CG4,50136,CG4,40.6853,-73.4258,0.2,0.1,0.1,0.1,0.1,NG,Gas,IC,IC,Natural Gas Internal Combustion Engine,13.2
EIA_50136_CG5,50136,CG5,40.6853,-73.4258,0.2,0.1,0.1,0.1,0.1,NG,Gas,IC,IC,Natural Gas Internal Combustion Engine,13.2
EIA_50176_GEN1,50176,GEN1,44.510739,-73.913079,1.3,1.3,1.3,0.1,1.3,WAT,Hydro,HY,HY,Conventional Hydroelectric,46.0
EIA_50176_GEN2,50176,GEN2,44.510739,-73.913079,1.3,1.3,1.3,0.1,1.3,WAT,Hydro,HY,HY,Conventional Hydroelectric,46.0
EIA_50203_GEN1,50203,GEN1,43.0647,-78.2972,5.8,4.9,5.7,0.5,4.9,NG,Gas,GT,GT,Natural Gas Fired Combustion Turbine,12.47
EIA_50268_HY1,50268,HY1,44.705167,-75.007933,3.0,2.2,2.2,0.2,2.2,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_50269_HY1,50269,HY1,44.714518,-74.996581,3.0,2.2,2.2,0.3,2.2,WAT,Hydro,HY,HY,Conventional Hydroelectric,115.0
EIA_50280_GEN1,50280,GEN1,43.1033,-73.5369,10.5,1.5,4.4,1.2,1.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,32.0
EIA_50292_GEN2,50292,GEN2,40.7469,-73.4994,33.7,22.2,23.8,15.0,22.2,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,69.0
EIA_50292_GEN3,50292,GEN3,40.7469,-73.4994,16.2,10.6,11.4,5.0,10.6,NG,Gas,CA,CC,Natural Gas Fired Combined Cycle,69.0
EIA_50292_GEN5,50292,GEN5,40.7469,-73.4994,60.0,47.0,49.6,5.0,47.0,NG,Gas,GT,GT,Natural Gas Fired Combustion Turbine,69.0
EIA_50292_GEN6,50292,GEN6,40.7469,-73.4994,60.0,49.0,50.0,5.0,49.0,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,69.0
EIA_50292_GEN7,50292,GEN7,40.7469,-73.4994,36.0,33.0,34.0,5.0,33.0,NG,Gas,CA,CC,Natural Gas Fired Combined Cycle,69.0
EIA_50315_1100,50315,1100,44.9318,-74.1125,1.0,0.5,0.8,0.2,0.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_50315_2600,50315,2600,44.9318,-74.1125,0.6,0.5,0.6,0.5,0.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_50354_1,50354,1,43.1853,-75.0169,0.8,0.8,0.8,0.2,0.8,WAT,Hydro,HY,HY,Conventional Hydroelectric,46.0
EIA_50354_2,50354,2,43.1853,-75.0169,0.8,0.8,0.8,0.2,0.8,WAT,Hydro,HY,HY,Conventional Hydroelectric,46.0
EIA_50354_3,50354,3,43.1853,-75.0169,0.1,0.1,0.1,0.0,0.1,WAT,Hydro,HY,HY,Conventional Hydroelectric,46.0
EIA_50368_CT1,50368,CT1,42.4428,-76.4764,15.0,12.3,14.5,8.0,12.3,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,115.0
EIA_50368_CT2,50368,CT2,42.4428,-76.4764,15.0,12.3,14.5,8.0,12.3,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,115.0
EIA_50368_TG2,50368,TG2,42.4428,-76.4764,5.7,5.3,5.7,0.4,5.3,NG,Gas,CA,CC,Natural Gas Fired Combined Cycle,115.0
EIA_50416_GEN1,50416,GEN1,43.98,-75.6131,0.3,0.2,0.2,0.1,0.2,WAT,Hydro,HY,HY,Conventional Hydroelectric,23.0
EIA_50416_GEN2,50416,GEN2,43.98,-75.6131,0.3,0.2,0.2,0.1,0.2,WAT,Hydro,HY,HY,Conventional Hydroelectric,23.0
EIA_50416_GEN3,50416,GEN3,43.98,-75.6131,0.3,0.2,0.2,0.1,0.2,WAT,Hydro,HY,HY,Conventional Hydroelectric,23.0
EIA_50416_GEN4,50416,GEN4,43.98,-75.6131,0.3,0.2,0.2,0.1,0.2,WAT,Hydro,HY,HY,Conventional Hydroelectric,23.0
EIA_50416_GEN5,50416,GEN5,43.98,-75.6131,0.3,0.2,0.2,0.1,0.2,WAT,Hydro,HY,HY,Conventional Hydroelectric,23.0
EIA_50427_GEN3,50427,GEN3,40.844114,-73.876888,1.1,1.1,1.1,0.8,1.1,NG,Gas,IC,IC,Natural Gas Internal Combustion Engine,4.16
EIA_50427_GEN4,50427,GEN4,40.844114,-73.876888,1.5,1.5,1.5,1.0,1.5,NG,Gas,IC,IC,Natural Gas Internal Combustion Engine,4.16
EIA_50449_GEN1,50449,GEN1,42.6544,-78.0772,39.4,34.7,45.1,34.0,34.7,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,115.0
EIA_50449_GEN2,50449,GEN2,42.6544,-78.0772,17.2,17.2,17.2,10.0,17.2,NG,Gas,CA,CC,Natural Gas Fired Combined Cycle,115.0
EIA_50450_GEN1,50450,GEN1,43.471745,-76.493474,41.2,51.8,60.6,34.5,51.8,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,115.0
EIA_50450_GEN2,50450,GEN2,43.471745,-76.493474,16.2,,,10.0,16.2,NG,Gas,CA,CC,Natural Gas Fired Combined Cycle,115.0
EIA_50451_GEN1,50451,GEN1,42.9671,-78.9182,40.6,43.8,56.5,42.0,43.8,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,115.0
EIA_50451_GEN2,50451,GEN2,42.9671,-78.9182,19.3,,,,19.3,NG,Gas,CA,CC,Natural Gas Fired Combined Cycle,115.0
EIA_50458_GEN1,50458,GEN1,43.25,-73.8125,92.0,74.8,91.2,74.8,74.8,NG,Gas,CT,CC,Natural Gas Fired Combined Cycle,115.0
