gen_uid,plant_code,generator_id,lat,lon,nameplate_mw,summer_mw,winter_mw,min_load_mw,pmax_mw,fuel_code,fuel,prime_mover,unit_type,technology,grid_kv
EIA_61012_GEN5,61012,GEN5,43.063706,-77.932902,0.8,0.8,0.8,0.5,0.8,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_61012_GEN6,61012,GEN6,43.063706,-77.932902,0.8,0.8,0.8,0.5,0.8,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_61012_GEN7,61012,GEN7,43.063706,-77.932902,0.8,0.8,0.8,0.5,0.8,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_61012_GEN8,61012,GEN8,43.063706,-77.932902,0.8,0.8,0.8,0.5,0.8,LFG,Biomass,IC,IC,Landfill Gas,34.5
EIA_61015_CMUSW,61015,CMUSW,42.731496,-76.663665,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,0.48
EIA_61030_CMUSW,61030,CMUSW,42.448,-76.245,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,0.48
EIA_61041_WT1,61041,WT1,43.709597,-75.616219,79.7,79.7,79.7,0.0,79.7,WND,Wind,WT,WT,Onshore Wind Turbine,230.0
EIA_61042_PV1,61042,PV1,42.869086,-77.28446,1.3,1.3,1.3,,1.3,SUN,Solar,PV,PV,Solar Photovoltaic,12.47
EIA_61043_PV1,61043,PV1,42.86887,-77.284561,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,12.47
EIA_61207_UNIT1,61207,UNIT1,42.748106,-73.69022,1.5,1.5,1.5,0.5,1.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,13.2
EIA_61207_UNIT2,61207,UNIT2,42.748106,-73.69022,1.5,1.5,1.5,0.5,1.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,13.2
EIA_61207_UNIT3,61207,UNIT3,42.748106,-73.69022,1.5,1.5,1.5,0.5,1.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,13.2
EIA_61207_UNIT4,61207,UNIT4,42.748106,-73.69022,1.5,1.5,1.5,0.5,1.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,13.2
EIA_61210_FLS1,61210,FLS1,42.814025,-77.045631,1.9,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,34.5
EIA_61238_CGTB,61238,CGTB,40.764396,-73.95393,7.7,7.7,7.7,0.7,7.7,NG,Gas,GT,GT,Natural Gas Fired Combustion Turbine,4.16
EIA_61376_CEDR1,61376,CEDR1,40.64889,-73.506672,1.8,1.8,1.8,,1.8,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_61389_PV1,61389,PV1,42.618969,-78.17952,1.2,1.2,1.2,,1.2,SUN,Solar,PV,PV,Solar Photovoltaic,12.6
EIA_61414_GEN1,61414,GEN1,40.775397,-73.830918,2.0,2.0,2.0,0.6,2.0,DFO,Oil,IC,IC,Petroleum Liquids,4.16
EIA_61414_GEN2,61414,GEN2,40.775397,-73.830918,2.0,2.0,2.0,0.6,2.0,DFO,Oil,IC,IC,Petroleum Liquids,4.16
EIA_61414_GEN3,61414,GEN3,40.775397,-73.830918,2.0,2.0,2.0,0.6,2.0,DFO,Oil,IC,IC,Petroleum Liquids,4.16
EIA_61414_GEN4,61414,GEN4,40.775397,-73.830918,2.0,2.0,2.0,0.6,2.0,DFO,Oil,IC,IC,Petroleum Liquids,4.16
EIA_61414_GEN5,61414,GEN5,40.775397,-73.830918,2.0,2.0,2.0,0.6,2.0,DFO,Oil,IC,IC,Petroleum Liquids,4.16
EIA_61414_GEN6,61414,GEN6,40.775397,-73.830918,2.0,2.0,2.0,0.6,2.0,DFO,Oil,IC,IC,Petroleum Liquids,4.16
EIA_61469_LIC01,61469,LIC01,43.020053,-78.158181,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_61470_CFM11,61470,CFM11,43.037794,-78.187295,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_61471_CFM31,61471,CFM31,43.023046,-78.178591,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_61487_SLBAB,61487,SLBAB,40.730844,-73.375833,9.0,9.0,9.0,,9.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.8
EIA_61488_GT,61488,GT,40.746778,-73.972226,7.5,7.5,7.5,4.0,7.5,NG,Gas,GT,GT,Natural Gas Fired Combustion Turbine,0.48
EIA_61509_MONA,61509,MONA,43.174071,-77.392234,1.7,1.7,1.7,,1.7,SUN,Solar,PV,PV,Solar Photovoltaic,12.47
EIA_61509_MONB,61509,MONB,43.174071,-77.392234,1.7,1.7,1.7,,1.7,SUN,Solar,PV,PV,Solar Photovoltaic,12.47
EIA_61510_MONC,61510,MONC,43.31879,-77.740208,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,12.47
EIA_61510_MOND,61510,MOND,43.31879,-77.740208,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,12.47
EIA_61510_MONE,61510,MONE,43.31879,-77.740208,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,12.47
EIA_61575_BAL01,61575,BAL01,43.151537,-76.414844,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_61576_JF01,61576,JF01,41.379107,-74.263804,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_61577_MRT01,61577,MRT01,43.183689,-75.43048,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_61578_MIN01,61578,MIN01,41.293747,-74.554452,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_61579_SUT01,61579,SUT01,43.932397,-75.872257,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_61604_1,61604,1,43.312306,-75.695263,1.8,1.8,1.8,,1.8,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_61641_23,61641,23,42.915299,-76.78672,1.7,1.7,1.7,0.6,1.7,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_61641_24,61641,24,42.915299,-76.78672,1.7,1.7,1.7,0.6,1.7,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_61641_25,61641,25,42.915299,-76.78672,1.7,1.7,1.7,0.6,1.7,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_61642_10,61642,10,42.901914,-76.86233,0.5,0.5,0.5,0.2,0.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_61642_11,61642,11,42.901914,-76.86233,0.5,0.5,0.5,0.2,0.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_61642_12,61642,12,42.901914,-76.86233,0.5,0.5,0.5,0.2,0.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_61673_WT,61673,WT,42.414911,-79.242681,78.4,78.4,78.4,7.1,78.4,WND,Wind,WT,WT,Onshore Wind Turbine,115.0
EIA_61717_SSIRE,61717,SSIRE,44.3,-75.5,1.0,1.0,1.0,,1.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.8
EIA_61719_LWCJ1,61719,LWCJ1,44.7,-75.3,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,23.0
EIA_61720_LECOU,61720,LECOU,44.7,-75.3,1.5,1.5,1.5,,1.5,SUN,Solar,PV,PV,Solar Photovoltaic,23.0
EIA_61724_10254,61724,10254,43.096874,-73.744855,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_61725_PV1,61725,PV1,43.028289,-75.700978,1.8,1.8,1.8,,1.8,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_61734_1,61734,1,42.5809,-79.1027,1.5,1.5,1.5,0.1,1.5,WND,Wind,WT,WT,Onshore Wind Turbine,34.5
EIA_61764_SNWH2,61764,SNWH2,43.543378,-73.32307,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_61765_SNWH1,61765,SNWH1,43.543716,-73.325257,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_61804_ROC01,61804,ROC01,43.176918,-77.678512,1.8,1.8,1.8,,1.8,SUN,Solar,PV,PV,Solar Photovoltaic,12.47
EIA_61847_10046,61847,10046,43.061306,-74.154885,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_61863_10048,61863,10048,42.762173,-74.201552,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_61888_10049,61888,10049,42.999179,-74.314787,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_61898_SOLEA,61898,SOLEA,42.086926,-78.448212,4.0,4.0,4.0,4.0,4.0,SUN,Solar,PV,PV,Solar Photovoltaic,34.5
EIA_61899_LINC,61899,LINC,40.78144,-73.083437,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_61900_BLYD,61900,BLYD,40.815331,-73.182407,1.5,1.5,1.5,,1.5,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_61902_HOLTS,61902,HOLTS,40.797667,-73.033977,1.2,1.2,1.2,,1.2,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_61903_10116,61903,10116,42.775105,-74.567145,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_61904_10044,61904,10044,42.953622,-74.119802,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_61905_10045,61905,10045,42.948957,-74.126159,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_61917_OPPEN,61917,OPPEN,43.060223,-74.736424,1.4,1.4,1.4,,1.4,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_61922_BEACO,61922,BEACO,41.494632,-73.981635,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_61958_BAP1,61958,BAP1,43.018029,-74.191836,1.5,1.5,1.5,,1.5,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_62017_RIV1,62017,RIV1,40.922992,-72.7645,20.0,20.0,20.0,,20.0,SUN,Solar,PV,PV,Solar Photovoltaic,138.0
EIA_62029_5515,62029,5515,42.453307,-76.594813,1.8,1.8,1.8,,1.8,SUN,Solar,PV,PV,Solar Photovoltaic,34.5
EIA_62034_7,62034,7,41.797,-75.068,2.0,2.0,2.0,2.0,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,12.5
EIA_62145_MINI1,62145,MINI1,41.321224,-74.514084,1.8,1.8,1.8,,1.8,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_62146_MINI2,62146,MINI2,41.319351,-74.515278,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_62154_12,62154,12,41.775422,-74.776464,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,4.8
EIA_62155_9,62155,9,41.774772,-75.036074,1.4,1.4,1.4,,1.4,SUN,Solar,PV,PV,Solar Photovoltaic,12.5
EIA_62156_15,62156,15,42.542175,-75.083378,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,12.5
EIA_62157_235,62157,235,42.088,-76.713,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,12.47
EIA_62158_11,62158,11,41.38251,-74.43526,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,4.8
EIA_62159_20,62159,20,41.38251,-74.43526,1.7,1.7,1.7,1.7,1.7,SUN,Solar,PV,PV,Solar Photovoltaic,4.8
EIA_62160_300,62160,300,42.09305,-76.67848,2.0,2.0,2.0,2.0,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,12.5
EIA_62303_MF01,62303,MF01,42.893714,-74.216251,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_62322_MG8,62322,MG8,42.876535,-73.680169,2.0,1.5,2.0,0.3,1.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_62322_MG9,62322,MG9,42.876535,-73.680169,2.0,1.5,2.0,0.3,1.5,WAT,Hydro,HY,HY,Conventional Hydroelectric,34.5
EIA_62357_08158,62357,08158,43.052981,-74.308356,5.0,5.0,5.0,,5.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_62389_PASTO,62389,PASTO,42.210028,-76.523763,16.0,16.0,16.0,,16.0,SUN,Solar,PV,PV,Solar Photovoltaic,34.5
EIA_62412_DAUM,62412,DAUM,42.760799,-77.247333,4.0,4.0,4.0,,4.0,SUN,Solar,PV,PV,Solar Photovoltaic,4.8
EIA_62413_ELLIS,62413,ELLIS,42.444628,-76.433237,18.0,18.0,18.0,,18.0,SUN,Solar,PV,PV,Solar Photovoltaic,12.47
EIA_62456_RGP00,62456,RGP00,41.077952,-73.820649,1.5,1.5,1.5,0.1,1.5,NG,Gas,FC,FC,Other Natural Gas,12.0
EIA_62471_1034,62471,1034,43.175,-77.849,2.5,2.5,2.5,,2.5,SUN,Solar,PV,PV,Solar Photovoltaic,12.47
EIA_62472_617,62472,617,43.173,-77.846,2.2,2.2,2.2,,2.2,SUN,Solar,PV,PV,Solar Photovoltaic,12.47
EIA_62473_1035,62473,1035,43.172,-77.844,2.5,2.5,2.5,,2.5,SUN,Solar,PV,PV,Solar Photovoltaic,12.47
EIA_62474_928,62474,928,42.116,-76.183,5.0,5.0,5.0,5.0,5.0,SUN,Solar,PV,PV,Solar Photovoltaic,34.5
EIA_62476_607,62476,607,42.766,-78.559,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,4.8
EIA_62477_372,62477,372,42.487821,-76.319983,1.3,1.3,1.3,1.3,1.3,SUN,Solar,PV,PV,Solar Photovoltaic,4.8
EIA_62479_175,62479,175,41.594,-75.027,2.0,2.0,2.0,2.0,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,4.8
EIA_62480_635,62480,635,43.275,-77.764,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,12.5
EIA_62486_CMRSL,62486,CMRSL,41.561847,-74.345912,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_62496_1268,62496,1268,42.561672,-78.17953,3.8,3.8,3.8,3.8,3.8,SUN,Solar,PV,PV,Solar Photovoltaic,34.5
EIA_62498_1413,62498,1413,42.559475,-78.179411,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,34.5
EIA_62500_1258,62500,1258,42.534,-78.151,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,34.5
EIA_62502_1415,62502,1415,42.533807,-78.15377,5.0,5.0,5.0,,5.0,SUN,Solar,PV,PV,Solar Photovoltaic,34.5
EIA_62504_1159,62504,1159,43.099866,-77.34513,2.0,2.0,2.0,2.0,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,12.47
EIA_62507_1419,62507,1419,44.935,-73.677,4.1,4.1,4.1,,4.1,SUN,Solar,PV,PV,Solar Photovoltaic,34.5
EIA_62508_1420,62508,1420,43.241,-77.27,3.0,3.0,3.0,,3.0,SUN,Solar,PV,PV,Solar Photovoltaic,12.47
EIA_62517_1142,62517,1142,43.017848,-77.26049,2.3,2.3,2.3,,2.3,SUN,Solar,PV,PV,Solar Photovoltaic,12.47
EIA_62518_1181,62518,1181,43.016419,-77.26091,2.3,2.3,2.3,,2.3,SUN,Solar,PV,PV,Solar Photovoltaic,12.47
EIA_62519_1244,62519,1244,43.015301,-77.260662,2.3,2.3,2.3,,2.3,SUN,Solar,PV,PV,Solar Photovoltaic,12.47
EIA_62521_1442,62521,1442,43.099893,-77.343495,1.4,1.4,1.4,1.4,1.4,SUN,Solar,PV,PV,Solar Photovoltaic,12.47
EIA_62524_1444,62524,1444,44.725076,-73.467034,3.7,3.7,3.7,3.7,3.7,SUN,Solar,PV,PV,Solar Photovoltaic,12.5
EIA_62525_40,62525,40,41.757083,-74.960959,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,34.5
EIA_62526_41,62526,41,41.756217,-74.961191,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,34.5
EIA_62527_390,62527,390,41.754421,-74.96152,2.0,2.0,2.0,2.0,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,34.5
EIA_62528_391,62528,391,41.754435,-74.958625,2.0,2.0,2.0,2.0,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,34.5
EIA_62530_496,62530,496,44.934274,-73.672382,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,34.5
EIA_62531_1010,62531,1010,44.933177,-73.67122,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,34.5
EIA_62532_1011,62532,1011,44.933525,-73.66933,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,34.5
EIA_62533_1023,62533,1023,44.928987,-73.666505,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,34.5
EIA_62549_JOHNN,62549,JOHNN,43.066012,-74.360177,1.5,1.5,1.5,,1.5,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_62556_JOHNS,62556,JOHNS,43.064422,-74.360221,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_62572_ATT49,62572,ATT49,40.830219,-73.352241,1.0,1.0,1.0,0.0,1.0,NG,Gas,FC,FC,Other Natural Gas,24.0
EIA_62576_MER01,62576,MER01,40.7345,-73.870942,1.2,1.2,1.2,0.0,1.2,NG,Gas,FC,FC,Other Natural Gas,12.0
EIA_62580_6081,62580,6081,42.815086,-77.046128,4.0,4.0,3.3,,4.0,SUN,Solar,PV,PV,Solar Photovoltaic,34.5
EIA_62582_5216,62582,5216,42.39131,-76.564236,6.0,6.0,5.3,,6.0,SUN,Solar,PV,PV,Solar Photovoltaic,34.5
EIA_62582_5465,62582,5465,42.39131,-76.564236,2.0,2.0,1.8,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,34.5
EIA_62582_5466,62582,5466,42.39131,-76.564236,2.0,2.0,1.8,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,34.5
EIA_62582_5467,62582,5467,42.39131,-76.564236,2.0,2.0,1.8,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,34.5
EIA_62613_CBPB1,62613,CBPB1,41.266188,-73.946882,1.8,1.8,1.8,,1.8,SUN,Solar,PV,PV,Solar Photovoltaic,0.48
EIA_62614_KMFO1,62614,KMFO1,40.542557,-74.236582,1.7,1.7,1.7,,1.7,SUN,Solar,PV,PV,Solar Photovoltaic,0.48
EIA_62721_SS29,62721,SS29,42.81849,-78.855377,2.0,2.0,2.0,2.0,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_62722_SS24,62722,SS24,42.811146,-78.854217,2.0,2.0,2.0,2.0,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_62723_SS22,62723,SS22,42.809003,-78.85337,2.0,2.0,2.0,2.0,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_62724_HSW,62724,HSW,42.098128,-78.442286,1.6,1.6,1.6,1.6,1.6,SUN,Solar,PV,PV,Solar Photovoltaic,34.5
EIA_62725_HSE,62725,HSE,42.099342,-78.44095,1.6,1.6,1.6,1.6,1.6,SUN,Solar,PV,PV,Solar Photovoltaic,34.5
EIA_62736_850KW,62736,850KW,43.22731,-77.364092,0.9,0.9,0.9,0.0,0.9,WND,Wind,WT,WT,Onshore Wind Turbine,15.0
EIA_62736_CPH,62736,CPH,43.22731,-77.364092,0.5,0.5,0.5,0.0,0.5,NG,Gas,GT,GT,Natural Gas Fired Combustion Turbine,15.0
EIA_62737_WVW,62737,WVW,42.442927,-78.632137,5.0,5.0,5.0,0.5,5.0,SUN,Solar,PV,PV,Solar Photovoltaic,34.5
EIA_62738_WVE,62738,WVE,42.443632,-78.632127,5.0,5.0,5.0,0.5,5.0,SUN,Solar,PV,PV,Solar Photovoltaic,34.5
EIA_62759_GV,62759,GV,41.356,-74.622,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_62761_CH,62761,CH,41.339,-74.288,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_62764_WT,62764,WT,41.345,-74.561,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_62777_ULSTE,62777,ULSTE,41.961896,-73.981234,1.4,1.4,1.4,,1.4,SUN,Solar,PV,PV,Solar Photovoltaic,13.8
EIA_62784_FRANK,62784,FRANK,44.86832,-74.306523,1.6,1.6,1.6,,1.6,SUN,Solar,PV,PV,Solar Photovoltaic,34.5
EIA_62785_MALON,62785,MALON,44.870858,-74.307248,1.1,1.1,1.1,,1.1,SUN,Solar,PV,PV,Solar Photovoltaic,34.5
EIA_62788_X0040,62788,X0040,42.822572,-73.84853,4.7,4.7,4.7,,4.7,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_62810_13500,62810,13500,43.076198,-77.66724,1.6,1.6,1.6,,1.6,SUN,Solar,PV,PV,Solar Photovoltaic,124.7
EIA_62831_25,62831,25,42.186827,-76.845064,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,12.5
EIA_62832_309,62832,309,42.186,-76.845,1.7,1.7,1.7,,1.7,SUN,Solar,PV,PV,Solar Photovoltaic,12.5
EIA_62834_871,62834,871,42.46806,-76.65289,2.2,2.2,2.2,2.0,2.2,SUN,Solar,PV,PV,Solar Photovoltaic,12.47
EIA_62843_PV1,62843,PV1,43.723851,-74.062378,1.9,1.9,1.9,,1.9,SUN,Solar,PV,PV,Solar Photovoltaic,34.5
EIA_62860_263,62860,263,42.187443,-76.894394,4.0,4.0,4.0,,4.0,SUN,Solar,PV,PV,Solar Photovoltaic,12.47
EIA_62920_CG-1,62920,CG-1,43.09534,-75.278357,1.1,1.1,1.1,0.7,1.1,NG,Gas,IC,IC,Natural Gas Internal Combustion Engine,13.8
EIA_62920_CG-2,62920,CG-2,43.09534,-75.278357,1.1,1.1,1.1,0.7,1.1,NG,Gas,IC,IC,Natural Gas Internal Combustion Engine,13.8
EIA_62920_CG-3,62920,CG-3,43.09534,-75.278357,1.1,1.1,1.1,0.7,1.1,NG,Gas,IC,IC,Natural Gas Internal Combustion Engine,13.8
EIA_62920_CG-4,62920,CG-4,43.09534,-75.278357,0.3,0.3,0.3,0.2,0.3,NG,Gas,IC,IC,Natural Gas Internal Combustion Engine,13.8
EIA_62998_ASHDO,62998,ASHDO,42.8826,-73.879,4.0,4.0,4.0,,4.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_62999_FINCH,62999,FINCH,41.4565,-74.5465,5.0,5.0,5.0,0.0,5.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_63000_WALDN,63000,WALDN,41.5841,-74.2163,5.0,5.0,5.0,,5.0,SUN,Solar,PV,PV,Solar Photovoltaic,34.5
EIA_63012_SWANN,63012,SWANN,43.1994,-78.949837,5.0,5.0,5.0,,5.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_63013_STATE,63013,STATE,43.0724,-74.3228,4.0,4.0,4.0,,4.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_63051_32,63051,32,43.26034,-76.7217,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,21.0
EIA_63052_106,63052,106,42.727288,-74.000814,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,21.0
EIA_63055_26,63055,26,43.63481,-76.08921,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,21.0
EIA_63056_131,63056,131,42.82395,-74.07086,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,21.0
EIA_63057_114,63057,114,42.91408,-73.59598,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,21.0
EIA_63058_199,63058,199,43.96414,-75.98679,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,21.0
EIA_63059_19,63059,19,42.764688,-77.343879,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,21.0
EIA_63060_28,63060,28,42.981335,-78.290418,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,21.0
EIA_63060_29,63060,29,42.981335,-78.290418,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,21.0
EIA_63079_157,63079,157,42.601145,-73.887416,1.7,1.7,1.7,,1.7,SUN,Solar,PV,PV,Solar Photovoltaic,21.0
EIA_63086_1731,63086,1731,41.739327,-74.496708,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,21.0
EIA_63106_21,63106,21,41.680879,-73.576568,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,21.0
EIA_63107_1725,63107,1725,41.265258,-74.312978,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,21.0
EIA_63108_30,63108,30,42.891451,-76.993915,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,21.0
EIA_63112_22,63112,22,42.899313,-73.709799,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,21.0
EIA_63129_ALLIS,63129,ALLIS,43.2205,-78.3574,5.0,5.0,5.0,,5.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_63130_BEALS,63130,BEALS,43.2256,-78.3559,3.5,3.5,3.5,,3.5,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_63161_TNWDA,63161,TNWDA,42.9971,-78.9017,2.0,2.0,2.0,,2.0,SUN,Solar,PV,PV,Solar Photovoltaic,23.0
EIA_63224_X0140,63224,X0140,43.955471,-75.618066,5.0,5.0,5.0,,5.0,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_63230_KNAGG,63230,KNAGG,42.73035,-73.9691,3.9,3.9,0.5,,3.9,SUN,Solar,PV,PV,Solar Photovoltaic,13.2
EIA_63236_DG2,63236,DG2,40.610181,-73.920008,3.2,3.2,3.2,0.1,3.2,NG,Gas,IC,IC,Natural Gas Internal Combustion Engine,26.4
EIA_63236_DG3,63236,DG3,40.610181,-73.920008,3.2,3.2,3.2,0.1,3.2,NG,Gas,IC,IC,Natural Gas Internal Combustion Engine,26.4
EIA_63236_DG4,63236,DG4,40.610181,-73.920008,3.2,3.2,3.2,0.1,3.2,NG,Gas,IC,IC,Natural Gas Internal Combustion Engine,26.4
EIA_63236_DG5,63236,DG5,40.610181,-73.920008,3.2,3.2,3.2,0.1,3.2,NG,Gas,IC,IC,Natural Gas Internal Combustion Engine,26.4
