from_sub,to_sub,voltage_kv,length_km,category,circuits,X_pu,MVAmax,intersects
6,158,115,3.355,neighbor_2,1,0.020297,174,False
5,158,115,3.418,neighbor_2,1,0.020678,174,False
6,160,115,3.036,neighbor_2,1,0.018365,174,False
31,190,115,3.136,neighbor_2,1,0.018972,174,False
1,601,115,2.873,neighbor_2,1,0.017381,174,False
20,201,115,3.185,neighbor_2,1,0.019267,174,False
149,150,115,1.762,mst,1,0.010658,174,False
150,152,115,1.758,mst,1,0.010635,174,False
1,2,115,1.802,mst,1,0.010903,174,False
159,220,115,1.451,mst,1,0.008775,174,False
2,161,115,1.361,mst,1,0.008235,174,False
2,154,115,1.690,delaunay,1,0.010224,174,False
24,41,115,1.911,mst,1,0.011563,174,False
27,28,115,1.974,mst,1,0.011938,174,False
37,38,115,1.921,mst,1,0.011622,174,False
34,40,115,1.926,mst,1,0.011653,174,False
49,164,115,1.859,mst,1,0.011245,174,False
34,240,115,0.474,mst,1,0.002869,174,False
17,182,115,2.630,delaunay,1,0.015911,174,False
1,23,115,2.474,delaunay,1,0.014965,174,False
24,33,115,2.395,delaunay,1,0.014489,174,False
3,148,115,2.616,delaunay,1,0.015823,174,False
23,153,115,2.417,delaunay,1,0.014623,174,False
148,151,115,2.445,delaunay,1,0.014792,174,False
160,167,115,2.131,mst,1,0.012888,174,False
36,37,115,2.115,mst,1,0.012795,174,False
164,167,115,2.247,mst,1,0.013594,174,False
49,173,115,2.015,mst,1,0.012187,174,False
50,173,115,2.010,mst,1,0.012158,174,False
25,37,115,1.839,mst,1,0.011127,174,False
165,220,115,2.962,delaunay,1,0.017918,174,False
159,165,115,2.819,delaunay,1,0.017052,174,False
176,203,115,2.966,delaunay,1,0.017945,174,False
47,162,115,2.922,delaunay,1,0.017677,174,False
42,43,115,2.901,delaunay,1,0.017547,174,False
40,43,115,2.869,delaunay,1,0.017357,174,False
48,164,115,2.357,mst,1,0.014256,174,False
162,178,115,2.448,mst,1,0.014809,174,False
50,203,115,1.499,mst,1,0.009066,174,False
29,38,115,2.413,mst,1,0.014595,174,False
176,178,115,2.158,mst,1,0.013052,174,False
158,241,115,0.927,mst,1,0.005608,174,False
11,177,115,3.702,neighbor_2,1,0.022393,174,False
8,177,115,4.526,neighbor_2,1,0.027377,174,False
21,158,115,4.640,neighbor_2,1,0.028068,174,False
17,184,115,5.072,neighbor_2,1,0.030683,174,False
49,172,115,4.692,neighbor_2,1,0.028382,174,False
50,166,115,4.930,neighbor_2,1,0.029819,174,False
163,186,115,3.298,mst,1,0.019952,174,False
188,193,115,3.299,mst,1,0.019953,174,False
176,215,115,3.007,mst,1,0.018188,174,False
166,171,115,2.685,mst,1,0.016242,174,False
52,190,115,2.652,mst,1,0.016043,174,False
32,46,115,2.815,neighbor_2,1,0.017030,174,False
169,215,115,3.323,mst,1,0.020102,174,False
48,181,115,3.187,delaunay,1,0.019281,174,False
51,160,115,3.180,delaunay,1,0.019237,174,False
40,226,115,2.688,delaunay,1,0.016260,174,False
42,45,115,2.990,mst,1,0.018089,174,False
51,167,115,2.118,mst,1,0.012810,174,False
182,186,115,3.956,mst,1,0.023930,174,False
213,263,115,4.005,mst,1,0.024225,174,False
178,179,115,3.609,mst,1,0.021831,174,False
162,193,115,3.440,mst,1,0.020807,174,False
168,196,115,3.865,mst,1,0.023378,174,False
188,256,115,3.840,mst,1,0.023228,174,False
212,229,115,5.790,delaunay,1,0.035023,174,False
163,212,115,5.385,delaunay,1,0.032574,174,False
186,212,115,5.604,delaunay,1,0.033899,174,False
197,256,115,4.465,delaunay,1,0.027009,174,False
188,197,115,5.229,delaunay,1,0.031631,174,False
169,197,115,4.166,delaunay,1,0.025199,174,False
310,626,115,4.475,mst,1,0.027071,174,False
180,217,115,4.402,mst,1,0.026630,174,False
9,435,115,3.386,mst,1,0.020481,174,False
205,256,115,3.887,mst,1,0.023514,174,False
169,191,115,4.026,mst,1,0.024351,174,False
200,435,115,3.969,mst,1,0.024011,174,False
20,183,115,9.998,neighbor_3,1,0.060478,174,False
16,185,115,9.935,neighbor_3,1,0.060097,174,False
21,183,115,8.502,neighbor_2,1,0.051431,174,False
37,168,115,8.202,neighbor_2,1,0.049618,174,False
38,168,115,7.254,neighbor_2,1,0.043879,174,False
25,168,115,8.643,neighbor_3,1,0.052283,174,False
82,622,115,5.009,mst,1,0.030302,174,False
198,265,115,4.943,mst,1,0.029898,174,False
192,205,115,4.950,mst,1,0.029945,174,False
302,615,115,4.926,mst,1,0.029797,174,False
217,225,115,5.038,mst,1,0.030475,174,False
22,518,115,4.640,mst,1,0.028068,174,False
185,237,115,7.192,delaunay,1,0.043507,174,False
180,204,115,6.810,delaunay,1,0.041192,174,False
214,236,115,7.072,delaunay,1,0.042778,174,False
9,168,115,6.857,neighbor_2,1,0.041479,174,False
168,200,115,5.779,delaunay,1,0.034959,174,False
188,234,115,5.429,delaunay,1,0.032843,174,False
230,253,115,5.262,mst,1,0.031832,174,False
204,395,115,5.271,mst,1,0.031886,174,False
214,218,115,5.135,mst,1,0.031061,174,False
307,620,115,4.343,mst,1,0.026271,174,False
136,616,115,2.353,mst,1,0.014236,174,False
223,228,115,5.334,mst,1,0.032265,174,False
207,214,115,5.893,mst,1,0.035649,174,False
192,232,115,5.573,mst,1,0.033714,174,False
191,223,115,5.455,mst,1,0.033001,174,False
313,397,115,5.986,mst,1,0.036213,174,False
250,263,115,5.949,mst,1,0.035988,174,False
231,429,115,5.530,mst,1,0.033451,174,False
22,163,115,23.525,neighbor_2,1,0.142309,174,False
22,229,115,22.100,neighbor_2,1,0.133685,174,False
22,253,115,22.383,neighbor_3,1,0.135401,174,False
59,397,115,23.410,neighbor_2,1,0.141608,174,False
53,425,115,19.846,neighbor_2,1,0.120052,174,False
53,265,115,13.081,neighbor_2,1,0.079130,174,False
267,615,115,6.286,mst,1,0.038025,174,False
207,615,115,6.009,mst,1,0.036349,174,False
209,484,115,4.983,mst,1,0.030142,174,False
234,266,115,6.201,mst,1,0.037508,174,False
207,399,115,4.822,mst,1,0.029172,174,False
53,283,115,6.075,mst,1,0.036749,174,False
219,230,115,7.853,delaunay,1,0.047507,174,False
198,484,115,8.091,delaunay,1,0.048941,174,False
53,484,115,8.367,delaunay,1,0.050611,174,False
209,283,115,6.976,delaunay,1,0.042196,174,False
236,620,115,8.110,delaunay,1,0.049058,174,False
53,235,115,9.063,delaunay,1,0.054822,174,False
258,262,115,6.586,mst,1,0.039837,174,False
227,286,115,6.364,mst,1,0.038496,174,False
232,244,115,6.310,mst,1,0.038168,174,False
202,435,115,6.474,mst,1,0.039160,174,False
593,603,115,0.718,mst,1,0.004342,174,False
434,623,115,4.088,mst,1,0.024731,174,False
22,512,115,24.213,neighbor_3,1,0.146466,174,False
22,420,115,24.566,neighbor_2,1,0.148603,174,False
22,251,115,19.729,neighbor_2,1,0.119343,174,False
22,387,115,26.155,neighbor_2,1,0.158217,174,False
59,521,115,24.186,neighbor_2,1,0.146307,174,False
59,374,115,24.094,neighbor_2,1,0.145749,174,False
385,606,115,6.726,mst,1,0.040688,174,False
570,608,115,6.691,mst,1,0.040477,174,False
225,255,115,6.662,mst,1,0.040300,174,False
232,395,115,6.496,delaunay,1,0.039295,174,False
192,225,115,6.688,delaunay,1,0.040458,174,False
191,225,115,5.330,mst,1,0.032241,174,False
263,308,115,6.805,mst,1,0.041162,174,False
227,351,115,7.608,mst,1,0.046020,174,False
235,246,115,7.496,mst,1,0.045343,174,False
244,247,115,7.120,mst,1,0.043071,174,False
227,245,115,7.187,mst,1,0.043477,174,False
567,604,115,7.393,mst,1,0.044720,174,False
250,360,115,11.219,delaunay,1,0.067865,174,False
254,302,115,11.223,delaunay,1,0.067888,174,False
213,566,115,11.560,delaunay,1,0.069928,174,False
246,247,115,11.648,delaunay,1,0.070463,174,False
294,300,115,11.590,delaunay,1,0.070112,174,False
247,318,115,11.293,delaunay,1,0.068315,174,False
334,602,115,7.961,mst,1,0.048156,174,False
105,607,115,7.835,mst,1,0.047398,174,False
249,610,115,7.639,mst,1,0.046207,174,False
239,267,115,7.891,mst,1,0.047733,174,False
22,289,115,7.697,mst,1,0.046563,174,False
266,273,115,8.046,mst,1,0.048674,174,False
22,270,115,28.818,neighbor_2,1,0.174323,174,False
22,364,115,30.001,neighbor_2,1,0.181479,174,False
59,567,115,29.930,neighbor_2,1,0.181052,174,False
59,524,115,25.152,neighbor_2,1,0.152151,174,False
59,258,115,27.756,neighbor_2,1,0.167899,174,False
56,471,115,29.218,neighbor_2,1,0.176742,174,False
231,294,115,8.784,mst,1,0.053138,174,False
53,336,115,8.936,mst,1,0.054054,174,False
22,463,115,8.844,mst,1,0.053496,174,False
221,263,115,9.017,mst,1,0.054547,174,False
245,425,115,8.196,mst,1,0.049579,174,False
563,624,115,8.394,mst,1,0.050777,174,False
276,320,115,13.784,delaunay,1,0.083379,174,False
377,448,115,13.562,delaunay,1,0.082040,174,False
444,498,115,12.183,delaunay,1,0.073696,174,False
355,397,115,12.541,delaunay,1,0.075863,174,False
258,355,115,13.604,delaunay,1,0.082292,174,False
258,469,115,13.924,delaunay,1,0.084228,174,False
294,448,115,9.323,mst,1,0.056394,174,False
307,329,115,9.303,mst,1,0.056276,174,False
285,621,115,6.317,mst,1,0.038214,174,False
547,605,115,7.501,mst,1,0.045376,174,False
545,629,115,2.231,mst,1,0.013494,174,False
473,619,115,1.529,mst,1,0.009251,174,False
306,458,115,10.561,mst,1,0.063885,174,False
360,444,115,10.235,mst,1,0.061914,174,False
367,606,115,10.487,mst,1,0.063437,174,False
313,572,115,10.517,mst,1,0.063617,174,False
338,604,115,10.543,mst,1,0.063777,174,False
371,630,115,1.611,mst,1,0.009743,174,False
276,420,115,14.118,delaunay,1,0.085403,174,False
114,305,115,14.006,delaunay,1,0.084727,174,False
261,445,115,14.200,delaunay,1,0.085897,174,False
124,302,115,14.139,delaunay,1,0.085528,174,False
355,404,115,13.264,delaunay,1,0.080233,174,False
97,607,115,13.181,delaunay,1,0.079736,174,False
84,622,115,10.707,mst,1,0.064769,174,False
588,611,115,10.845,mst,1,0.065605,174,False
275,355,115,10.711,mst,1,0.064793,174,False
286,557,115,10.851,mst,1,0.065638,174,False
477,574,115,10.706,mst,1,0.064764,174,False
530,627,115,2.853,mst,1,0.017258,174,False
59,394,115,34.202,neighbor_2,1,0.206892,174,False
56,388,115,33.765,neighbor_2,1,0.204250,174,False
56,258,115,23.566,neighbor_2,1,0.142554,174,False
56,59,115,28.764,neighbor_2,1,0.173996,174,False
56,374,115,26.694,neighbor_2,1,0.161476,174,False
56,605,115,31.400,neighbor_2,1,0.189941,174,False
239,531,115,10.928,mst,1,0.066105,174,False
412,617,115,11.238,mst,1,0.067982,174,False
532,621,115,6.248,mst,1,0.037796,174,False
96,614,115,5.458,mst,1,0.033013,174,False
242,628,115,6.475,mst,1,0.039169,174,False
519,611,115,9.345,mst,1,0.056528,174,False
460,468,115,14.380,delaunay,1,0.086986,174,False
299,438,115,14.507,delaunay,1,0.087753,174,False
252,606,115,14.703,delaunay,1,0.088944,174,False
252,387,115,14.229,delaunay,1,0.086075,174,False
363,440,115,14.488,delaunay,1,0.087638,174,False
310,515,115,14.682,delaunay,1,0.088814,174,False
121,445,115,11.739,mst,1,0.071012,174,False
306,492,115,11.757,mst,1,0.071117,174,False
114,626,115,11.654,mst,1,0.070497,174,False
145,613,115,11.752,mst,1,0.071089,174,False
590,618,115,4.831,mst,1,0.029222,174,False
316,614,115,11.688,mst,1,0.070702,174,False
22,331,115,37.926,neighbor_3,1,0.229420,174,False
57,451,115,28.507,neighbor_2,1,0.172443,174,False
59,354,115,32.135,neighbor_2,1,0.194392,174,False
57,406,115,35.135,neighbor_2,1,0.212538,174,False
57,315,115,36.724,neighbor_2,1,0.222147,174,False
58,296,115,37.681,neighbor_2,1,0.227940,174,False
331,492,115,12.130,mst,1,0.073378,174,False
449,460,115,11.965,mst,1,0.072379,174,False
454,620,115,11.794,mst,1,0.071343,174,False
440,533,115,11.828,mst,1,0.071551,174,False
208,623,115,12.099,mst,1,0.073190,174,False
107,446,115,11.996,mst,1,0.072566,174,False
84,575,115,12.248,mst,1,0.074090,174,False
93,467,115,12.134,mst,1,0.073398,174,False
95,352,115,12.285,mst,1,0.074312,174,False
329,375,115,12.259,mst,1,0.074154,174,False
342,462,115,12.187,mst,1,0.073719,174,False
442,583,115,10.841,mst,1,0.065579,174,False
221,533,115,15.032,delaunay,1,0.090930,174,False
393,515,115,14.821,delaunay,1,0.089656,174,False
415,429,115,13.605,delaunay,1,0.082297,174,False
350,545,115,13.958,delaunay,1,0.084433,174,False
194,224,115,14.989,delaunay,1,0.090669,174,False
96,101,115,15.043,delaunay,1,0.090995,174,False
340,515,115,12.499,mst,1,0.075609,174,False
314,605,115,12.517,mst,1,0.075715,174,False
368,488,115,12.552,mst,1,0.075928,174,False
208,568,115,12.503,mst,1,0.075630,174,False
543,602,115,12.465,mst,1,0.075401,174,False
439,613,115,6.583,mst,1,0.039824,174,False
56,478,115,38.815,neighbor_2,1,0.234799,174,False
61,89,115,39.384,neighbor_2,1,0.238238,174,False
56,296,115,43.835,neighbor_2,1,0.265164,174,False
56,312,115,33.071,neighbor_2,1,0.200050,174,False
57,405,115,36.674,neighbor_2,1,0.221845,174,False
57,312,115,32.043,neighbor_2,1,0.193834,174,False
299,521,115,12.610,mst,1,0.076281,174,False
482,609,115,10.936,mst,1,0.066151,174,False
93,457,115,12.582,mst,1,0.076112,174,False
194,403,115,12.555,mst,1,0.075945,174,False
347,480,115,12.610,mst,1,0.076280,174,False
56,571,115,12.177,mst,1,0.073659,174,False
125,325,115,15.217,delaunay,1,0.092050,174,False
130,542,115,15.055,delaunay,1,0.091070,174,False
84,85,115,15.249,delaunay,1,0.092243,174,False
132,292,115,15.175,delaunay,1,0.091796,174,False
137,264,115,15.119,delaunay,1,0.091458,174,False
248,627,115,14.876,delaunay,1,0.089985,174,False
348,370,115,12.680,mst,1,0.076702,174,False
103,419,115,12.645,mst,1,0.076494,174,False
224,572,115,12.733,mst,1,0.077027,174,False
354,437,115,12.696,mst,1,0.076798,174,False
392,624,115,9.734,mst,1,0.058881,174,False
78,630,115,10.966,mst,1,0.066333,174,False
60,479,115,44.442,neighbor_2,1,0.268835,174,False
58,242,115,29.905,neighbor_2,1,0.180899,174,False
61,269,115,34.646,neighbor_2,1,0.209581,174,False
61,520,115,45.399,neighbor_2,1,0.274624,174,False
57,269,115,45.456,neighbor_2,1,0.274967,174,False
58,64,115,45.455,neighbor_2,1,0.274963,174,False
278,340,115,12.893,mst,1,0.077992,174,False
369,449,115,12.806,mst,1,0.077466,174,False
431,507,115,12.887,mst,1,0.077955,174,False
367,481,115,12.802,mst,1,0.077440,174,False
74,378,115,12.914,mst,1,0.078121,174,False
94,297,115,12.613,mst,1,0.076299,174,False
260,545,115,15.334,delaunay,1,0.092757,174,False
298,409,115,15.342,delaunay,1,0.092804,174,False
80,300,115,15.254,delaunay,1,0.092275,174,False
80,294,115,15.404,delaunay,1,0.093180,174,False
68,314,115,15.285,delaunay,1,0.092461,174,False
139,608,115,15.360,delaunay,1,0.092912,174,False
99,282,115,12.989,mst,1,0.078574,174,False
284,409,115,12.937,mst,1,0.078258,174,False
80,459,115,12.977,mst,1,0.078499,174,False
298,455,115,12.916,mst,1,0.078129,174,False
465,616,115,12.991,mst,1,0.078582,174,False
426,617,115,8.288,mst,1,0.050136,174,False
290,459,115,13.053,mst,1,0.078962,174,False
599,612,115,12.996,mst,1,0.078614,174,False
222,416,115,12.991,mst,1,0.078583,174,False
292,293,115,13.000,mst,1,0.078641,174,False
257,276,115,13.030,mst,1,0.078821,174,False
59,466,115,13.063,mst,1,0.079018,174,False
468,581,115,15.524,delaunay,1,0.093909,174,False
305,549,115,15.643,delaunay,1,0.094629,174,False
399,513,115,15.587,delaunay,1,0.094290,174,False
386,404,115,15.410,delaunay,1,0.093218,174,False
68,396,115,15.597,delaunay,1,0.094346,174,False
528,603,115,15.108,delaunay,1,0.091392,174,False
99,111,115,13.137,mst,1,0.079468,174,False
384,544,115,13.100,mst,1,0.079243,174,False
100,610,115,13.119,mst,1,0.079362,174,False
291,609,115,9.152,mst,1,0.055359,174,False
413,487,115,11.576,mst,1,0.070023,174,False
96,373,115,12.506,mst,1,0.075648,174,False
60,347,115,30.326,neighbor_2,1,0.183448,174,False
60,480,115,41.916,neighbor_2,1,0.253555,174,False
60,504,115,28.629,neighbor_2,1,0.173180,174,False
60,514,115,33.593,neighbor_2,1,0.203208,174,False
60,362,115,42.826,neighbor_2,1,0.259059,174,False
61,287,115,51.282,neighbor_2,1,0.310214,174,False
458,574,115,13.145,mst,1,0.079518,174,False
357,504,115,13.206,mst,1,0.079887,174,False
442,467,115,13.178,mst,1,0.079715,174,False
419,446,115,13.225,mst,1,0.080000,174,False
268,321,115,13.142,mst,1,0.079497,174,False
211,427,115,13.157,mst,1,0.079592,174,False
381,557,115,15.859,delaunay,1,0.095931,174,False
303,369,115,15.660,delaunay,1,0.094731,174,False
106,199,115,15.695,delaunay,1,0.094939,174,False
359,608,115,15.773,delaunay,1,0.095415,174,False
59,382,115,15.811,delaunay,1,0.095646,174,False
346,612,115,15.720,delaunay,1,0.095095,174,False
125,128,115,13.314,mst,1,0.080537,174,False
320,432,115,13.299,mst,1,0.080449,174,False
222,456,115,13.299,mst,1,0.080450,174,False
393,452,115,13.096,mst,1,0.079222,174,False
22,147,115,9.068,neighbor_2,1,0.054857,174,False
81,602,115,9.822,mst,1,0.059415,174,False
385,480,115,13.415,mst,1,0.081152,174,False
130,534,115,13.446,mst,1,0.081339,174,False
72,73,115,13.418,mst,1,0.081167,174,False
309,319,115,13.434,mst,1,0.081262,174,False
211,290,115,13.393,mst,1,0.081017,174,False
342,591,115,13.261,mst,1,0.080216,174,False
60,278,115,81.527,neighbor_2,1,0.493170,174,False
60,115,115,66.763,neighbor_2,1,0.403862,174,False
60,400,115,66.320,neighbor_2,1,0.401180,174,False
60,324,115,91.444,neighbor_2,1,0.553160,174,False
61,592,115,63.158,neighbor_2,1,0.382054,174,False
61,371,115,49.327,neighbor_2,1,0.298387,174,False
92,401,115,13.497,mst,1,0.081646,174,False
93,453,115,13.530,mst,1,0.081846,174,False
259,407,115,13.508,mst,1,0.081713,174,False
127,349,115,12.772,mst,1,0.077259,174,False
337,437,115,13.319,mst,1,0.080569,174,False
129,455,115,13.351,mst,1,0.080760,174,False
497,510,115,16.101,delaunay,1,0.097396,174,False
319,350,115,16.206,delaunay,1,0.098035,174,False
369,551,115,16.089,delaunay,1,0.097323,174,False
282,407,115,15.967,delaunay,1,0.096589,174,False
62,595,115,16.069,delaunay,1,0.097203,174,False
384,422,115,15.945,delaunay,1,0.096456,174,False
121,305,115,13.603,mst,1,0.082290,174,False
470,507,115,13.554,mst,1,0.081993,174,False
272,450,115,13.649,mst,1,0.082567,174,False
322,444,115,13.666,mst,1,0.082667,174,False
85,328,115,13.657,mst,1,0.082612,174,False
327,503,115,13.621,mst,1,0.082398,174,False
57,272,115,45.214,neighbor_2,1,0.273508,174,False
61,73,115,48.929,neighbor_2,1,0.295979,174,False
61,74,115,45.908,neighbor_2,1,0.277707,174,False
61,77,115,77.253,neighbor_2,1,0.467318,174,False
61,569,115,67.499,neighbor_2,1,0.408312,174,False
61,428,115,53.267,neighbor_2,1,0.322220,174,False
97,113,115,13.726,mst,1,0.083033,174,False
113,407,115,13.728,mst,1,0.083041,174,False
284,322,115,13.690,mst,1,0.082811,174,False
264,359,115,13.694,mst,1,0.082836,174,False
108,277,115,12.702,mst,1,0.076836,174,False
138,376,115,13.675,mst,1,0.082724,174,False
62,396,115,16.294,delaunay,1,0.098565,174,False
481,491,115,15.909,delaunay,1,0.096238,174,False
367,491,115,16.299,delaunay,1,0.098597,174,False
126,322,115,16.390,delaunay,1,0.099146,174,False
134,493,115,15.501,delaunay,1,0.093765,174,False
129,335,115,16.075,delaunay,1,0.097239,174,False
141,548,115,13.884,mst,1,0.083986,174,False
130,333,115,13.895,mst,1,0.084050,174,False
383,595,115,13.876,mst,1,0.083939,174,False
436,474,115,13.896,mst,1,0.084058,174,False
293,556,115,13.815,mst,1,0.083568,174,False
433,504,115,13.800,mst,1,0.083480,174,False
144,145,115,13.983,mst,1,0.084586,174,False
582,612,115,13.921,mst,1,0.084212,174,False
134,264,115,13.989,mst,1,0.084622,174,False
409,587,115,13.947,mst,1,0.084365,174,False
323,365,115,13.907,mst,1,0.084126,174,False
116,122,115,13.925,mst,1,0.084232,174,False
295,401,115,16.584,delaunay,1,0.100320,174,False
509,622,115,16.451,delaunay,1,0.099514,174,False
304,377,115,16.514,delaunay,1,0.099898,174,False
146,439,115,16.593,delaunay,1,0.100372,174,False
275,332,115,16.224,delaunay,1,0.098139,174,False
345,361,115,16.244,delaunay,1,0.098260,174,False
124,317,115,14.010,mst,1,0.084749,174,False
146,539,115,12.623,mst,1,0.076357,174,False
199,610,115,14.023,mst,1,0.084829,174,False
206,332,115,12.954,mst,1,0.078361,174,False
411,434,115,14.004,mst,1,0.084712,174,False
522,526,115,13.991,mst,1,0.084631,174,False
54,599,115,36.246,neighbor_2,1,0.219256,174,False
55,346,115,39.703,neighbor_2,1,0.240170,174,False
54,612,115,48.840,neighbor_2,1,0.295438,174,False
55,557,115,72.060,neighbor_2,1,0.435900,174,False
461,530,115,14.062,mst,1,0.085062,174,False
483,609,115,11.664,mst,1,0.070557,174,False
448,575,115,14.124,mst,1,0.085439,174,False
415,499,115,14.086,mst,1,0.085209,174,False
143,189,115,14.127,mst,1,0.085455,174,False
216,426,115,14.100,mst,1,0.085293,174,False
248,353,115,14.125,mst,1,0.085443,174,False
59,408,115,13.073,mst,1,0.079078,174,False
120,452,115,16.791,delaunay,1,0.101570,174,False
293,349,115,16.745,delaunay,1,0.101294,174,False
249,483,115,16.655,delaunay,1,0.100751,174,False
134,568,115,16.756,delaunay,1,0.101361,174,False
129,323,115,15.489,delaunay,1,0.093694,174,False
142,539,115,16.785,delaunay,1,0.101535,174,False
292,368,115,14.262,mst,1,0.086270,174,False
488,562,115,14.236,mst,1,0.086114,174,False
430,464,115,14.197,mst,1,0.085880,174,False
138,416,115,14.183,mst,1,0.085792,174,False
142,412,115,13.806,mst,1,0.083517,174,False
268,470,115,14.164,mst,1,0.085677,174,False
128,440,115,14.367,mst,1,0.086908,174,False
477,551,115,14.323,mst,1,0.086642,174,False
259,414,115,14.067,mst,1,0.085093,174,False
281,452,115,12.938,mst,1,0.078264,174,False
118,505,115,14.388,mst,1,0.087033,174,False
224,441,115,14.071,mst,1,0.085115,174,False
339,358,115,14.452,mst,1,0.087423,174,False
85,554,115,14.402,mst,1,0.087119,174,False
92,457,115,14.426,mst,1,0.087263,174,False
141,553,115,14.454,mst,1,0.087433,174,False
285,316,115,14.514,mst,1,0.087796,174,False
341,513,115,14.453,mst,1,0.087427,174,False
189,611,115,16.943,delaunay,1,0.102488,174,False
83,350,115,17.007,delaunay,1,0.102878,174,False
144,416,115,17.012,delaunay,1,0.102905,174,False
260,577,115,16.824,delaunay,1,0.101770,174,False
326,562,115,16.944,delaunay,1,0.102497,174,False
372,491,115,16.847,delaunay,1,0.101909,174,False
410,603,115,14.558,mst,1,0.088062,174,False
100,104,115,14.540,mst,1,0.087957,174,False
109,111,115,14.516,mst,1,0.087808,174,False
143,447,115,14.583,mst,1,0.088215,174,False
288,431,115,14.585,mst,1,0.088228,174,False
120,122,115,14.584,mst,1,0.088218,174,False
460,510,115,14.697,mst,1,0.088902,174,False
348,438,115,14.705,mst,1,0.088950,174,False
102,106,115,14.666,mst,1,0.088716,174,False
138,344,115,14.693,mst,1,0.088880,174,False
66,73,115,14.622,mst,1,0.088453,174,False
90,328,115,14.411,mst,1,0.087174,174,False
127,323,115,14.745,mst,1,0.089194,174,False
363,600,115,14.764,mst,1,0.089307,174,False
516,577,115,14.785,mst,1,0.089439,174,False
138,443,115,14.755,mst,1,0.089254,174,False
113,526,115,14.726,mst,1,0.089080,174,False
134,366,115,14.421,mst,1,0.087235,174,False
348,497,115,17.066,delaunay,1,0.103235,174,False
319,505,115,17.027,delaunay,1,0.103002,174,False
118,319,115,17.084,delaunay,1,0.103344,174,False
243,319,115,17.269,delaunay,1,0.104460,174,False
119,507,115,17.292,delaunay,1,0.104603,174,False
380,596,115,17.116,delaunay,1,0.103537,174,False
339,562,115,14.802,mst,1,0.089539,174,False
199,398,115,14.906,mst,1,0.090170,174,False
210,345,115,14.811,mst,1,0.089592,174,False
313,418,115,14.881,mst,1,0.090020,174,False
384,388,115,14.914,mst,1,0.090218,174,False
70,618,115,11.598,mst,1,0.070160,174,False
125,490,115,15.091,mst,1,0.091288,174,False
77,109,115,15.000,mst,1,0.090736,174,False
389,499,115,15.045,mst,1,0.091010,174,False
326,465,115,15.040,mst,1,0.090981,174,False
583,624,115,15.009,mst,1,0.090794,174,False
140,342,115,15.049,mst,1,0.091033,174,False
233,563,115,15.258,mst,1,0.092300,174,False
510,585,115,15.188,mst,1,0.091877,174,False
66,503,115,15.111,mst,1,0.091410,174,False
431,550,115,15.097,mst,1,0.091325,174,False
529,568,115,15.258,mst,1,0.092299,174,False
139,564,115,14.239,mst,1,0.086136,174,False
375,487,115,17.373,delaunay,1,0.105091,174,False
467,596,115,17.439,delaunay,1,0.105494,174,False
216,591,115,16.565,delaunay,1,0.100204,174,False
116,550,115,17.490,delaunay,1,0.105803,174,False
555,583,115,17.364,delaunay,1,0.105036,174,False
108,502,115,17.465,delaunay,1,0.105650,174,False
