section,row_num,unit_name,inr,unit_code,county,fuel,zone,in_service,installed_mw,apr2026_mora
Operational Resources (Solar),1016,MEXIA1_MEXIA1,,MEXIA1_MEXIA1,LIMESTONE,SOLAR,NORTH,2024,4.0,4.0
Operational Resources (Solar),1017,MEXIA2_MEXIA2,,MEXIA2_MEXIA2,LIMESTONE,SOLAR,NORTH,2024,4.0,4.0
Operational Resources (Solar),1018,MISAE SOLAR U1,,MISAE_UNIT1,CHILDRESS,SOLAR,PANHANDLE,2021,121.4,121.4
Operational Resources (Solar),1019,MISAE SOLAR U2,,MISAE_UNIT2,CHILDRESS,SOLAR,PANHANDLE,2021,118.6,118.6
Operational Resources (Solar),1020,MLKF1_MALAKOFF1,,MLKF1_MALAKOFF1,HENDERSON,SOLAR,NORTH,2024,5.0,5.0
Operational Resources (Solar),1021,MLKF2_MALAKOFF2,,MLKF2_MALAKOFF2,HENDERSON,SOLAR,NORTH,2024,5.0,5.0
Operational Resources (Solar),1022,MORROW LAKE SOLAR,,MROW_SLR_SOLAR1,FRIO,SOLAR,SOUTH,2025,202.2,200.0
Operational Resources (Solar),1023,MUSTANG CREEK SOLAR U1,,MUSTNGCK_SOLAR1,JACKSON,SOLAR,SOUTH,2023,61.0,60.0
Operational Resources (Solar),1024,MUSTANG CREEK SOLAR U2,,MUSTNGCK_SOLAR2,JACKSON,SOLAR,SOUTH,2023,91.3,90.0
Operational Resources (Solar),1025,NEBULA SOLAR (RAYOS DEL SOL) U1,,NEBULA_UNIT1,CAMERON,SOLAR,COASTAL,2022,137.5,137.5
Operational Resources (Solar),1026,NOBLE SOLAR U1,,NOBLESLR_SOLAR1,DENTON,SOLAR,NORTH,2022,148.8,146.7
Operational Resources (Solar),1027,NOBLE SOLAR U2,,NOBLESLR_SOLAR2,DENTON,SOLAR,NORTH,2022,130.2,128.3
Operational Resources (Solar),1028,NORTH GAINESVILLE,,NGNSVL_NGAINESV,COOKE,SOLAR,NORTH,2017,5.2,5.2
Operational Resources (Solar),1029,OBERON SOLAR,,OBERON_UNIT_1,ECTOR,SOLAR,WEST,2020,180.0,180.0
Operational Resources (Solar),1030,OCI ALAMO 1 SOLAR,,OCI_ALM1_UNIT1,BEXAR,SOLAR,SOUTH,2013,39.2,39.2
Operational Resources (Solar),1031,OCI ALAMO 2 SOLAR-ST. HEDWIG,,STHWG_UNIT1,BEXAR,SOLAR,SOUTH,2014,4.4,4.4
Operational Resources (Solar),1032,OCI ALAMO 3-WALZEM SOLAR,,WALZM_UNIT1,BEXAR,SOLAR,SOUTH,2014,5.5,5.5
Operational Resources (Solar),1033,OCI ALAMO 4 SOLAR-BRACKETVILLE,,ECLIPSE_UNIT1,KINNEY,SOLAR,SOUTH,2014,37.6,37.6
Operational Resources (Solar),1034,OCI ALAMO 5 (DOWNIE RANCH),,HELIOS_UNIT1,UVALDE,SOLAR,SOUTH,2015,100.0,100.0
Operational Resources (Solar),1035,OCI ALAMO 6 (SIRIUS/WEST TEXAS),,SIRIUS_UNIT1,PECOS,SOLAR,WEST,2016,110.2,110.2
Operational Resources (Solar),1036,OCI ALAMO 7 (PAINT CREEK),,SOLARA_UNIT1,HASKELL,SOLAR,WEST,2016,112.0,112.0
Operational Resources (Solar),1037,ORANGE GROVE SOLAR,,OGS_SLR_UNIT1,JIM WELLS,SOLAR,SOUTH,2025,130.6,130.0
Operational Resources (Solar),1038,OUTPOST SOLAR U1,,OUTP_SLR_UNIT1,WEBB,SOLAR,SOUTH,2025,258.0,257.0
Operational Resources (Solar),1039,OUTPOST SOLAR U2,,OUTP_SLR_UNIT2,WEBB,SOLAR,SOUTH,2025,259.1,258.2
Operational Resources (Solar),1040,PARLIAMENT SOLAR U1,,PAR_UNIT1,WALLER,SOLAR,HOUSTON,2025,243.2,242.7
Operational Resources (Solar),1041,PARLIAMENT SOLAR U2,,PAR_UNIT2,WALLER,SOLAR,HOUSTON,2025,240.2,239.4
Operational Resources (Solar),1042,PEGASUS_PEGASUS,,PEGASUS_PEGASUS,UPTON,SOLAR,WEST,2024,10.0,10.0
Operational Resources (Solar),1043,PEREGRINE SOLAR U1,,PERE_SLR_UNIT1,GOLIAD,SOLAR,SOUTH,2025,152.8,152.2
Operational Resources (Solar),1044,PEREGRINE SOLAR U2,,PERE_SLR_UNIT2,GOLIAD,SOLAR,SOUTH,2025,148.3,147.7
Operational Resources (Solar),1045,PHOEBE SOLAR 1,,PHOEBE_UNIT1,WINKLER,SOLAR,WEST,2019,125.1,125.1
Operational Resources (Solar),1046,PHOEBE SOLAR 2,,PHOEBE_UNIT2,WINKLER,SOLAR,WEST,2019,128.1,128.1
Operational Resources (Solar),1047,PHOENIX SOLAR,,PHOENIX_UNIT1,FANNIN,SOLAR,NORTH,2021,83.9,83.9
Operational Resources (Solar),1048,PISGAH RIDGE SOLAR U1,,PISGAH_SOLAR1,NAVARRO,SOLAR,NORTH,2024,189.4,186.5
Operational Resources (Solar),1049,PISGAH RIDGE SOLAR U2,,PISGAH_SOLAR2,NAVARRO,SOLAR,NORTH,2024,64.4,63.5
Operational Resources (Solar),1050,PITTS DUDIK SOLAR U1,,PITTSDDK_UNIT1,HILL,SOLAR,NORTH,2023,49.6,49.6
Operational Resources (Solar),1051,PLAINVIEW SOLAR (RAMSEY SOLAR) U1,,PLN_UNIT1,WHARTON,SOLAR,SOUTH,2025,270.0,257.0
Operational Resources (Solar),1052,PLAINVIEW SOLAR (RAMSEY SOLAR) U2,,PLN_UNIT2,WHARTON,SOLAR,SOUTH,2025,270.0,257.0
Operational Resources (Solar),1053,PORTER SOLAR U1,,PORT_SLR_UNIT1,DENTON,SOLAR,NORTH,2025,245.8,245.0
Operational Resources (Solar),1054,POWERFIN KINGSBERY,,PFK_PFKPV,TRAVIS,SOLAR,SOUTH,2017,2.6,2.6
Operational Resources (Solar),1055,PROSPERO SOLAR 1 U1,,PROSPERO_UNIT1,ANDREWS,SOLAR,WEST,2020,153.6,153.6
Operational Resources (Solar),1056,PROSPERO SOLAR 1 U2,,PROSPERO_UNIT2,ANDREWS,SOLAR,WEST,2020,150.0,150.0
Operational Resources (Solar),1057,PROSPERO SOLAR 2 U1,,PRSPERO2_UNIT1,ANDREWS,SOLAR,WEST,2021,126.5,126.5
Operational Resources (Solar),1058,PROSPERO SOLAR 2 U2,,PRSPERO2_UNIT2,ANDREWS,SOLAR,WEST,2021,126.4,126.4
Operational Resources (Solar),1059,QUEEN SOLAR U1,,QUEEN_SL_SOLAR1,UPTON,SOLAR,WEST,2020,102.5,102.5
Operational Resources (Solar),1060,QUEEN SOLAR U2,,QUEEN_SL_SOLAR2,UPTON,SOLAR,WEST,2020,102.5,102.5
Operational Resources (Solar),1061,QUEEN SOLAR U3,,QUEEN_SL_SOLAR3,UPTON,SOLAR,WEST,2020,97.5,97.5
Operational Resources (Solar),1062,QUEEN SOLAR U4,,QUEEN_SL_SOLAR4,UPTON,SOLAR,WEST,2020,107.5,107.5
Operational Resources (Solar),1063,RADIAN SOLAR U1,,RADN_SLR_UNIT1,BROWN,SOLAR,NORTH,2023,161.4,158.9
Operational Resources (Solar),1064,RADIAN SOLAR U2,,RADN_SLR_UNIT2,BROWN,SOLAR,NORTH,2023,166.0,162.9
Operational Resources (Solar),1065,RAMBLER SOLAR,,RAMBLER_UNIT1,TOM GREEN,SOLAR,WEST,2020,211.2,200.0
Operational Resources (Solar),1066,RATLIFF SOLAR (CONCHO VALLEY SOLAR),,RATLIFF_SOLAR1,TOM GREEN,SOLAR,WEST,2023,162.4,159.8
Operational Resources (Solar),1067,RE ROSEROCK SOLAR 1,,REROCK_UNIT1,PECOS,SOLAR,WEST,2016,78.8,78.8
Operational Resources (Solar),1068,RE ROSEROCK SOLAR 2,,REROCK_UNIT2,PECOS,SOLAR,WEST,2016,78.8,78.8
Operational Resources (Solar),1069,REDBARN SOLAR 1 (RE MAPLEWOOD 2A SOLAR),,REDBARN_UNIT_1,PECOS,SOLAR,WEST,2021,222.0,222.0
Operational Resources (Solar),1070,REDBARN SOLAR 2 (RE MAPLEWOOD 2B SOLAR),,REDBARN_UNIT_2,PECOS,SOLAR,WEST,2021,28.0,28.0
Operational Resources (Solar),1071,RENEWABLE ENERGY ALTERNATIVES-CCS1,,COSERVSS_CSS1,DENTON,SOLAR,NORTH,2015,2.0,2.0
Operational Resources (Solar),1072,RETAMADG,,DP24X001_RETAMADG,DIMMIT,SOLAR,SOUTH,2025,1.8,1.8
Operational Resources (Solar),1073,RIGGINS (SE BUCKTHORN WESTEX SOLAR),,RIGGINS_UNIT1,PECOS,SOLAR,WEST,2018,155.4,150.0
Operational Resources (Solar),1074,RIPPEY SOLAR,,RIPPEY_UNIT1,COOKE,SOLAR,NORTH,2020,59.8,59.8
Operational Resources (Solar),1075,ROWLAND SOLAR I,,ROW_UNIT1,FORT BEND,SOLAR,HOUSTON,2023,101.7,100.0
Operational Resources (Solar),1076,ROWLAND SOLAR II,,ROW_UNIT2,FORT BEND,SOLAR,HOUSTON,2024,200.7,200.0
Operational Resources (Solar),1077,SIGNAL SOLAR,,SIG_SLR_UNIT1,HUNT,SOLAR,NORTH,2025,51.6,50.0
Operational Resources (Solar),1078,SOLAIREHOLMAN 1,,LASSO_UNIT1,BREWSTER,SOLAR,WEST,2018,50.0,50.0
Operational Resources (Solar),1079,SPARTA SOLAR U1,,SPARTA_UNIT1,BEE,SOLAR,SOUTH,2023,147.5,146.0
Operational Resources (Solar),1080,SPARTA SOLAR U2,,SPARTA_UNIT2,BEE,SOLAR,SOUTH,2023,104.9,104.0
Operational Resources (Solar),1081,SP-TX-12-PHASE B,,SPTX12B_UNIT1,UPTON,SOLAR,WEST,2017,157.5,157.5
Operational Resources (Solar),1082,STAMPEDE SOLAR U1,,STAM_SLR_SOLAR1,HOPKINS,SOLAR,NORTH,2025,77.8,77.0
Operational Resources (Solar),1083,STAMPEDE SOLAR U2,,STAM_SLR_SOLAR2,HOPKINS,SOLAR,NORTH,2025,178.6,178.0
Operational Resources (Solar),1084,STERLING,,STRLING_STRLING,HUNT,SOLAR,NORTH,2018,10.0,10.0
Operational Resources (Solar),1085,STILLHOUSE SOLAR,,STLHS_SL_PV1,BELL,SOLAR,NORTH,2025,210.8,210.0
Operational Resources (Solar),1086,STRATEGIC SOLAR 1,,STRATEGC_UNIT1,ELLIS,SOLAR,NORTH,2022,135.0,135.0
Operational Resources (Solar),1087,SUN VALLEY U1,,SUNVASLR_UNIT1,HILL,SOLAR,NORTH,2024,165.8,165.8
Operational Resources (Solar),1088,SUN VALLEY U2,,SUNVASLR_UNIT2,HILL,SOLAR,NORTH,2024,86.2,86.2
Operational Resources (Solar),1089,SUNEDISON CPS3 SOMERSET 1 SOLAR,,SOME1_1UNIT,BEXAR,SOLAR,SOUTH,2012,5.6,5.6
Operational Resources (Solar),1090,SUNEDISON RABEL ROAD SOLAR,,VALL1_1UNIT,BEXAR,SOLAR,SOUTH,2012,9.9,9.9
Operational Resources (Solar),1091,SUNEDISON SOMERSET 2 SOLAR,,SOME2_1UNIT,BEXAR,SOLAR,SOUTH,2012,5.0,5.0
Operational Resources (Solar),1092,SUNEDISON VALLEY ROAD SOLAR,,VALL2_1UNIT,BEXAR,SOLAR,SOUTH,2012,9.9,9.9
Operational Resources (Solar),1093,SUNRAY,,SUN_SLR_UNIT_1,UVALDE,SOLAR,SOUTH,2024,203.5,200.0
Operational Resources (Solar),1094,TALCOWST_TALCO,,TALCOWST_TALCO,TITUS,SOLAR,NORTH,2024,7.5,7.5
Operational Resources (Solar),1095,TAVENER U1 (FORT BEND SOLAR),,T A V _ U N I T 1,F O R T B E N D,SOLAR,HOUSTON,2023,149.5,149.5
Operational Resources (Solar),1096,TAVENER U2 (FORT BEND SOLAR),,T A V _ U N I T 2,F O R T B E N D,SOLAR,HOUSTON,2023,100.4,100.4
Operational Resources (Solar),1097,TAYGETE SOLAR 1 U1,,TAYGETE_UNIT1,PECOS,SOLAR,WEST,2021,125.9,125.9
Operational Resources (Solar),1098,TAYGETE SOLAR 1 U2,,TAYGETE_UNIT2,PECOS,SOLAR,WEST,2021,128.9,128.9
Operational Resources (Solar),1099,TAYGETE SOLAR 2 U1,,TAYGETE2_UNIT1,PECOS,SOLAR,WEST,2023,101.9,101.9
Operational Resources (Solar),1100,TAYGETE SOLAR 2 U2,,TAYGETE2_UNIT2,PECOS,SOLAR,WEST,2023,101.9,101.9
Operational Resources (Solar),1101,TEXAS SOLAR NOVA U1,,NOVA1SLR_UNIT1,KENT,SOLAR,WEST,2024,126.8,126.0
Operational Resources (Solar),1102,TEXAS SOLAR NOVA U2,,NOVA1SLR_UNIT2,KENT,SOLAR,WEST,2024,126.7,126.0
Operational Resources (Solar),1103,TEXAS SOLAR NOVA 2 U1,,NOVA2SLR_UNIT1,KENT,SOLAR,WEST,2025,202.4,200.0
Operational Resources (Solar),1104,TIERRA BONITA SOLAR U1,,TRBT_SLR_PV1,PECOS,SOLAR,WEST,2024,150.0,149.6
Operational Resources (Solar),1105,TIERRA BONITA SOLAR U2,,TRBT_SLR_PV2,PECOS,SOLAR,WEST,2024,156.9,156.3
Operational Resources (Solar),1106,TITAN SOLAR (IP TITAN) U1,,TI_SOLAR_UNIT1,CULBERSON,SOLAR,WEST,2021,136.8,136.8
Operational Resources (Solar),1107,TITAN SOLAR (IP TITAN) U2,,TI_SOLAR_UNIT2,CULBERSON,SOLAR,WEST,2021,131.1,131.1
Operational Resources (Solar),1108,TPE ERATH SOLAR,,ERATH_ERATH21,ERATH,SOLAR,NORTH,2021,10.0,10.0
Operational Resources (Solar),1109,TRN_TRINITYBAY,,TRN_TRINITYBAY,CHAMBERS,SOLAR,HOUSTON,2024,1.5,1.5
Operational Resources (Solar),1110,TRUE NORTH SOLAR U1,,TNS_SLR_UNIT1,FALLS,SOLAR,NORTH,2024,119.4,118.8
Operational Resources (Solar),1111,TRUE NORTH SOLAR U2,,TNS_SLR_UNIT2,FALLS,SOLAR,NORTH,2024,119.5,118.9
Operational Resources (Solar),1112,TYSON NICK SOLAR,,TYSN_SLR_UNIT1,LAMAR,SOLAR,NORTH,2025,90.5,90.0
Operational Resources (Solar),1113,VANCOURT SOLAR,,VANCOURT_UNIT1,CAMERON,SOLAR,COASTAL,2023,45.7,45.7
Operational Resources (Solar),1114,VISION SOLAR 1,,VISION_UNIT1,NAVARRO,SOLAR,NORTH,2022,129.2,127.0
Operational Resources (Solar),1115,WAGYU SOLAR,,WGU_UNIT1,BRAZORIA,SOLAR,COASTAL,2021,120.0,120.0
Operational Resources (Solar),1116,WALNUT SPRINGS,,WLNTSPRG_1UNIT,BOSQUE,SOLAR,NORTH,2016,10.0,10.0
Operational Resources (Solar),1117,WAYMARK SOLAR,,WAYMARK_UNIT1,UPTON,SOLAR,WEST,2018,182.0,182.0
Operational Resources (Solar),1118,WEBBERVILLE SOLAR,,WEBBER_S_WSP1,TRAVIS,SOLAR,SOUTH,2011,26.7,26.7
Operational Resources (Solar),1119,WEST MOORE II,,WMOOREII_WMOOREII,GRAYSON,SOLAR,NORTH,2018,5.0,5.0
Operational Resources (Solar),1120,WEST OF PECOS SOLAR,,W_PECOS_UNIT1,REEVES,SOLAR,WEST,2019,100.0,100.0
Operational Resources (Solar),1121,WESTORIA SOLAR U1,,WES_UNIT1,BRAZORIA,SOLAR,COASTAL,2022,101.6,101.6
Operational Resources (Solar),1122,WESTORIA SOLAR U2,,WES_UNIT2,BRAZORIA,SOLAR,COASTAL,2022,101.6,101.6
Operational Resources (Solar),1123,WHITESBORO,,WBORO_WHTSBORO,GRAYSON,SOLAR,NORTH,2017,5.0,5.0
Operational Resources (Solar),1124,WHITESBORO II,,WBOROII_WHBOROII,GRAYSON,SOLAR,NORTH,2017,5.0,5.0
Operational Resources (Solar),1125,WHITEWRIGHT,,WHTRT_WHTRGHT,FANNIN,SOLAR,NORTH,2017,10.0,10.0
Operational Resources (Solar),1126,WHSOLAR_WILDHORSE_SOLAR,,WHSOLAR_WILDHORSE_SOHOWARD,,SOLAR,WEST,2024,10.0,10.0
Operational Resources (Solar),1127,XE MURAT [ADLONG] SOLAR,,ADL_SOLAR1,HARRIS,SOLAR,HOUSTON,2025,60.1,60.0
Operational Resources (Solar),1128,YELLOW JACKET SOLAR,,YLWJACKET_YLWJACKET,BOSQUE,SOLAR,NORTH,2018,5.0,5.0
Operational Resources (Solar),1129,ZIER SOLAR,,ZIER_SLR_PV1,KINNEY,SOLAR,SOUTH,2024,161.3,160.0
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1133,ANSON SOLAR 2,20INR0242,ANSON2_UNIT1,JONES,SOLAR,WEST,2026,200.9,200.0
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1134,AZALEA SPRINGS SOLAR,19INR0110,AZSP_SLR_SOLAR1,ANGELINA,SOLAR,NORTH,2025,181.0,180.0
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1135,BAKER BRANCH SOLAR U1,23INR0026,BAKE_SLR_UNIT1,LAMAR,SOLAR,NORTH,2026,234.8,233.9
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1136,BAKER BRANCH SOLAR U2,23INR0026,BAKE_SLR_UNIT2,LAMAR,SOLAR,NORTH,2026,234.6,233.9
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1137,BARRETT SOLAR,24INR0477,BART_SLR_SOLAR1,RAINS,SOLAR,NORTH,2026,125.8,125.0
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1138,BIG STAR SOLAR U1,21INR0413,BIG_STAR_UNIT1,BASTROP,SOLAR,SOUTH,2026,132.3,130.0
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1139,BIG STAR SOLAR U2,21INR0413,BIG_STAR_UNIT2,BASTROP,SOLAR,SOUTH,2026,70.8,70.0
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1140,BLEVINS SOLAR U2,23INR0118,BLVN_SLR_SOLAR2,FALLS,SOLAR,NORTH,2026,132.0,132.0
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1141,BLEVINS SOLAR U3,23INR0118,BLVN_SLR_SOLAR3,FALLS,SOLAR,NORTH,2026,139.7,138.0
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1142,BLUE JAY SOLAR I,21INR0538,BLUEJAY_UNIT1,GRIMES,SOLAR,NORTH,2025,69.0,69.0
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1143,BLUE JAY SOLAR II,19INR0085,BLUEJAY_UNIT2,GRIMES,SOLAR,NORTH,2025,141.0,141.0
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1144,BUFFALO CREEK (OLD 300 SOLAR CENTER) U1,21INR0406,BCK_UNIT1,FORT BEND,SOLAR,HOUSTON,2026,217.5,217.5
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1145,BUFFALO CREEK (OLD 300 SOLAR CENTER) U2,21INR0406,BCK_UNIT2,FORT BEND,SOLAR,HOUSTON,2026,221.3,221.3
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1146,BUZIOS SOLAR U1,24INR0399,BUZI_SLR_UNIT1,MOTLEY,SOLAR,PANHANDLE,2026,6.3,6.3
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1147,BUZIOS SOLAR U2,24INR0399,BUZI_SLR_UNIT2,MOTLEY,SOLAR,PANHANDLE,2026,119.6,118.7
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1148,BUZIOS SOLAR U3,24INR0399,BUZI_SLR_UNIT3,MOTLEY,SOLAR,PANHANDLE,2026,107.2,106.5
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1149,BUZIOS SOLAR U4,24INR0399,BUZI_SLR_UNIT4,MOTLEY,SOLAR,PANHANDLE,2026,18.6,18.5
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1150,CHILLINGHAM SOLAR U1,23INR0070,CHIL_SLR_SOLAR1,BELL,SOLAR,NORTH,2026,174.3,173.0
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1151,CHILLINGHAM SOLAR U2,23INR0070,CHIL_SLR_SOLAR2,BELL,SOLAR,NORTH,2026,178.1,177.0
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1152,COMPADRE SOLAR U1,24INR0023,CMPD_SLR_SOLAR1,HILL,SOLAR,NORTH,2025,195.2,194.5
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1153,COMPADRE SOLAR U2,24INR0023,CMPD_SLR_SOLAR2,HILL,SOLAR,NORTH,2025,211.4,211.2
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1154,COTTONWOOD BAYOU SOLAR I U1,19INR0134,CTW_SOLAR1,BRAZORIA,SOLAR,COASTAL,2026,175.7,175.0
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1155,COTTONWOOD BAYOU SOLAR I U2,19INR0134,CTW_SOLAR2,BRAZORIA,SOLAR,COASTAL,2026,175.7,175.0
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1156,DAMAZO (SECOND DIVISION) SOLAR,20INR0248,DMA_SOLAR1,BRAZORIA,SOLAR,COASTAL,2025,100.2,100.0
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1157,DANISH FIELDS SOLAR U1,20INR0069,DAN_UNIT1,WHARTON,SOLAR,SOUTH,2026,301.3,300.0
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1158,DANISH FIELDS SOLAR U2,20INR0069,DAN_UNIT2,WHARTON,SOLAR,SOUTH,2026,151.0,150.2
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1159,DANISH FIELDS SOLAR U3,20INR0069,DAN_UNIT3,WHARTON,SOLAR,SOUTH,2026,150.5,149.8
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1160,DELILAH SOLAR 1 U1,22INR0202,DELILA_1_G1,LAMAR,SOLAR,NORTH,2026,153.5,150.0
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1161,DELILAH SOLAR 1 U2,22INR0202,DELILA_1_G2,LAMAR,SOLAR,NORTH,2026,153.5,150.0
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1162,DELILAH SOLAR 2 U1,22INR0203,DELILA_2_G1,RED RIVER,SOLAR,NORTH,2026,107.1,105.0
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1163,DELILAH SOLAR 2 U2,22INR0203,DELILA_2_G2,RED RIVER,SOLAR,NORTH,2026,103.4,100.0
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1164,DELILAH SOLAR 2 U3,22INR0203,DELILA_2_G3,RED RIVER,SOLAR,NORTH,2026,107.1,105.0
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1165,DIVER SOLAR U1,25INR0105,DIVR_SLR_SOLAR1,LIMESTONE,SOLAR,NORTH,2026,71.0,69.8
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1166,DIVER SOLAR U2,25INR0105,DIVR_SLR_SOLAR2,LIMESTONE,SOLAR,NORTH,2026,155.2,155.2
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1167,DORADO SOLAR U1,22INR0261,DORA_SLR_SOLAR1,CALLAHAN,SOLAR,WEST,2026,198.7,198.0
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1168,DORADO SOLAR U2,22INR0261,DORA_SLR_SOLAR2,CALLAHAN,SOLAR,WEST,2026,202.7,202.0
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1169,DRY CREEK SOLAR I,23INR0286,DRCK_SLR_SOLAR1,HENDERSON,SOLAR,NORTH,2026,200.1,200.0
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1170,EASTBELL MILAM SOLAR,21INR0203,EBELLSLR_UNIT1,MILAM,SOLAR,SOUTH,2025,244.9,240.0
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1171,EASTBELL MILAM SOLAR II,24INR0208,EBELLSL2_UNIT1,MILAM,SOLAR,SOUTH,2025,150.6,150.0
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1172,ELIZA SOLAR,21INR0368,ELZA_SLR_SOLAR1,KAUFMAN,SOLAR,NORTH,2025,151.7,151.0
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1173,FAGUS SOLAR PARK SLF U2,20INR0091,FAGUSSLR_UNIT2,CHILDRESS,SOLAR,PANHANDLE,2026,166.4,165.8
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1174,FAGUS SOLAR PARK SLF U3,25INR0672,FAGUSSLR_UNIT3,CHILDRESS,SOLAR,PANHANDLE,2026,166.6,165.8
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1175,FIGHTING JAYS SOLAR U1,21INR0278,JAY_UNIT1,FORT BEND,SOLAR,HOUSTON,2026,119.6,119.3
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1176,FIGHTING JAYS SOLAR U2,21INR0278,JAY_UNIT2,FORT BEND,SOLAR,HOUSTON,2026,160.5,159.9
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1177,GREYHOUND SOLAR U5,26INR0669,GRYH_SLR_SOLAR5,ECTOR,SOLAR,WEST,2025,28.1,27.8
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1178,GREYHOUND SOLAR U6,26INR0669,GRYH_SLR_SOLAR6,ECTOR,SOLAR,WEST,2025,28.1,27.8
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1179,GREYHOUND SOLAR U7,26INR0669,GRYH_SLR_SOLAR7,ECTOR,SOLAR,WEST,2025,94.6,93.9
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1180,GREYHOUND SOLAR U8,26INR0670,GRYH_SLR_SOLAR8,ECTOR,SOLAR,WEST,2025,101.6,100.8
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1181,GRIMES COUNTY SOLAR U1,23INR0160,GRIM_SLR_UNIT1,GRIMES,SOLAR,NORTH,2025,104.5,103.8
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1182,GRIMES COUNTY SOLAR U2,23INR0160,GRIM_SLR_UNIT2,GRIMES,SOLAR,NORTH,2025,79.9,79.4
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1183,GRIMES COUNTY SOLAR U3,23INR0160,GRIM_SLR_UNIT3,GRIMES,SOLAR,NORTH,2025,26.9,26.8
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1184,HICKERSON SOLAR U1,21INR0359,HKSN_SLR_UNIT1,BOSQUE,SOLAR,NORTH,2025,149.7,149.7
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1185,HICKERSON SOLAR U2,21INR0359,HKSN_SLR_UNIT2,BOSQUE,SOLAR,NORTH,2025,3.9,3.9
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1186,HICKERSON SOLAR U3,21INR0359,HKSN_SLR_UNIT3,BOSQUE,SOLAR,NORTH,2025,157.5,157.5
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1187,LIMEWOOD SOLAR,23INR0249,LMWD_SLR_SOLAR1,BELL,SOLAR,NORTH,2026,204.6,204.0
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1188,LONG POINT SOLAR,19INR0042,LNP_SOLAR1,BRAZORIA,SOLAR,COASTAL,2026,120.7,120.0
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1189,MIDPOINT SOLAR,24INR0139,MIDP_SLR_SOLAR1,HILL,SOLAR,NORTH,2026,98.3,98.0
