section,row_num,unit_name,inr,unit_code,county,fuel,zone,in_service,installed_mw,apr2026_mora
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1190,MILLERS BRANCH SOLAR U1,22INR0270,MLB_SLR_SOLAR1,HASKELL,SOLAR,WEST,2026,201.5,200.0
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1191,MYRTLE SOLAR U1,19INR0041,MYR_UNIT1,BRAZORIA,SOLAR,COASTAL,2026,171.6,167.2
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1192,MYRTLE SOLAR U2,19INR0041,MYR_UNIT2,BRAZORIA,SOLAR,COASTAL,2026,149.6,145.8
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1193,NORTON SOLAR,19INR0035,NRTN_SLR_SOLAR1,RUNNELS,SOLAR,WEST,2025,125.5,125.0
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1194,ORIANA SOLAR,24INR0093,ORIANA_UNIT1,VICTORIA,SOLAR,SOUTH,2025,180.7,180.1
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1195,PHOTON SOLAR U1,25INR0493,PHO_SOLAR1,WHARTON,SOLAR,SOUTH,2026,129.6,129.1
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1196,PHOTON SOLAR U2,25INR0493,PHO_SOLAR2,WHARTON,SOLAR,SOUTH,2026,106.1,105.7
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1197,PHOTON SOLAR U3,23INR0111,PHO_SOLAR3,WHARTON,SOLAR,SOUTH,2026,110.0,109.6
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1198,PHOTON SOLAR U4,25INR0673,PHO_SOLAR4,WHARTON,SOLAR,SOUTH,2026,106.0,105.7
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1199,PINE FOREST SOLAR U1,20INR0203,PINEFRST_UNIT1,HOPKINS,SOLAR,NORTH,2025,242.7,242.7
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1200,PINE FOREST SOLAR U2,20INR0203,PINEFRST_UNIT2,HOPKINS,SOLAR,NORTH,2025,58.9,58.9
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1201,PINNINGTON SOLAR U1,24INR0010,PINN_SLR_UNIT1,JACK,SOLAR,NORTH,2026,215.3,214.2
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1202,PINNINGTON SOLAR U2,24INR0010,PINN_SLR_UNIT2,JACK,SOLAR,NORTH,2026,219.2,217.9
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1203,PINNINGTON SOLAR U3,24INR0010,PINN_SLR_UNIT3,JACK,SOLAR,NORTH,2026,219.2,217.9
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1204,ROSELAND SOLAR U1,20INR0205,ROSELAND_SOLAR1,FALLS,SOLAR,NORTH,2025,254.0,250.0
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1205,ROSELAND SOLAR U2,20INR0205,ROSELAND_SOLAR2,FALLS,SOLAR,NORTH,2025,137.8,135.6
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1206,ROSELAND SOLAR U3,22INR0506,ROSELAND_SOLAR3,FALLS,SOLAR,NORTH,2025,116.2,114.4
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1207,SAMSON SOLAR 1 U1,21INR0221,SAMSON_1_G1,LAMAR,SOLAR,NORTH,2026,128.4,125.0
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1208,SAMSON SOLAR 1 U2,21INR0221,SAMSON_1_G2,LAMAR,SOLAR,NORTH,2026,128.4,125.0
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1209,SAMSON SOLAR 2 U1,21INR0490,SAMSON_1_G3,LAMAR,SOLAR,NORTH,2026,101.5,100.0
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1210,SAMSON SOLAR 2 U2,21INR0490,SAMSON_1_G4,LAMAR,SOLAR,NORTH,2026,101.5,100.0
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1211,SAMSON SOLAR 3 U1,21INR0491,SAMSON_3_G1,LAMAR,SOLAR,NORTH,2026,128.4,125.0
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1212,SAMSON SOLAR 3 U2,21INR0491,SAMSON_3_G2,LAMAR,SOLAR,NORTH,2026,128.4,125.0
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1213,SBRANCH SOLAR PROJECT,22INR0205,SBE_UNIT1,WHARTON,SOLAR,SOUTH,2026,233.5,233.5
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1214,STARR SOLAR RANCH U1,20INR0216,STAR_SLR_UNIT1,STARR,SOLAR,SOUTH,2025,70.5,70.0
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1215,STARR SOLAR RANCH U2,20INR0216,STAR_SLR_UNIT2,STARR,SOLAR,SOUTH,2025,66.3,66.0
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1216,STONERIDGE SOLAR U1,24INR0031,STRG_SLR_UNIT1,MILAM,SOLAR,SOUTH,2026,184.1,184.1
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1217,STONERIDGE SOLAR U2,24INR0031,STRG_SLR_UNIT2,MILAM,SOLAR,SOUTH,2026,17.5,17.5
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1218,SYPERT BRANCH SOLAR PROJECT U1,24INR0070,SYBR_SLR_UNIT1,MILAM,SOLAR,SOUTH,2026,132.5,132.0
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1219,SYPERT BRANCH SOLAR PROJECT U2,24INR0070,SYBR_SLR_UNIT2,MILAM,SOLAR,SOUTH,2026,128.6,126.0
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1220,TANGLEWOOD SOLAR U1,23INR0054,TNG_SOLAR1,BRAZORIA,SOLAR,COASTAL,2026,125.1,125.0
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1221,TANGLEWOOD SOLAR U2,23INR0054,TNG_SOLAR2,BRAZORIA,SOLAR,COASTAL,2026,125.1,125.0
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1222,TRES BAHIAS SOLAR,20INR0266,TREB_SLR_SOLAR1,CALHOUN,SOLAR,COASTAL,2026,196.3,195.0
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1223,TULSITA SOLAR U1,21INR0223,TUL_SLR_UNIT1,GOLIAD,SOLAR,SOUTH,2026,128.1,127.8
Operational Resources (Solar) - Synchronized but not Approved for Commercial Operations,1224,TULSITA SOLAR U2,21INR0223,TUL_SLR_UNIT2,GOLIAD,SOLAR,SOUTH,2026,128.1,127.8
Operational Resources (Storage),1228,AE-TELVIEW ESS,,TV_BESS,FORT BEND,STORAGE,HOUSTON,2024,10.0,10.0
Operational Resources (Storage),1229,AL PASTOR BESS,,ALP_BESS_BESS1,DAWSON,STORAGE,WEST,2024,103.1,100.3
Operational Resources (Storage),1230,ANCHOR BESS U1,,ANCHOR_BESS1,CALLAHAN,STORAGE,WEST,2022,35.2,35.2
Operational Resources (Storage),1231,ANCHOR BESS U2,,ANCHOR_BESS2,CALLAHAN,STORAGE,WEST,2022,36.3,36.3
Operational Resources (Storage),1232,ANDROMEDA STORAGE SLF U1,,ANDMDSLR_BESS1,SCURRY,STORAGE,WEST,2024,82.0,81.9
Operational Resources (Storage),1233,ANDROMEDA STORAGE SLF U2,,ANDMDSLR_BESS2,SCURRY,STORAGE,WEST,2024,78.3,78.1
Operational Resources (Storage),1234,ANEMOI ENERGY STORAGE,,ANEM_ESS_BESS1,HIDALGO,STORAGE,SOUTH,2024,200.9,200.0
Operational Resources (Storage),1235,ANGELO STORAGE,,ANG_SLR_BESS1,TOM GREEN,STORAGE,WEST,2025,103.0,100.0
Operational Resources (Storage),1236,ANGLETON BESS,,AE_BESS,BRAZORIA,STORAGE,COASTAL,2025,9.9,9.9
Operational Resources (Storage),1237,ANOLE BESS,,ANOL_ESS_BES1,DALLAS,STORAGE,NORTH,2025,247.1,240.0
Operational Resources (Storage),1238,ANTLIA BESS,,ANTL_ESS_BES1,VAL VERDE,STORAGE,WEST,2025,72.4,70.0
Operational Resources (Storage),1239,AVILA BESS,,AVIL_ESS_BES1,PECOS,STORAGE,WEST,2025,160.7,160.0
Operational Resources (Storage),1240,AZURE SKY BESS,,AZURE_BESS1,HASKELL,STORAGE,WEST,2021,77.6,77.6
Operational Resources (Storage),1241,BAT CAVE,,BATCAVE_BES1,MASON,STORAGE,SOUTH,2021,100.5,100.5
Operational Resources (Storage),1242,BAY CITY BESS,,BAY_CITY_BESS,MATAGORDA,STORAGE,COASTAL,2023,10.0,9.9
Operational Resources (Storage),1243,BELDING TNP (TRIPLE BUTTE BATTERY),,BELD_BELU1,PECOS,STORAGE,WEST,2021,9.2,7.5
Operational Resources (Storage),1244,BLACK SPRINGS BESS SLF,,BLACKSPR_UNIT1,PALO PINTO,STORAGE,NORTH,2025,120.7,120.0
Operational Resources (Storage),1245,BLEVINS STORAGE,,BLVN_SLR_BESS1,FALLS,STORAGE,NORTH,2025,188.2,180.0
Operational Resources (Storage),1246,BLUE JAY BESS,,BLUEJAY_BESS1,GRIMES,STORAGE,NORTH,2022,51.6,50.0
Operational Resources (Storage),1247,BLUE SUMMIT BATTERY,,BLSUMMIT_BATTERY,WILBARGER,STORAGE,WEST,2017,30.0,30.0
Operational Resources (Storage),1248,BOCANOVA BESS,,BCNV_ESS_BESS1,BRAZORIA,STORAGE,COASTAL,2025,150.5,150.0
Operational Resources (Storage),1249,BOCO BESS,,BOCO_ESS_ESS1,BORDEN,STORAGE,WEST,2024,154.0,150.0
Operational Resources (Storage),1250,BRIGHT ARROW STORAGE U1,,BR_ARROW_BESS1,HOPKINS,STORAGE,NORTH,2025,49.3,48.3
Operational Resources (Storage),1251,BRIGHT ARROW STORAGE U2,,BR_ARROW_BESS2,HOPKINS,STORAGE,NORTH,2025,52.8,51.7
Operational Resources (Storage),1252,BRP ALVIN,,ALVIN_UNIT1,BRAZORIA,STORAGE,COASTAL,2022,10.0,10.0
Operational Resources (Storage),1253,BRP ANGLETON,,ANGLETON_UNIT1,BRAZORIA,STORAGE,COASTAL,2022,10.0,10.0
Operational Resources (Storage),1254,BRP BRAZORIA,,BRAZORIA_UNIT1,BRAZORIA,STORAGE,COASTAL,2020,10.0,10.0
Operational Resources (Storage),1255,BRP DICKENS BESS U1,,DKNS_ESS_BES1,DICKENS,STORAGE,PANHANDLE,2024,50.2,50.0
Operational Resources (Storage),1256,BRP DICKENS BESS U2,,DKNS_ESS_BES2,DICKENS,STORAGE,PANHANDLE,2024,50.2,50.0
Operational Resources (Storage),1257,BRP DICKENS BESS U3,,DKNS_ESS_BES3,DICKENS,STORAGE,PANHANDLE,2024,50.2,50.0
Operational Resources (Storage),1258,BRP DICKENS BESS U4,,DKNS_ESS_BES4,DICKENS,STORAGE,PANHANDLE,2024,50.2,50.0
Operational Resources (Storage),1259,BRP DICKINSON,,DICKNSON_UNIT1,GALVESTON,STORAGE,HOUSTON,2022,10.0,10.0
Operational Resources (Storage),1260,BRP HEIGHTS,,HEIGHTTN_UNIT1,GALVESTON,STORAGE,HOUSTON,2020,10.0,10.0
Operational Resources (Storage),1261,BRP HYDRA BESS,,HYDR_ESS_BES1,PECOS,STORAGE,WEST,2024,200.8,200.0
Operational Resources (Storage),1262,BRP LIBRA BESS,,LBRA_ESS_BES1,GUADALUPE,STORAGE,SOUTH,2024,201.0,200.0
Operational Resources (Storage),1263,BRP LOOP 463,,L_463S_UNIT1,VICTORIA,STORAGE,SOUTH,2021,10.0,10.0
Operational Resources (Storage),1264,BRP LOPENO,,LOPENO_UNIT1,ZAPATA,STORAGE,SOUTH,2021,10.0,10.0
Operational Resources (Storage),1265,BRP MAGNOLIA,,MAGNO_TN_UNIT1,GALVESTON,STORAGE,HOUSTON,2022,10.0,10.0
Operational Resources (Storage),1266,BRP ODESSA SW,,ODESW_UNIT1,ECTOR,STORAGE,WEST,2020,10.0,10.0
Operational Resources (Storage),1267,BRP PALEO BESS,,PALE_ESS_BES1,HALE,STORAGE,PANHANDLE,2024,200.8,200.0
Operational Resources (Storage),1268,BRP PAVO BESS U1,,PAVO_ESS_BESS1,PECOS,STORAGE,WEST,2024,87.9,87.5
Operational Resources (Storage),1269,BRP PAVO BESS U2,,PAVO_ESS_BESS2,PECOS,STORAGE,WEST,2024,87.9,87.5
Operational Resources (Storage),1270,BRP PUEBLO I,,PUEBLO_UNIT1,MAVERICK,STORAGE,SOUTH,2021,10.0,10.0
Operational Resources (Storage),1271,BRP PUEBLO II,,PUEBLO_UNIT2,MAVERICK,STORAGE,SOUTH,2021,10.0,10.0
Operational Resources (Storage),1272,BRP RANCHTOWN,,K0_UNIT1,BEXAR,STORAGE,SOUTH,2021,10.0,10.0
Operational Resources (Storage),1273,BRP SWEENY,,SWEENY_UNIT1,BRAZORIA,STORAGE,COASTAL,2022,10.0,10.0
Operational Resources (Storage),1274,BRP TORTOLAS BESS,,TORT_ESS_BESS1,BRAZORIA,STORAGE,COASTAL,2025,50.3,50.0
Operational Resources (Storage),1275,BRP ZAPATA I,,ZAPATA_UNIT1,ZAPATA,STORAGE,SOUTH,2021,10.0,10.0
Operational Resources (Storage),1276,BRP ZAPATA II,,ZAPATA_UNIT2,ZAPATA,STORAGE,SOUTH,2021,10.0,10.0
Operational Resources (Storage),1277,BURKSOL BESS (DONEGAL BESS),,BKSL_ESS_BESS1,DICKENS,STORAGE,PANHANDLE,2025,103.3,100.0
Operational Resources (Storage),1278,BYRD RANCH STORAGE,,BYRDR_ES_BESS1,BRAZORIA,STORAGE,COASTAL,2022,55.2,50.0
Operational Resources (Storage),1279,CACHI BESS,,CACH_ESS_BESS1,GUADALUPE,STORAGE,SOUTH,2025,205.5,200.0
Operational Resources (Storage),1280,CALLISTO I ENERGY CENTER U1,,CLO_BESS1,HARRIS,STORAGE,HOUSTON,2024,101.5,100.0
Operational Resources (Storage),1281,CALLISTO I ENERGY CENTER U2,,CLO_BESS2,HARRIS,STORAGE,HOUSTON,2024,101.5,100.0
Operational Resources (Storage),1282,CAMERON STORAGE (SABAL STORAGE),,CAMWIND_BESS1,CAMERON,STORAGE,COASTAL,2024,16.7,16.4
Operational Resources (Storage),1283,CARINA BESS,,CARN_ESS_BES1,NUECES,STORAGE,COASTAL,2025,154.1,150.0
Operational Resources (Storage),1284,CARRIZO SPRINGS BESS,,CARRIZO_BESS1,DIMMIT,STORAGE,SOUTH,2025,9.9,9.9
Operational Resources (Storage),1285,CASTLE GAP BATTERY,,CASL_GAP_BATTERY1,UPTON,STORAGE,WEST,2018,9.9,9.9
Operational Resources (Storage),1286,CATARINA BESS,,CATARINA_BESS,DIMMIT,STORAGE,SOUTH,2022,10.0,9.9
Operational Resources (Storage),1287,CEDARVALE BESS,,CEDRVALE_BESS,REEVES,STORAGE,WEST,2022,10.0,9.9
Operational Resources (Storage),1288,CENTURY BESS,,CNTRY_BESS1,TARRANT,STORAGE,NORTH,2024,9.9,9.9
Operational Resources (Storage),1289,CHILLINGHAM STORAGE,,CHIL_SL1_BESS1,BELL,STORAGE,NORTH,2025,153.9,150.0
Operational Resources (Storage),1290,CHISHOLM GRID,,CHISMGRD_BES1,TARRANT,STORAGE,NORTH,2021,101.7,
Operational Resources (Storage),1291,CISCO BESS,,CISC_BESS,EASTLAND,STORAGE,NORTH,2024,9.9,9.9
Operational Resources (Storage),1292,CITRUS CITY BESS,,CITRUSCY_BESS1,HIDALGO,STORAGE,SOUTH,2025,9.9,9.9
Operational Resources (Storage),1293,COMMERCE ST ESS,,X4_SWRI,BEXAR,STORAGE,SOUTH,2020,10.0,10.0
Operational Resources (Storage),1294,CONNOLLY STORAGE,,CNLY_ESS_BESS_1,WISE,STORAGE,NORTH,2024,125.4,125.0
Operational Resources (Storage),1295,CONTINENTAL BESS,,CONTINEN_BESS1,STARR,STORAGE,SOUTH,2024,9.9,9.9
Operational Resources (Storage),1296,CORAL STORAGE U1,,CORALSLR_BESS1,FALLS,STORAGE,NORTH,2023,48.4,47.6
Operational Resources (Storage),1297,CORAL STORAGE U2,,CORALSLR_BESS2,FALLS,STORAGE,NORTH,2023,52.2,51.4
Operational Resources (Storage),1298,CORAZON STORAGE,,CORAZON_BESS1,WEBB,STORAGE,SOUTH,2025,204.8,200.0
Operational Resources (Storage),1299,COTTONWOOD BAYOU STORAGE,,CTW_BESS1,BRAZORIA,STORAGE,COASTAL,2025,153.0,150.0
Operational Resources (Storage),1300,COYOTE SPRINGS BESS,,COYOTSPR_BESS,REEVES,STORAGE,WEST,2022,10.0,9.9
Operational Resources (Storage),1301,CROCKETT BESS,,CR_BESS1,HARRIS,STORAGE,HOUSTON,2024,9.9,9.9
Operational Resources (Storage),1302,CROSBY BESS,,CS_BESS,HARRIS,STORAGE,HOUSTON,2025,9.9,9.9
Operational Resources (Storage),1303,CROSS TRAILS STORAGE,,CROSSTRL_BESS1,SCURRY,STORAGE,WEST,2025,58.3,57.0
Operational Resources (Storage),1304,CROSSETT POWER U1,,CROSSETT_BES1,CRANE,STORAGE,WEST,2021,101.5,100.0
Operational Resources (Storage),1305,CROSSETT POWER U2,,CROSSETT_BES2,CRANE,STORAGE,WEST,2021,101.5,100.0
Operational Resources (Storage),1306,DAMON STORAGE,,DA_BESS,BRAZORIA,STORAGE,COASTAL,2025,5.0,5.0
Operational Resources (Storage),1307,DANISH FIELDS STORAGE U1,,DAN_BESS1,WHARTON,STORAGE,SOUTH,2025,77.8,76.3
Operational Resources (Storage),1308,DANISH FIELDS STORAGE U2,,DAN_BESS2,WHARTON,STORAGE,SOUTH,2025,75.1,73.7
Operational Resources (Storage),1309,DECORDOVA BESS U1,,DCSES_BES1,HOOD,STORAGE,NORTH,2022,67.3,66.5
Operational Resources (Storage),1310,DECORDOVA BESS U2,,DCSES_BES2,HOOD,STORAGE,NORTH,2022,67.3,66.5
Operational Resources (Storage),1311,DECORDOVA BESS U3,,DCSES_BES3,HOOD,STORAGE,NORTH,2022,64.2,63.5
Operational Resources (Storage),1312,DECORDOVA BESS U4,,DCSES_BES4,HOOD,STORAGE,NORTH,2022,64.2,63.5
Operational Resources (Storage),1313,DESERT WILLOW BESS,,DSWL_ESS_BES1,ELLIS,STORAGE,NORTH,2025,154.4,150.0
Operational Resources (Storage),1314,DIBOLL BESS,,DIBOL_BESS,ANGELINA,STORAGE,NORTH,2023,10.0,9.9
Operational Resources (Storage),1315,DOGFISH BESS,,DGFS_ESR_BESS1,PECOS,STORAGE,WEST,2025,78.2,75.0
Operational Resources (Storage),1316,EBONY ENERGY STORAGE,,EBNY_ESS_BESS1,COMAL,STORAGE,SOUTH,2024,201.2,200.0
Operational Resources (Storage),1317,ELIZA STORAGE,,ELZA_SLR_BES1,KAUFMAN,STORAGE,NORTH,2025,100.4,100.0
Operational Resources (Storage),1318,ENDURANCE PARK STORAGE,,ENDPARKS_ESS1,SCURRY,STORAGE,WEST,2022,51.5,50.0
Operational Resources (Storage),1319,ESTONIAN ENERGY STORAGE,,ESTONIAN_BES1,DELTA,STORAGE,NORTH,2023,101.6,101.6
Operational Resources (Storage),1320,EUNICE STORAGE,,EUNICE_BES1,ANDREWS,STORAGE,WEST,2020,40.3,40.3
Operational Resources (Storage),1321,EVELYN BATTERY ENERGY STORAGE SYSTEM,,EVLN_ESS_BESS1,GALVESTON,STORAGE,HOUSTON,2025,227.9,220.0
Operational Resources (Storage),1322,FALFUR BESS,,FALFUR_BESS,BROOKS,STORAGE,SOUTH,2024,9.9,9.9
Operational Resources (Storage),1323,FALFURRIAS BESS,,FALFUR_BESS1,BROOKS,STORAGE,SOUTH,2025,9.8,9.8
Operational Resources (Storage),1324,FARMERSVILLE BESS,,FRMRSVLW_BESS,COLLIN,STORAGE,NORTH,2024,9.9,9.9
Operational Resources (Storage),1325,FARMERSVILLE WEST BESS 2,,FRMRSVL1_BES2,COLLIN,STORAGE,NORTH,2025,9.9,9.9
Operational Resources (Storage),1326,FAULKNER BESS,,FAULKNER_BESS,REEVES,STORAGE,WEST,2022,10.0,9.9
Operational Resources (Storage),1327,FENCE POST BESS U1,,FENCESLR_BESS1,NAVARRO,STORAGE,NORTH,2023,72.0,70.0
Operational Resources (Storage),1328,FIVE WELLS STORAGE,,FIVEWSLR_BESS1,BELL,STORAGE,NORTH,2024,228.5,220.0
Operational Resources (Storage),1329,FLAT TOP BATTERY,,FLAT_TOP_FLATU1,REEVES,STORAGE,WEST,2020,9.9,9.9
Operational Resources (Storage),1330,FLOWER VALLEY II BATT,,FLOWERII_BESS1,REEVES,STORAGE,WEST,2021,101.5,100.0
Operational Resources (Storage),1331,FORT DUNCAN BESS,,FTDUNCAN_BESS_GEN,MAVERICK,STORAGE,SOUTH,2025,101.6,100.0
Operational Resources (Storage),1332,FORT MASON BESS,,FORTMA_BESS1,MASON,STORAGE,SOUTH,2025,10.0,10.0
Operational Resources (Storage),1333,GAMBIT BATTERY,,GAMBIT_BESS1,BRAZORIA,STORAGE,COASTAL,2021,102.4,100.0
Operational Resources (Storage),1334,GARDEN CITY EAST BESS,,GRDNE_BESS,GLASSCOCK,STORAGE,WEST,2023,10.0,9.9
Operational Resources (Storage),1335,GEORGETOWN SOUTH (RABBIT HILL ESS),,GEORSO_ESS_1,WILLIAMSON,STORAGE,SOUTH,2019,9.9,9.9
Operational Resources (Storage),1336,GIGA TEXAS ENERGY STORAGE,,GIGA_ESS_BESS_1,TRAVIS,STORAGE,SOUTH,2024,125.3,125.0
Operational Resources (Storage),1337,GOMEZ BESS,,GOMZ_BESS,REEVES,STORAGE,WEST,2023,10.0,9.9
Operational Resources (Storage),1338,GOODWIN BESS,,GOODWIN_BESS1,HIDALGO,STORAGE,SOUTH,2025,9.9,9.9
Operational Resources (Storage),1339,GREAT KISKADEE STORAGE,,GKS_BESS_BESS1,HIDALGO,STORAGE,SOUTH,2025,102.5,100.0
Operational Resources (Storage),1340,GREGORY BESS,,GREGORY_BESS1,SAN PATRICIO,STORAGE,COASTAL,2024,9.9,9.9
Operational Resources (Storage),1341,HAMILTON BESS U1,,HAMILTON_BESS,VAL VERDE,STORAGE,WEST,2023,9.9,9.9
Operational Resources (Storage),1342,HEARN ROAD BESS,,HEARN_RD_BESS1,NUECES,STORAGE,COASTAL,2025,9.8,9.8
Operational Resources (Storage),1343,HIGH LONESOME BESS,,HI_LONEB_BESS1,CROCKETT,STORAGE,WEST,2022,51.1,50.0
Operational Resources (Storage),1344,HOLCOMB BESS,,HOLCOMB_BESS,LA SALLE,STORAGE,SOUTH,2022,10.0,9.9
Operational Resources (Storage),1345,HOLY ESS U1,,HLY_BESS1,HARRIS,STORAGE,HOUSTON,2024,104.7,102.2
Operational Resources (Storage),1346,HOLY ESS U2,,HLY_BESS2,HARRIS,STORAGE,HOUSTON,2024,104.7,102.2
Operational Resources (Storage),1347,HOUSE MOUNTAIN BESS,,HOUSEMTN_BESS1,BREWSTER,STORAGE,WEST,2023,61.5,60.0
Operational Resources (Storage),1348,HUMMINGBIRD STORAGE,,HMNG_ESS_BESS1,DENTON,STORAGE,NORTH,2024,100.4,100.0
Operational Resources (Storage),1349,INADALE ESS,,INDL_ESS,NOLAN,STORAGE,WEST,2017,9.9,9.9
Operational Resources (Storage),1350,INERTIA BESS,,INRT_W_BESS_1,HASKELL,STORAGE,WEST,2024,13.0,13.0
Operational Resources (Storage),1351,JADE STORAGE U1,,JADE_SLR_BESS1,SCURRY,STORAGE,WEST,2024,78.5,78.1
Operational Resources (Storage),1352,JADE STORAGE U2,,JADE_SLR_BESS2,SCURRY,STORAGE,WEST,2024,82.3,81.9
Operational Resources (Storage),1353,JARVIS BESS U1,,JAR_BES1,BRAZORIA,STORAGE,COASTAL,2025,149.3,147.2
Operational Resources (Storage),1354,JARVIS BESS U2,,JAR_BES2,BRAZORIA,STORAGE,COASTAL,2025,157.7,157.7
Operational Resources (Storage),1355,JOHNSON CITY BESS,,JOHNCI_UNIT_1,BLANCO,STORAGE,SOUTH,2020,2.3,2.3
Operational Resources (Storage),1356,JUDKINS BESS,,JDKNS_BESS,ECTOR,STORAGE,WEST,2024,10.0,10.0
Operational Resources (Storage),1357,JUNCTION BESS,,JUNCTION_BESS,KIMBLE,STORAGE,SOUTH,2023,10.0,9.9
Operational Resources (Storage),1358,JUNCTION NORTH BESS,,JUNORTH1_BES1,KIMBLE,STORAGE,SOUTH,2025,9.9,9.9
Operational Resources (Storage),1359,KINGSBERY ENERGY STORAGE SYSTEM,,KB_ESS_KB_ESS,TRAVIS,STORAGE,SOUTH,2017,1.5,1.5
Operational Resources (Storage),1360,LIGGETT SWITCH BESS,,LIGSW_BESS1,DALLAS,STORAGE,NORTH,2025,9.9,9.9
Operational Resources (Storage),1361,LILY STORAGE,,LILY_BESS1,KAUFMAN,STORAGE,NORTH,2021,51.7,50.0
Operational Resources (Storage),1362,LIMOUSIN OAK STORAGE,,LMO_BESS1,GRIMES,STORAGE,NORTH,2024,100.4,100.0
Operational Resources (Storage),1363,LONESTAR BESS,,LONESTAR_BESS,WARD,STORAGE,WEST,2022,10.0,9.9
Operational Resources (Storage),1364,LONGBOW BESS,,LON_BES1,BRAZORIA,STORAGE,COASTAL,2024,180.8,174.0
Operational Resources (Storage),1365,LOWER RIO BESS,,LOWR_ESS_BESS1,HIDALGO,STORAGE,SOUTH,2025,60.4,60.0
Operational Resources (Storage),1366,LUCKY BLUFF BESS SLF,,LUCKYBLU_UNIT1,ERATH,STORAGE,NORTH,2025,100.8,100.0
Operational Resources (Storage),1367,LUFKIN SOUTH BESS,,LFSTH_BESS,ANGELINA,STORAGE,NORTH,2024,10.0,10.0
Operational Resources (Storage),1368,MADERO GRID U1,,MADERO_UNIT1,HIDALGO,STORAGE,SOUTH,2022,100.8,100.0
Operational Resources (Storage),1369,MADERO GRID U2 (IGNACIO GRID),,MADERO_UNIT2,HIDALGO,STORAGE,SOUTH,2022,100.8,100.0
Operational Resources (Storage),1370,MAINLAND BESS,,MAINLAND_BESS,GALVESTON,STORAGE,HOUSTON,2024,9.9,9.9
Operational Resources (Storage),1371,MAYBERRY II BESS,,MAYBERRY_BESS2,HIDALGO,STORAGE,SOUTH,2025,10.0,9.9
Operational Resources (Storage),1372,MIDWAY BESS U1,,MIDWY_BESS1,ECTOR,STORAGE,WEST,2025,10.0,10.0
Operational Resources (Storage),1373,MINERAL WELLS EAST BESS,,MNWLE_BESS,PALO PINTO,STORAGE,NORTH,2023,10.0,9.9
Operational Resources (Storage),1374,MU ENERGY STORAGE SYSTEM,,MU_ESS_MU_ESS,TRAVIS,STORAGE,SOUTH,2018,1.5,1.5
Operational Resources (Storage),1375,MUENSTER BESS,,MUENSTER_BESS1,COOKE,STORAGE,NORTH,2025,9.9,9.9
Operational Resources (Storage),1376,MUSTANG BAYOU BESS,,MU_BESS,BRAZORIA,STORAGE,COASTAL,2025,10.0,10.0
Operational Resources (Storage),1377,MUSTANG CREEK STORAGE,,MUSTNGCK_BES1,JACKSON,STORAGE,SOUTH,2023,71.5,70.5
Operational Resources (Storage),1378,MYRTLE STORAGE U1,,MYR_BES1,BRAZORIA,STORAGE,COASTAL,2025,76.9,76.3
Operational Resources (Storage),1379,MYRTLE STORAGE U2,,MYR_BES2,BRAZORIA,STORAGE,COASTAL,2025,74.3,73.7
Operational Resources (Storage),1380,NOBLE STORAGE U1,,NOBLESLR_BESS1,DENTON,STORAGE,NORTH,2022,63.5,62.5
Operational Resources (Storage),1381,NOBLE STORAGE U2,,NOBLESLR_BESS2,DENTON,STORAGE,NORTH,2022,63.5,62.5
