plant_code,lat,lon,state,grid_voltage_kv,grid_voltage_2_kv,grid_voltage_3_kv,nerc_region,balancing_authority
65899,31.07382,-97.0434,TX,69.0,,,TRE,ERCO
65900,39.82972,-83.2498,OH,345.0,,,RFC,PJM
65901,42.976583,-77.769738,NY,34.5,,,NPCC,NYIS
65902,39.750126,-79.835802,PA,25.0,,,RFC,PJM
65903,39.96106,-79.643936,PA,25.0,,,RFC,PJM
65904,40.931951,-84.607628,OH,69.0,,,RFC,PJM
65905,27.30365,-81.767413,FL,230.0,,,SERC,FPL
65906,27.411974,-82.103869,FL,230.0,,,SERC,FPL
65907,30.390039,-83.343948,FL,230.0,,,SERC,FPL
65908,30.390039,-83.343948,FL,161.0,,,SERC,FPL
65909,26.749144,-81.192089,FL,230.0,,,SERC,FPL
65910,30.89805,-86.25007,FL,230.0,,,SERC,FPL
65911,30.92851,-87.26414,FL,230.0,,,SERC,FPL
65912,27.44193,-80.80183,FL,230.0,,,SERC,FPL
65913,27.278413,-80.802375,FL,230.0,,,SERC,FPL
65914,25.542897,-80.546731,FL,230.0,,,SERC,FPL
65915,27.078175,-81.832119,FL,230.0,,,SERC,FPL
65916,27.846074,-80.673999,FL,230.0,,,SERC,FPL
65917,30.51999,-81.88676,FL,230.0,,,SERC,FPL
65918,27.023117,-81.77712,FL,230.0,,,SERC,FPL
65919,27.05476,-80.37958,FL,230.0,,,SERC,FPL
65920,27.50809,-80.73638,FL,230.0,,,SERC,FPL
65921,27.50809,-80.73638,FL,230.0,,,SERC,FPL
65922,26.77617,-80.41104,FL,230.0,,,SERC,FPL
65924,30.31355,-82.18839,FL,230.0,,,SERC,FPL
65925,27.08314,-81.84124,FL,230.0,,,SERC,FPL
65926,27.08314,-81.84124,FL,230.0,,,SERC,FPL
65927,30.43989,-85.27589,FL,230.0,,,SERC,FPL
65928,34.766058,-102.597781,TX,115.0,,,TRE,ERCO
65929,39.76472,-79.303392,PA,24.9,,,RFC,PJM
65930,39.21157,-78.08417,VA,36.3,,,RFC,PJM
65931,42.57062,-77.463782,NY,34.5,,,NPCC,NYIS
65932,28.70165,-98.4434,TX,138.0,,,TRE,ERCO
65933,35.0477,-118.2628,CA,230.0,,,WECC,CISO
65934,42.737227,-77.914311,NY,34.5,,,NPCC,NYIS
65935,39.83182,-87.428946,IN,230.0,,,RFC,MISO
65936,41.719,-86.464,IN,138.0,,,RFC,PJM
65937,33.310446,-97.369773,TX,345.0,,,TRE,ERCO
65938,42.13714,-92.3678,IA,161.0,,,MRO,MISO
65939,39.92537,-90.1544,IL,161.0,,,SERC,MISO
65940,40.62524,-122.314023,CA,12.47,,,WECC,CISO
65941,32.883965,-93.883298,LA,69.0,,,SERC,SWPP
65942,46.006605,-92.907732,MN,12.47,,,MRO,MISO
65944,47.44756,-101.107,ND,345.0,,,MRO,MISO
65945,38.99903,-77.058,MD,13.8,,,RFC,PJM
65946,32.843248,-94.731924,TX,12.47,24.9,,TRE,SWPP
65947,28.68851,-96.509833,TX,138.0,,,TRE,ERCO
65948,39.376786,-97.556492,KS,345.0,,,MRO,SWPP
65949,41.93139,-71.57895,RI,12.47,,,NPCC,ISNE
65950,42.56465,-70.88105,MA,13.2,,,NPCC,ISNE
65951,41.382589,-83.611231,OH,12.47,,,RFC,PJM
65952,40.980781,-74.76095,NJ,34.5,,,RFC,PJM
65953,40.1337,-74.170856,NJ,34.5,,,RFC,PJM
65954,41.6202,-71.26842,RI,13.8,,,NPCC,ISNE
65955,33.723937,-79.091998,SC,115.0,,,SERC,SC
65956,32.8882,-111.4978,AZ,230.0,,,WECC,SRP
65957,41.19933,-86.63379,IN,345.0,,,RFC,PJM
65958,38.86499,-76.994006,DC,13.0,,,RFC,PJM
65959,38.915643,-76.917372,MD,13.0,,,RFC,PJM
65960,38.85034,-76.9573,MD,13.0,,,RFC,PJM
65961,38.84066,-76.9752,MD,13.0,,,RFC,PJM
65962,33.326467,-112.91895,AZ,230.0,,,WECC,CISO
65963,33.3252,-112.918,AZ,230.0,,,WECC,AZPS
65964,43.504285,-89.113135,WI,345.0,,,MRO,MISO
65965,36.233522,-119.81634,CA,115.0,,,WECC,CISO
65967,42.662069,-88.01553,WI,138.0,,,MRO,MISO
65968,45.61246,-89.44366,WI,24.9,,,MRO,MISO
65969,41.176011,-87.879523,IL,13.2,,,SERC,MISO
65970,34.571845,-117.576176,CA,12.47,,,WECC,CISO
65971,35.218328,-99.103992,OK,345.0,,,MRO,SWPP
65972,32.146944,-110.878056,AZ,13.8,46.0,,WECC,TEPC
65973,28.811368,-96.648014,TX,345.0,,,TRE,ERCO
65974,44.234621,-95.881345,MN,0.5,,,MRO,MISO
65975,26.523359,-99.017108,TX,138.0,,,TRE,ERCO
65976,30.61,-92.17,LA,138.0,,,SERC,MISO
65977,35.878865,-114.983341,NV,230.0,,,WECC,NEVP
65978,26.0686,-80.1984,FL,230.0,,,SERC,FPL
65979,28.4279,-97.4544,TX,345.0,,,TRE,ERCO
65980,32.729364,-115.718589,CA,230.0,,,WECC,CISO
65981,29.170545,-95.741574,TX,138.0,,,TRE,ERCO
65982,39.299137,-76.959953,MD,34.0,,,RFC,PJM
65983,39.300067,-76.957131,MD,34.0,,,RFC,PJM
65984,39.300615,-76.960961,MD,34.0,,,RFC,PJM
65985,41.049604,-81.581577,OH,4.8,,,RFC,PJM
65986,45.242089,-93.58142,MN,34.5,,,MRO,MISO
65987,33.9311,-116.5719,CA,230.0,,,WECC,CISO
65988,33.9311,-116.5719,CA,230.0,,,WECC,CISO
65989,44.949173,-94.07688,MN,0.48,13.8,,MRO,MISO
65990,38.14347,-104.25341,CO,12.47,,,WECC,PSCO
65991,44.898161,-93.838731,MN,13.8,,,MRO,MISO
65992,44.615314,-95.598447,MN,23.9,,,MRO,MISO
65993,44.45187,-94.53513,MN,4.16,,,MRO,MISO
65994,34.041911,-85.213918,GA,12.0,,,SERC,SOCO
65995,32.065366,-82.13351,GA,12.0,,,SERC,SOCO
65996,44.98,-69.54635,ME,35.0,,,NPCC,ISNE
65997,41.092921,-84.116116,OH,138.0,,,RFC,PJM
65998,31.468564,-96.794168,TX,115.0,,,TRE,ERCO
65999,39.923887,-78.041221,PA,138.0,,,RFC,PJM
66000,34.469231,-90.392699,MS,230.0,,,SERC,MISO
66001,34.681496,-110.801732,AZ,345.0,,,WECC,AZPS
66002,21.45799,-158.17668,HI,70.0,,,,HECO
66003,46.619837,-92.388888,MN,13.47,,,MRO,MISO
66004,44.5434,-94.2229,MN,480.0,,,MRO,MISO
66005,34.956394,-81.979834,SC,12.47,,,SERC,DUK
66006,30.495668,-103.450965,TX,69.0,,,TRE,ERCO
66007,31.197285,-103.361771,TX,138.0,,,TRE,ERCO
66008,31.45115,-103.361771,TX,138.0,,,TRE,ERCO
66009,31.191687,-102.317227,TX,138.0,,,TRE,ERCO
66010,39.943015,-83.317748,OH,0.48,,,RFC,PJM
66011,45.233717,-120.898461,OR,500.0,,,WECC,BPAT
66012,33.781534,-80.232341,SC,115.0,,,SERC,DUK
66014,39.184,-102.97,CO,345.0,,,WECC,PSCO
66015,43.981359,-95.87079,MN,0.48,,,MRO,MISO
66016,44.787094,-95.368805,MN,4.16,,,MRO,MISO
66017,44.935638,-95.37459,MN,0.48,,,MRO,MISO
66018,42.299,-71.804,MA,13.8,,,NPCC,ISNE
66019,40.472,-75.785,PA,69.0,,,RFC,PJM
66020,39.907271,-75.046925,NJ,26.4,,,RFC,PJM
66021,39.85853,-75.010346,NJ,26.4,,,RFC,PJM
66022,41.424123,-87.772832,IL,12.0,,,RFC,MISO
66023,32.7466,-116.9389,CA,21.0,,,WECC,CISO
66024,33.126562,-81.999369,GA,115.0,,,SERC,SOCO
66025,31.394022,-82.625047,GA,230.0,,,SERC,SOCO
66026,33.262,-82.178,GA,230.0,,,SERC,SOCO
66027,33.881462,-83.246677,GA,115.0,,,SERC,SOCO
66028,39.921831,-75.092539,NJ,26.4,,,RFC,PJM
66029,44.255814,-94.292855,MN,12.47,,,MRO,MISO
66030,45.4895,-92.8501,MN,13.8,,,MRO,MISO
66031,40.0274,-88.04693,IL,12.47,,,SERC,MISO
66032,38.75066,-88.50682,IL,12.47,,,SERC,MISO
66033,40.92402,-89.63196,IL,12.47,,,SERC,MISO
66034,42.83259,-73.84255,NY,13.2,,,NPCC,ISNE
66035,34.038735,-117.38485,CA,0.48,,,WECC,LDWP
66036,42.9994,-78.27517,NY,13.2,,,NPCC,ISNE
66037,43.00024,-78.26818,NY,13.2,,,NPCC,ISNE
66039,34.073555,-117.281419,CA,0.48,,,WECC,LDWP
66040,43.1191,-79.00705,NY,13.2,,,NPCC,ISNE
66041,43.13071,-75.41617,NY,13.2,,,NPCC,ISNE
66042,43.12887,-75.41637,NY,13.2,,,NPCC,ISNE
66043,44.94641,-70.52716,ME,34.5,,,NPCC,ISNE
66044,41.73836,-71.26739,RI,12.47,,,NPCC,ISNE
66045,41.73934,-71.26728,RI,12.47,,,NPCC,ISNE
66046,29.1779,-95.7612,TX,138.0,,,TRE,ERCO
66047,36.901441,-85.71203,KY,69.0,,,SERC,PJM
66048,43.1233,-89.5466,WI,34.0,,,MRO,MISO
66049,39.95526,-75.10218,NJ,5.0,,,RFC,PJM
66050,34.6864,-118.3045,CA,230.0,,,WECC,CISO
66052,42.101642,-77.701111,NY,115.0,,,NPCC,NYIS
66053,41.59413,-72.33131,CT,23.0,,,NPCC,ISNE
66054,40.67786,-84.18292,OH,345.0,,,RFC,PJM
66055,34.333898,-78.75281,NC,24.0,,,SERC,DUK
66059,44.856372,-89.654017,WI,115.0,,,MRO,MISO
66060,41.038723,-76.411021,PA,69.0,,,RFC,PJM
66061,42.30639,-78.070392,NY,34.5,,,NPCC,NYIS
66062,42.304408,-78.076676,NY,34.5,,,NPCC,NYIS
66063,42.301546,-78.074922,NY,34.5,,,NPCC,NYIS
66064,42.303015,-78.070922,NY,34.5,,,NPCC,NYIS
66065,42.449,-78.652,NY,34.5,,,NPCC,NYIS
66066,21.43026,-157.97794,HI,300.0,,,,HECO
66067,21.328403,-158.10521,HI,138.0,,,,HECO
66068,43.279547,-92.791272,IA,12.47,,,MRO,AECI
66069,41.548503,-83.578654,OH,0.48,,,RFC,PJM
66070,44.799686,-94.019972,MN,12.47,,,MRO,MISO
66072,45.628723,-94.614614,MN,12.47,,,MRO,MISO
66073,44.043674,-92.695198,MN,12.47,,,MRO,MISO
66074,41.66398,-73.97007,NY,13.2,,,NPCC,ISNE
66075,41.60169,-70.605,MA,22.8,,,NPCC,ISNE
66076,42.58617,-71.75287,MA,13.8,,,NPCC,ISNE
66077,42.58967,-73.13016,MA,13.8,,,NPCC,ISNE
66078,40.12078,-88.17688,IL,12.47,,,SERC,MISO
66079,40.12065,-88.17846,IL,12.47,,,SERC,MISO
66081,43.11064,-75.77579,NY,13.2,,,NPCC,ISNE
66082,42.02005,-89.36263,IL,34.5,,,NPCC,MISO
66083,42.06052,-88.5451,IL,12.47,,,SERC,MISO
66084,45.13828,-94.73714,MN,13.8,,,MRO,MISO
66085,42.28525,-89.09937,IL,12.47,,,SERC,MISO
66086,45.24368,-69.01552,ME,13.2,,,NPCC,ISNE
66087,44.48002,-70.16987,ME,12.47,,,NPCC,ISNE
66088,38.524531,-121.99531,CA,12.0,,,WECC,CISO
66089,40.535,-74.563,NJ,26.4,,,RFC,PJM
66093,40.170889,-89.895111,IL,138.0,,,SERC,MISO
66094,43.00008,-78.793752,NY,13.2,,,NPCC,NYIS
66095,37.361706,-108.524683,CO,12.5,,,WECC,WACM
66097,40.941757,-76.893549,PA,12.5,,,RFC,PJM
66098,36.270668,-115.046487,NV,0.5,,,WECC,NEVP
66099,35.967777,-115.14679,NV,115.0,,,WECC,NEVP
66100,44.2424,-69.7543,ME,13.2,,,NPCC,ISNE
66102,41.941,-84.035,MI,46.0,,,RFC,MISO
66103,42.516,-84.593,MI,46.0,,,RFC,MISO
66104,43.087,-83.567489,MI,46.0,,,RFC,MISO
66105,42.504888,-84.477,MI,46.0,,,RFC,MISO
66107,41.919,-83.996,MI,46.0,,,RFC,MISO
66108,42.970949,-84.158,MI,46.0,,,RFC,MISO
66109,41.942,-85.122,MI,46.0,,,RFC,MISO
66110,35.627731,-111.867942,AZ,500.0,,,WECC,SRP
66111,30.81981,-92.971755,LA,138.0,,,SERC,MISO
66112,35.668902,-91.187108,AR,161.0,,,SERC,MISO
66113,41.475678,-96.293089,NE,161.0,,,MRO,SWPP
66114,41.462794,-87.272852,IN,138.0,,,RFC,MISO
66115,37.45383,-77.95682,VA,24.5,,,SERC,PJM
66116,37.481141,-77.967885,VA,24.5,,,SERC,PJM
66117,37.99997,-79.56874,VA,24.5,,,SERC,PJM
66118,37.229858,-78.271286,VA,24.5,,,SERC,PJM
66119,37.52885,-77.95977,VA,24.5,,,SERC,PJM
66120,37.09028,-77.48346,VA,24.5,,,SERC,PJM
66121,37.18378,-78.81415,VA,24.5,,,SERC,PJM
66122,37.05622,-79.3051,VA,24.5,,,SERC,PJM
66123,29.0919,-96.09,TX,138.0,,,TRE,ERCO
66124,36.676484,-76.585876,VA,115.0,,,SERC,PJM
66125,32.7559,-111.5548,AZ,230.0,,,WECC,SRP
66126,42.507913,-73.83651,NY,34.5,,,NPCC,NYIS
66128,27.9788,-81.61015,FL,69.0,,,SERC,TEC
66129,27.955865,-82.201381,FL,69.0,,,SERC,TEC
66130,40.98985,-76.494233,PA,69.0,,,RFC,PJM
66131,38.935677,-87.141761,IN,138.0,,,RFC,MISO
66132,30.010255,-94.486313,TX,138.0,,,TRE,ERCO
66133,39.088731,-78.239904,VA,130.0,,,SERC,PJM
66135,47.2355,-68.6183,ME,34.5,,,NPCC,NBSO
66136,47.2779,-68.5713,ME,12.47,,,NPCC,NBSO
66137,29.350992,-100.562028,TX,115.0,,,TRE,ERCO
66138,41.055223,-86.713229,IN,34.5,,,RFC,PJM
66139,41.852228,-80.110333,PA,34.5,,,RFC,PJM
66140,41.614879,-83.557244,OH,6.9,,,RFC,PJM
66141,37.303925,-108.579549,CO,12.5,,,WECC,WACM
66142,33.788034,-118.295496,CA,0.5,,,WECC,CISO
66143,32.805901,-117.167738,CA,0.5,,,WECC,CISO
66144,38.3881,-112.9946,UT,12.5,,,WECC,WACM
66145,37.487027,-121.93942,CA,21.0,,,WECC,CISO
66146,34.099359,-118.29571,CA,4.2,,,WECC,CISO
66147,38.2245,-113.10542,UT,12.5,,,WECC,WACM
66148,34.173105,-118.590273,CA,4.2,,,WECC,CISO
66150,41.071199,-73.819205,NY,0.5,,,NPCC,NYIS
66151,42.376613,-71.080516,MA,13.8,,,NPCC,ISNE
66152,41.38151,-72.103214,CT,13.2,,,NPCC,ISNE
66155,36.589452,-100.803735,OK,115.0,,,MRO,SWPP
66156,39.815978,-97.431043,KS,345.0,,,MRO,SWPP
66157,29.159228,-96.141572,TX,345.0,,,TRE,ERCO
66159,37.319686,-89.525967,MO,34.5,,,SERC,MISO
66160,39.30953,-76.979147,MD,33.0,,,RFC,PJM
66162,39.309529,-76.979146,MD,33.0,,,RFC,PJM
66163,36.316748,-107.277627,NM,345.0,,,WECC,PNM
66165,44.620811,-70.189527,ME,12.5,,,NPCC,ISNE
66166,43.986404,-73.174874,VT,12.5,,,NPCC,ISNE
66167,33.943741,-116.661507,CA,115.0,,,WECC,CISO
66168,31.045676,-96.858633,TX,345.0,,,TRE,ERCO
66169,37.378286,-108.614935,CO,15.0,,,WECC,WACM
66170,31.233457,-102.308519,TX,138.0,,,TRE,ERCO
66171,31.697152,-82.764546,GA,230.0,,,SERC,SOCO
66172,31.87042,-84.03574,GA,230.0,,,SERC,SOCO
66173,32.193594,-82.538735,GA,115.0,,,SERC,SOCO
66174,44.3352,-69.8401,ME,12.47,,,NPCC,ISNE
66175,29.777,-91.736,LA,138.0,,,SERC,MISO
66176,41.90066,-74.027773,NY,13.2,,,NPCC,NYIS
66177,43.014985,-74.683403,NY,13.2,,,NPCC,NYIS
66178,42.0312,-97.48271,NE,34.5,,,MRO,WACM
66180,42.197564,-72.48015,MA,13.8,,,NPCC,ISNE
66181,42.284,-72.677,MA,22.86,,,NPCC,ISNE
66182,42.356,-72.479,MA,13.8,,,NPCC,ISNE
66183,46.789608,-106.002086,MT,500.0,,,WECC,NWMT
66184,46.818828,-106.194583,MT,500.0,,,WECC,NWMT
66185,35.914697,-89.784328,AR,161.0,,,SERC,MISO
66187,41.401253,-74.179076,NY,13.2,,,NPCC,NYIS
66188,36.657094,-119.585697,CA,12.0,,,WECC,CISO
66189,36.656664,-119.592219,CA,12.0,,,WECC,CISO
66190,31.549425,-84.048594,GA,12.4,,,SERC,SOCO
66191,38.748461,-88.546863,IL,138.0,,,SERC,MISO
66192,43.213889,-84.633056,MI,345.0,,,RFC,MISO
66193,32.575,-91.7884,LA,115.0,,,SERC,MISO
66195,40.313772,-98.960279,NE,69.0,,,MRO,SWPP
66196,41.817242,-80.092293,PA,34.5,,,RFC,PJM
66198,40.097108,-83.468688,OH,138.0,,,RFC,PJM
66199,30.911286,-84.22888,GA,29.14,14.4,,SERC,SOCO
66200,34.02783,-83.75747,GA,29.14,14.4,,SERC,SOCO
66201,41.860396,-72.722889,CT,0.48,,,NPCC,ISNE
66202,30.3185,-81.888284,FL,26.4,15.2,,SERC,JEA
66203,38.535,-77.097,MD,69.0,,,RFC,PJM
66205,33.69915,-84.678913,GA,25.0,,,SERC,SOCO
66206,42.9412,-74.372177,NY,13.2,,,NPCC,NYIS
66207,42.93404,-74.3782,NY,13.2,,,NPCC,NYIS
66208,38.015291,-121.017836,CA,230.0,,,WECC,CISO
66209,43.070426,-74.730767,NY,13.2,,,NPCC,NYIS
66210,42.209593,-73.995085,NY,34.5,,,NPCC,NYIS
66211,43.201698,-76.968078,NY,12.47,,,NPCC,NYIS
66212,42.85206,-76.8001,NY,12.5,,,NPCC,NYIS
66213,42.460556,-74.069444,NY,13.2,,,NPCC,NYIS
66214,42.027157,-77.582546,NY,34.5,,,NPCC,NYIS
66215,42.081843,-76.112885,NY,12.5,,,NPCC,NYIS
66216,31.0444,-96.8514,TX,345.0,,,TRE,ERCO
66217,42.944796,-76.790886,NY,34.5,,,NPCC,NYIS
66218,41.598889,-74.285833,NY,34.5,,,NPCC,NYIS
66219,42.35131,-78.848243,NY,34.5,,,NPCC,NYIS
66220,42.979546,-74.275082,NY,13.2,,,NPCC,NYIS
66221,43.021133,-77.7068,NY,12.47,,,NPCC,NYIS
66222,41.900186,-74.024392,NY,13.2,,,NPCC,NYIS
66223,41.33695,-74.55504,NY,13.2,,,NPCC,NYIS
66224,41.892424,-74.093599,NY,13.2,,,NPCC,NYIS
66225,42.552187,-77.967989,NY,34.5,,,NPCC,NYIS
66226,43.205594,-75.382968,NY,13.2,,,NPCC,NYIS
66227,41.743505,-74.514615,NY,13.2,,,NPCC,NYIS
66228,41.741126,-73.882065,NY,13.2,,,NPCC,NYIS
66229,42.947327,-76.785599,NY,34.5,,,NPCC,NYIS
66230,42.740808,-77.072419,NY,34.5,,,NPCC,NYIS
66231,41.682259,-74.876541,NY,12.47,,,NPCC,NYIS
66232,41.535043,-74.322869,NY,13.2,,,NPCC,NYIS
66233,42.192559,-76.259349,NY,34.5,,,NPCC,NYIS
66234,43.017211,-77.798702,NY,13.2,,,NPCC,NYIS
66235,43.015501,-77.798643,NY,13.2,,,NPCC,NYIS
66236,42.358381,-77.304225,NY,34.5,,,NPCC,NYIS
66237,35.478126,-80.300126,NC,100.0,,,SERC,DUK
66238,41.364556,-84.843806,IN,138.0,,,RFC,PJM
66239,32.550998,-89.730141,MS,115.0,,,SERC,MISO
66240,32.550998,-90.009684,MS,230.0,,,SERC,MISO
66242,33.668,-117.383,CA,14.2,,,WECC,CISO
66243,44.050556,-70.307056,ME,34.5,,,NPCC,ISNE
66244,44.528235,-69.69731,ME,12.47,,,NPCC,ISNE
66245,44.15792,-70.197138,ME,12.47,,,NPCC,ISNE
66246,44.061033,-70.153695,ME,12.47,,,NPCC,ISNE
66247,38.663372,-107.996652,CO,12.0,,,WECC,PSCO
66248,33.96895,-96.434611,OK,12.5,,,MRO,SWPP
66249,41.091714,-84.274371,OH,69.0,,,RFC,PJM
66250,41.092297,-84.725702,OH,69.0,,,RFC,PJM
66256,44.191729,-75.060901,NY,23.0,,,NPCC,NYIS
66258,43.191807,-75.185477,NY,13.2,,,NPCC,NYIS
66259,43.267674,-78.399539,NY,13.2,,,NPCC,NYIS
66261,41.466,-83.367,OH,34.5,,,RFC,PJM
66262,29.39,-95.78,TX,345.0,,,TRE,ERCO
66263,32.86097,-111.59191,AZ,230.0,,,WECC,SRP
66264,39.613744,-85.654657,IN,345.0,,,RFC,MISO
66265,32.70363,-117.04981,CA,12.0,,,WECC,CISO
66266,32.825604,-117.183245,CA,12.0,,,WECC,CISO
66267,41.88605,-112.18171,UT,138.0,,,WECC,WAUW
66268,41.8889,-72.549,CT,115.0,,,NPCC,ISNE
66269,40.055556,-85.126633,IN,345.0,,,RFC,PJM
66270,37.40035,-121.16284,CA,230.0,,,WECC,CISO
66271,39.46647,-107.234767,CO,24.9,,,WECC,PSCO
66272,42.55,-79.15,NY,12.0,,,NPCC,NYIS
66273,43.2,-76.12,NY,12.5,,,NPCC,NYIS
66274,43.160278,-76.283611,NY,13.0,,,NPCC,NYIS
66275,43.37,-76.464722,NY,12.0,,,NPCC,NYIS
66276,39.263611,-77.833412,WV,115.0,,,RFC,PJM
66278,32.81638,-117.08891,CA,12.0,,,WECC,CISO
66279,32.66184,-116.2734,CA,12.47,,,WECC,CISO
66280,33.357667,-117.111661,CA,12.0,,,WECC,CISO
66281,33.207233,-117.252822,CA,12.0,,,WECC,CISO
66282,35.256256,-91.340186,AR,161.0,,,SERC,MISO
66283,44.7821,-68.5201,ME,115.0,,,NPCC,ISNE
66285,34.020478,-117.332383,CA,115.0,,,WECC,CISO
66286,32.692425,-117.136648,CA,230.0,,,WECC,CISO
66287,35.3709,-106.854,NM,115.0,,,WECC,PNM
66293,29.420076,-98.572102,TX,138.0,,,TRE,ERCO
66294,29.325033,-100.391847,TX,138.0,,,TRE,ERCO
66295,29.225956,-99.700281,TX,138.0,,,TRE,ERCO
66296,29.21997,-99.746383,TX,138.0,,,TRE,ERCO
66297,33.00659,-99.60541,TX,138.0,,,TRE,ERCO
66298,33.00659,-99.60541,TX,138.0,,,TRE,ERCO
66300,31.234,-102.309,TX,138.0,,,TRE,ERCO
66301,28.430335,-97.452375,TX,345.0,,,TRE,ERCO
66302,28.430335,-97.452375,TX,345.0,,,TRE,ERCO
66303,31.249523,-102.300197,TX,138.0,,,TRE,ERCO
66304,29.225807,-99.699053,TX,138.0,,,TRE,ERCO
66305,29.225889,-99.699145,TX,138.0,,,TRE,ERCO
66306,29.22574,-99.699154,TX,138.0,,,TRE,ERCO
66309,29.225768,-99.699129,TX,138.0,,,TRE,ERCO
66310,29.409669,-95.73405,TX,345.0,,,TRE,ERCO
66311,42.985176,-83.976384,MI,42.0,,,RFC,MISO
66312,37.04,-78.58,VA,115.0,,,SERC,PJM
66313,37.89,-76.54,VA,115.0,,,SERC,PJM
66314,37.86,-76.56,VA,115.0,,,SERC,PJM
66315,36.816641,-78.69262,VA,115.0,,,SERC,PJM
66316,38.28775,-77.840046,VA,115.0,,,SERC,PJM
66317,42.117417,-72.223472,MA,13.2,,,NPCC,ISNE
66318,42.191583,-72.109389,MA,13.2,,,NPCC,ISNE
66320,42.20618,-71.73999,MA,13.8,,,NPCC,ISNE
66321,33.268,-99.468,TX,345.0,,,TRE,ERCO
66322,43.46,-76.464722,NY,13.0,,,NPCC,NYIS
66323,33.182414,-99.389888,TX,345.0,,,TRE,ERCO
66324,32.18398,-97.07141,TX,345.0,,,TRE,ERCO
66325,43.35151,-116.6621,ID,34.5,,,WECC,IPCO
66326,42.908446,-115.181316,ID,138.0,,,WECC,IPCO
66327,43.17756,-115.71671,ID,34.5,,,WECC,IPCO
66328,42.57156,-114.595101,ID,12.47,,,WECC,IPCO
66329,43.372252,-116.560917,ID,12.47,,,WECC,IPCO
66330,44.24753,-116.98534,ID,12.47,,,WECC,IPCO
66331,36.835981,-120.3205,CA,12.0,,,WECC,CISO
66332,35.769028,-119.868469,CA,12.0,,,WECC,CISO
66333,33.35898,-111.83111,AZ,230.0,,,WECC,SRP
66334,33.410802,-112.3138,AZ,230.0,,,WECC,SRP
66335,29.875,-97.807,TX,345.0,,,TRE,ERCO
66336,30.924381,-102.953583,TX,138.0,,,TRE,ERCO
66337,31.09828,-96.66368,TX,138.0,,,TRE,ERCO
66338,29.646811,-95.450539,TX,138.0,,,TRE,ERCO
66339,46.39096,-94.14054,MN,34.5,,,MRO,MISO
66340,42.956886,-123.261781,OR,12.0,,,WECC,PACW
66341,33.433264,-95.574442,TX,138.0,,,TRE,ERCO
66342,32.160767,-96.195272,TX,138.0,,,TRE,ERCO
66343,41.037,-89.227,IL,345.0,,,SERC,PJM
66344,32.388399,-81.820552,GA,12.0,,,SERC,SOCO
66345,34.983948,-79.276705,NC,12.0,,,SERC,DUK
66346,32.387793,-81.816029,GA,12.0,,,SERC,SOCO
66349,44.487289,-121.249736,OR,12.47,,,WECC,BPAT
66350,33.318438,-82.082942,GA,12.47,,,SERC,SOCO
66351,44.629783,-123.021292,OR,20.0,,,WECC,BPAT
66352,35.97964,-80.45767,NC,12.47,,,SERC,DUK
66353,32.93,-84.28,GA,12.0,,,SERC,SOCO
66354,45.101889,-123.409189,OR,13.0,,,WECC,PGE
66355,45.028153,-123.096858,OR,13.0,,,WECC,PGE
66356,35.27917,-78.3704,NC,22.86,,,SERC,DUK
66357,36.066269,-115.775139,NV,230.0,,,WECC,NEVP
66358,36.523774,-78.285361,NC,115.0,,,SERC,CPLE
66359,41.04422,-84.509809,OH,138.0,,,RFC,PJM
66360,44.656306,-75.497111,NY,13.2,,,NPCC,NYIS
66361,44.656306,-75.498444,NY,13.2,,,NPCC,NYIS
66362,35.263748,-77.799041,NC,230.0,,,SERC,DUK
66363,35.050032,-77.152182,NC,230.0,,,SERC,DUK
66364,41.39915,-79.39588,PA,34.5,,,RFC,PJM
66365,42.0131,-80.30728,PA,34.5,,,RFC,PJM
66366,40.0652,-85.53668,IN,12.47,,,RFC,MISO
66367,39.8136,-84.95814,IN,13.8,,,RFC,PJM
66368,45.418564,-122.277905,OR,28.03,,,WECC,PGE
66369,34.962,-90.184,MS,230.0,,,SERC,MISO
66370,44.587076,-69.550822,ME,12.47,,,NPCC,ISNE
66371,36.51703,-79.709226,NC,12.47,,,SERC,DUK
66372,34.98247,-78.319062,NC,22.86,,,SERC,DUK
66373,34.922572,-79.654447,NC,22.86,,,SERC,CPLE
66374,34.974485,-79.991608,NC,22.86,,,SERC,CPLE
66375,36.455422,-77.885106,NC,22.86,,,SERC,CPLE
66376,35.22732,-78.03749,NC,22.86,,,SERC,CPLE
66377,34.862599,-79.140714,NC,22.86,,,SERC,DUK
66378,45.392661,-122.342658,OR,13.0,,,WECC,PGE
66380,43.134,-77.38,NY,12.47,,,NPCC,NYIS
66381,43.897,-69.947,ME,12.0,,,NPCC,ISNE
66382,35.623627,-80.159722,NC,100.0,,,SERC,DUK
66383,36.484574,-79.133112,NC,230.0,,,SERC,DUK
66384,46.52884,-119.97922,WA,115.0,,,WECC,BPAT
66385,35.145344,-78.159632,NC,230.0,,,SERC,DUK
66386,43.22669,-78.288023,NY,13.2,,,NPCC,NYIS
66387,43.472383,-76.340961,NY,13.2,,,SERC,NYIS
66388,43.193134,-75.427581,NY,13.2,,,NPCC,NYIS
66389,42.305798,-85.03225,MI,138.0,,,RFC,MISO
66390,33.639193,-95.629049,TX,138.0,,,TRE,ERCO
66391,31.900218,-97.01642,TX,115.0,,,TRE,ERCO
