substation_id,generator_ids,lat,lng,total_capacity_mw,num_generators,fuel_type
33,BTCON;TXIM1;EIFEL,33.50996876908023,-95.59317184700231,562.1,3,SOLAR
34,WOTP1;TAYG2;BRLA;ROSEK,31.148607773279352,-103.3210775708502,494.0,4,SOLAR
35,STG;ENG09;ENG10;ENG11;ENG12;ENG01;ENG02;ENG03;ENG04;ENG05;ENG06;ENG07;ENG08,27.256150472600073,-98.5326053124757,491.4,13,NATURAL_GAS
36,WTG;MES;WT,26.597923333333334,-98.85112833333334,453.6,3,WIND
37,IPTTN;IPAGN,31.708585906976747,-104.45150362790697,447.2,2,SOLAR
38,OCIA5;ELARA;HRZNS,28.98552694357077,-99.27009343663276,432.4,3,SOLAR
39,620;621;622;GN410;GT-3;ST-5,31.84809324869656,-100.41613472158498,405.8,6,NATURAL_GAS
40,FWSOL,30.998647,-97.259017,355.4,1,SOLAR
41,IPRAD,31.5481,-99.1872,320.0,1,SOLAR
42,HEL,28.621959,-97.937625,268.2,1,WIND
43,UNT1;UNT2B,35.69570000000001,-101.36,243.9,2,NATURAL_GAS
44,77777,34.380532,-100.099625,240.0,1,SOLAR
45,785;H0951;H0952;H0953;H0954;CATER;HOLCO,28.413611664859985,-99.73248867253837,221.4,7,MIXED
46,20;KOV4A,27.62452823809524,-99.23816866666668,210.0,2,SOLAR
47,SPUT,33.004305,-96.075913,190.0,1,OTHER
48,9A;10A;11A;2A;3A;4A;6A;7A;8A;12A;13A;14A;15A;16A;17A;18A;19A;21A;22A;23A;24A,28.927499999999988,-99.0919,176.40000000000003,21,NATURAL_GAS
49,375;DILEO,31.755599183197198,-97.9205828471412,171.4,2,SOLAR
50,WND1;LP2;WND1,35.4178831536643,-101.57637288652482,139.1,3,WIND
51,ANA,29.234722,-100.209167,99.8,1,WIND
52,GEN5;H0573;H0571;H0572;H0691;H0692;H0693;H0694;FR6;HCCB1;HCCB2;HCCB3;HCCB4;HCCB5;HCCB6;HCCB7;HCCB8,27.899227071298004,-97.44081804021938,97.2,17,NATURAL_GAS
53,BA,32.308524,-99.164198,71.5,1,OTHER
54,SMTR1;SMTR2;LOPE;ZPT1;ZPT2,26.669439509054325,-99.0661723661972,49.7,5,OTHER
55,WBSS,34.299,-99.399,30.0,1,OTHER
56,CS;NIAGS;FLPS1;FLPS2;FLPS6;FLPS7;FLPS3;FLPS4;FLPS5,29.123202424657535,-97.9117368127854,21.9,9,SOLAR
57,PBL1;PBL2,28.678934999999996,-100.463708,19.8,2,OTHER
58,NEW1;IMPV1,31.94160588888889,-106.38114266666668,13.5,2,SOLAR
59,PRU,27.8175,-97.4814,12.0,1,OTHER_RENEWABLE
60,12001,26.88913,-98.233324,10.0,1,SOLAR
61,SCRWB,31.821423,-104.045071,9.9,1,OTHER
62,S-1,33.695594,-101.970718,4.4,1,SOLAR
