GEN,UnitOnT0State,PowerGeneratedT0
DEC_AGR_B,24,5.65
DEC_AGR_C,24,5.65
DEC_AGR_D,24,5.65
ECEC_G1,24,18.1
ECEC_G2,24,18.1
ETCCS_CT1,24,78.0
ETCCS_UNIT1,24,42.0
AZ_AZ_G1,24,4.0
AZ_AZ_G2,24,4.0
AZ_AZ_G3,24,4.0
AZ_AZ_G4,24,4.0
FERGCC_FERGGT1,24,55.59
FERGCC_FERGGT2,24,55.59
FERGCC_FERGST1,24,61.2
FRNYPP_GT11,24,59.01
FRNYPP_GT12,24,59.01
FRNYPP_GT13,24,59.01
FRNYPP_GT21,24,59.01
FRNYPP_GT22,24,59.01
FRNYPP_GT23,24,59.01
FRNYPP_ST10,24,126.6
FRNYPP_ST20,24,126.6
FREC_GT1,24,53.82
FREC_GT2,24,53.82
FREC_GT4,24,53.82
FREC_GT5,24,53.82
FREC_ST3,24,57.21
FREC_ST6,24,57.21
FEGC_UNIT1,24,12.9
FRONT_EC_CT1,24,53.1
FRONT_EC_CT2,24,53.1
FRONT_EC_ST,24,55.35
GRSES_UNIT1,24,71.7
GRSES_UNIT2,24,117.0
GBY_GBYGT73,24,7.2
GBY_GBYGT74,24,7.2
GBY_GBYGT81,24,7.2
GBY_GBYGT82,24,7.2
GBY_GBYGT83,24,7.2
GBY_GBYGT84,24,7.2
STEAM_ENGINE_1,24,0.84
STEAM_ENGINE_2,24,0.84
STEAM_ENGINE_3,24,0.84
LGE_LGE_GT1,24,55.5
LGE_LGE_GT2,24,55.5
LGE_LGE_STG,24,30.0
GUADG_GAS1,24,54.3
GUADG_GAS2,24,54.3
GUADG_GAS3,24,54.3
GUADG_GAS4,24,54.3
GUADG_STM5,24,61.2
GUADG_STM6,24,61.2
HLSES_UNIT3,24,118.5
HLSES_UNIT4,24,130.5
HLSES_UNIT5,24,130.5
HAYSEN_HAYSENG1,24,72.6
HAYSEN_HAYSENG2,24,72.6
HAYSEN_HAYSENG3,24,75.6
HAYSEN_HAYSENG4,24,75.6
DUKE_DUKE_GT1,24,52.98
DUKE_DUKE_GT2,24,52.98
DUKE_DUKE_ST1,24,59.43
JACKCNTY_CT1,24,59.67
JACKCNTY_CT2,24,59.67
JCKCNTY2_CT3,24,59.67
JCKCNTY2_CT4,24,59.67
JACKCNTY_STG,24,96.18
JCKCNTY2_ST2,24,96.18
TEN_CT1,24,55.5
TEN_STG,24,32.1
LHSES_UNIT1,24,119.1
LHSES_UNIT2A,24,159.3
LPCCS_CT11,24,55.8
LPCCS_CT12,24,55.8
LPCCS_CT21,24,55.8
LPCCS_CT22,24,55.8
LPCCS_UNIT1,24,64.8
LPCCS_UNIT2,24,64.8
LARDVFTN_G4,24,9.85
LARDVFTN_G5,24,9.85
LEON_CRK_LCPCT1,24,4.8
LEON_CRK_LCPCT2,24,4.8
LEON_CRK_LCPCT3,24,4.8
LEON_CRK_LCPCT4,24,4.8
LIG_UNIT1,24,6.05
LIG_UNIT2,24,6.05
LOSTPI_LOSTPGT1,24,60.75
LOSTPI_LOSTPGT2,24,60.75
LOSTPI_LOSTPST1,24,61.2
NEDIN_NEDIN_G1,24,80.07
NEDIN_NEDIN_G2,24,80.07
NEDIN_NEDIN_G3,24,77.52
MDANP_CT1,24,77.4
MDANP_CT2,24,76.8
MDANP_CT3,24,76.5
MDANP_CT4,24,77.4
MDANP_CT5,24,82.8
MDANP_CT6,24,83.4
MGSES_CT1,24,8.94
MGSES_CT2,24,8.94
MGSES_CT3,24,8.94
MGSES_CT4,24,8.94
MGSES_CT5,24,8.94
MGSES_CT6,24,8.94
MCSES_UNIT6,24,36.6
MCSES_UNIT7,24,35.4
MCSES_UNIT8,24,170.4
NUECES_B_NUECESG8,24,56.88
NUECES_B_NUECESG9,24,56.88
NUECES_B_NUECESG7,24,105.3
CALAVERS_OWS1,24,133.5
CALAVERS_OWS2,24,130.5
OECCS_CT11,24,58.56
OECCS_CT12,24,56.73
OECCS_CT21,24,58.56
OECCS_CT22,24,56.73
OECCS_UNIT1,24,67.2
OECCS_UNIT2,24,67.2
VICTPRT2_UNIT1,24,6.05
VICTPRT2_UNIT2,24,6.05
PANDA_S_SHER1CT1,24,69.6
PANDA_S_SHER1CT2,24,69.6
PANDA_S_SHER1ST1,24,105.93
PANDA_T1_TMPL1CT1,24,69.6
PANDA_T1_TMPL1CT2,24,69.6
PANDA_T1_TMPL1ST1,24,105.93
PANDA_T2_TMPL2CT1,24,69.6
PANDA_T2_TMPL2CT2,24,69.6
PANDA_T2_TMPL2ST1,24,105.93
TNSKA_GT1,24,27.27
TNSKA_GT2,24,27.27
TNSKA_STG,24,27.0
PSG_PSG_GT2,24,64.53
PSG_PSG_GT3,24,64.53
PSG_PSG_ST2,24,58.65
PEARSAL2_AGR_A,24,5.06
PEARSAL2_AGR_B,24,5.06
PEARSAL2_AGR_C,24,5.06
PEARSAL2_AGR_D,24,5.06
PB2SES_CT1,24,8.94
PB2SES_CT2,24,8.94
PB2SES_CT3,24,8.94
PB2SES_CT4,24,8.94
PB2SES_CT5,24,8.94
PRO_UNIT1,24,6.05
PRO_UNIT2,24,6.05
PRO_UNIT3,24,6.05
PRO_UNIT4,24,6.05
PRO_UNIT5,24,6.05
PRO_UNIT6,24,6.05
PRO_UNIT7,24,6.05
PRO_UNIT8,24,6.05
BAC_CTG1,24,6.5
BAC_CTG2,24,6.5
BAC_CTG3,24,6.5
BAC_CTG4,24,6.5
BAC_CTG5,24,6.5
BAC_CTG6,24,6.5
STEAM1A_STEAM_1,24,5.64
STEAM_STEAM_2,24,7.5
STEAM_STEAM_3,24,12.96
QALSW_GT1,24,27.18
QALSW_GT2,24,27.18
QALSW_GT3,24,27.18
QALSW_GT4,24,27.18
QALSW_STG1,24,29.43
QALSW_STG2,24,29.43
MIL_MILLERG4,24,11.6
MIL_MILLERG5,24,11.6
MIL_MILLERG1,24,22.5
MIL_MILLERG2,24,36.0
MIL_MILLERG3,24,64.8
OLINGR_OLING_4,24,9.5
OLINGR_OLING_2,24,34.08
OLINGR_OLING_3,24,46.98
RAB_UNIT1,24,6.05
RAB_UNIT2,24,6.05
RAB_UNIT3,24,6.05
RAB_UNIT4,24,6.05
RAB_UNIT5,24,6.05
RAB_UNIT6,24,6.05
RAB_UNIT7,24,6.05
RAB_UNIT8,24,6.05
REDGATE_AGR_A,24,5.63
REDGATE_AGR_B,24,5.63
REDGATE_AGR_C,24,5.63
REDGATE_AGR_D,24,5.63
JAD_UNIT1,24,6.05
JAD_UNIT2,24,6.05
JAD_UNIT3,24,6.05
JAD_UNIT4,24,6.05
JAD_UNIT5,24,6.05
JAD_UNIT6,24,6.05
JAD_UNIT7,24,6.05
JAD_UNIT8,24,6.05
RIONOG_CT1,24,60.9
RIONOG_CT2,24,60.9
RIONOG_CT3,24,60.9
RIONOG_ST1,24,111.96
RAYBURN_RAYBURG7,24,18.15
RAYBURN_RAYBURG8,24,18.15
RAYBURN_RAYBURG9,24,18.15
RAYBURN_RAYBURG10,24,12.6
SJS_SJS_G1,24,8.82
SJS_SJS_G2,24,8.82
SANDHSYD_SH1,24,6.05
SANDHSYD_SH2,24,6.05
SANDHSYD_SH3,24,6.05
SANDHSYD_SH4,24,6.05
SANDHSYD_SH_5A,24,59.67
SANDHSYD_SH6,24,6.05
SANDHSYD_SH7,24,6.05
SANDHSYD_SH_5C,24,57.3
SILASRAY_SILAS_10,24,6.05
SILASRAY_SILAS_9,24,15.0
SILASRAY_SILAS_6,24,7.5
GIDEON_GIDEONG1,24,40.8
GIDEON_GIDEONG2,24,40.8
GIDEON_GIDEONG3,24,105.3
SKY1_SKY1A,24,2.67
SKY1_SKY1B,24,2.67
SPNCER_SPNCE_4,24,18.3
SPNCER_SPNCE_5,24,19.5
SCSES_UNIT1A,24,53.1
SCSES_UNIT2,24,150.6
THW_THWGT_1,24,1.63
THW_THWGT31,24,15.39
THW_THWGT32,24,15.39
THW_THWGT33,24,15.39
THW_THWGT34,24,15.39
THW_THWGT41,24,15.39
THW_THWGT42,24,15.39
THW_THWGT43,24,18.6
THW_THWGT44,24,18.6
THW_THWGT51,24,8.5
THW_THWGT52,24,8.5
THW_THWGT53,24,8.5
THW_THWGT54,24,8.5
THW_THWGT55,24,8.5
THW_THWGT56,24,8.5
THW_THWST_3,24,33.93
THW_THWST_4,24,33.93
TXCTY_CTA,24,38.73
TXCTY_CTB,24,38.73
TXCTY_CTC,24,38.73
TXCTY_ST,24,43.11
TGS_GT01,24,9.4
TIMPP_AGR1,24,3.77
TIMPP_AGR2,24,5.65
TIMPP_AGR3,24,3.77
TIMPP_AGR4,24,5.65
TRSES_UNIT6,24,71.7
TOPAZ_UNIT1,24,6.05
TOPAZ_UNIT2,24,6.05
TOPAZ_UNIT3,24,6.05
TOPAZ_UNIT4,24,6.05
TOPAZ_UNIT5,24,6.05
TOPAZ_UNIT6,24,6.05
TOPAZ_UNIT7,24,6.05
TOPAZ_UNIT8,24,6.05
TOPAZ_UNIT9,24,6.05
TOPAZ_UNIT10,24,6.05
BRAUNIG_VHB6CT5,24,6.45
BRAUNIG_VHB6CT6,24,6.45
BRAUNIG_VHB6CT7,24,6.45
BRAUNIG_VHB6CT8,24,6.45
CITYVICT_CTG01,24,6.05
CITYVICT_CTG02,24,6.05
VICTPORT_CTG01,24,6.05
VICTPORT_CTG02,24,6.05
VICTORIA_VICTORG6,24,59.07
VICTORIA_VICTORG5,24,54.06
WAP_WAPGT_1,24,1.63
WAP_WAP_G1,24,56.37
WAP_WAP_G2,24,56.37
WAP_WAP_G3,24,89.76
WAP_WAP_G4,24,174.15
WFCOGEN_UNIT1,24,6.0
WFCOGEN_UNIT2,24,6.0
WFCOGEN_UNIT3,24,6.0
WIPOPA_WPP_G1,24,6.05
WIPOPA_WPP_G2,24,6.05
WIPOPA_WPP_G3,24,6.05
WIPOPA_WPP_G4,24,6.05
WCPP_CT1,24,82.5
WCPP_CT2,24,82.5
WCPP_ST1,24,89.4
WHCCS_CT1,24,79.35
WHCCS_CT2,24,79.35
WHCCS_STG,24,90.0
WHCCS2_CT4,24,108.0
WHCCS2_CT5,24,108.0
WHCCS2_STG6,24,153.36
NACPW_UNIT1,24,23.3
HBR_2UNITS,24,0.64
TRIRA_1UNIT,24,0.8
78252_4UNITS,24,0.84
SPRIN_4UNITS,24,1.28
FREIH_2UNITS,24,0.64
WSTHL_3UNITS,24,0.96
FEGC_CTG2,24,4.79
FEGC_CTG3,24,4.79
FEGC_CTG4,24,4.79
OLNEYTN_AGR1,24,1.0
AMISTAD_AMISTAG1,24,3.79
AMISTAD_AMISTAG2,24,3.79
AUSTPL_AUSTING1,24,0.9
AUSTPL_AUSTING2,24,0.9
BUCHAN_BUCHANG1,24,1.83
BUCHAN_BUCHANG2,24,1.83
BUCHAN_BUCHANG3,24,1.83
DNDAM_DENISOG1,24,5.08
DNDAM_DENISOG2,24,5.08
EAGLE_HY_EAGLE_HY1,24,0.96
FALCON_FALCONG1,24,1.2
FALCON_FALCONG2,24,1.2
FALCON_FALCONG3,24,1.2
WIRTZ_WIRTZ_G1,24,2.9
WIRTZ_WIRTZ_G2,24,2.9
CANYHY_CANYHYG1,24,0.6
INKSDA_INKS_G1,24,1.5
MARBFA_MARBFAG1,24,2.1
MARBFA_MARBFAG2,24,2.0
MARSFO_MARSFOG1,24,3.6
MARSFO_MARSFOG2,24,3.6
MARSFO_MARSFOG3,24,3.6
WND_WHITNEY1,24,2.2
WND_WHITNEY2,24,2.2
AEEC_ANTLP_1,24,5.6
AEEC_ANTLP_2,24,5.6
AEEC_ANTLP_3,24,5.6
AEEC_ELK_1,24,20.2
AEEC_ELK_2,24,20.2
AEEC_ELK_3,24,20.2
FTR_FTR_G1,24,55.5
FTR_FTR_G2,24,55.5
FTR_FTR_G3,24,55.5
FTR_FTR_G4,24,120.0
TGCCS_CT1,24,53.7
TGCCS_CT2,24,53.7
TGCCS_CT3,24,53.7
TGCCS_UNIT4,24,120.0
KMCHI_1CT101,24,55.5
KMCHI_1CT201,24,55.5
KMCHI_1ST,24,99.0
KMCHI_2CT101,24,55.5
KMCHI_2CT201,24,55.5
KMCHI_2ST,24,99.0
AGUAYO_UNIT1,1,193.5
AMADEUS1_UNIT1,1,36.7
AMADEUS1_UNIT2,1,35.8
AMADEUS2_UNIT3,1,177.7
ANACACHO_ANA,1,99.8
ANCHOR_WIND2,1,98.9
ANCHOR_WIND3,1,90.0
ANCHOR_WIND4,1,38.7
ANCHOR_WIND5,1,19.3
APOGEE_UNIT1,1,25.0
APOGEE_UNIT2,1,14.0
APOGEE_UNIT3,1,30.2
APOGEE_UNIT4,1,115.0
APOGEE_UNIT5,1,110.0
APOGEE_UNIT6,1,24.0
APOGEE_UNIT7,1,75.0
APPALOSA_UNIT1,1,157.9
APPALOSA_UNIT2,1,13.9
AQUILLA_U1_23,1,13.9
AQUILLA_U1_28,1,135.4
AQUILLA_U2_23,1,7.0
AQUILLA_U2_28,1,143.8
AVIATOR_UNIT1,1,180.1
AVIATOR_UNIT2,1,145.6
DEWOLF_UNIT1,1,199.3
BLACKJAK_UNIT1,1,120.0
BLACKJAK_UNIT2,1,120.0
BAFFIN_UNIT1,1,100.0
BAFFIN_UNIT2,1,102.0
BARROW_UNIT1,1,90.2
BARROW_UNIT2,1,70.5
BRTSW_BCW1,1,120.0
BLSUMMIT_BLSMT1_5,1,132.8
BLSUMMIT_BLSMT1_6,1,7.0
BLSUMMIT_UNIT2_25,1,92.5
BLSUMMIT_UNIT2_17,1,6.9
BLSUMIT3_UNIT_17,1,13.7
BLSUMIT3_UNIT_25,1,186.5
BCATWIND_WIND_1,1,162.0
BRISCOE_WIND,1,149.9
BBREEZE_UNIT1,1,120.0
BBREEZE_UNIT2,1,108.0
BUCKTHRN_UNIT1,1,44.9
BUCKTHRN_UNIT2,1,55.7
BUFF_GAP_UNIT1,1,120.6
BUFF_GAP_UNIT2_1,1,115.5
BUFF_GAP_UNIT2_2,1,117.0
BUFF_GAP_UNIT3,1,170.2
BULLCRK_WND1,1,89.0
BULLCRK_WND2,1,91.0
CABEZON_WIND1,1,115.2
CABEZON_WIND2,1,122.4
CFLATS_U1,1,148.4
CALLAHAN_WND1,1,123.1
CAMWIND_UNIT1,1,165.0
CSEC_CSECG1,1,134.4
CSEC_CSECG2,1,123.6
CN_BRKS_UNIT_1,1,210.1
CAPRIDGE_CR1,1,231.7
CAPRIDGE_CR2,1,149.5
CAPRIDGE_CR3,1,200.9
CAPRIDG4_CR4,1,121.5
CEDROHIL_CHW1,1,79.4
CEDROHIL_CHW2,1,78.0
CHALUPA_UNIT1,1,173.3
CHAMPION_UNIT1,1,97.5
CHAMPION_UNIT2,1,18.1
CHAMPION_UNIT3,1,9.0
SANTACRU_UNIT1,1,150.6
SANTACRU_UNIT2,1,98.4
COTPLNS_COTTONPL,1,50.4
CRANELL_UNIT1,1,220.0
CRAWFISH_UNIT1,1,163.2
DERMOTT_UNIT1,1,126.5
DERMOTT_UNIT2,1,126.5
DSKYWND1_UNIT_1A,1,65.8
DSKYWND2_UNIT_2A,1,65.8
DSKYWND1_UNIT_1B,1,23.9
DSKYWND2_UNIT_2B,1,14.7
GRANDVW1_COLA,1,100.2
GRANDVW1_COLB,1,100.2
EL_RAYO_UNIT1,1,101.2
EL_RAYO_UNIT2,1,99.0
ELB_ELBCREEK,1,121.9
DIGBY_UNIT1,1,101.3
DIGBY_UNIT2,1,134.3
ALGODON_UNIT1,1,171.6
ALGODON_UNIT2,1,28.6
CHALUPA_UNIT2,1,25.2
ASTRA_UNIT1,1,163.2
FTWIND_UNIT_1,1,200.0
FLUVANNA_UNIT1,1,79.8
FLUVANNA_UNIT2,1,75.6
FOARDCTY_UNIT1,1,186.5
FOARDCTY_UNIT2,1,163.8
MCDLD_FCW1,1,125.2
GOAT_GOATWIND,1,80.0
GOAT_GOATWIN2,1,69.6
GWEC_GWEC_G1,1,148.6
GOODNIT1_UNIT1,1,121.0
GOODNIT1_UNIT2,1,137.1
GOPHER_UNIT1,1,82.0
GOPHER_UNIT2,1,76.0
GRANDVW1_GV1A,1,107.4
GRANDVW1_GV1B,1,103.8
BRAZ_WND_BRAZ_WND1,1,120.0
BRAZ_WND_BRAZ_WND2,1,62.4
GPASTURE_WIND_I,1,150.0
GRIF_TRL_UNIT1,1,98.7
GRIF_TRL_UNIT2,1,126.9
TGW_T1,1,141.6
TGW_T2,1,141.6
GUNMTN_G1,1,119.9
HWF_HWFG1,1,165.6
HART_WND_UNIT1,1,163.4
HRFDWIND_WIND_G,1,99.9
HRFDWIND_WIND_V,1,100.0
HICKMAN_G1,1,152.5
HICKMAN_G2,1,147.5
MIRASOLE_MIR11,1,52.0
MIRASOLE_MIR12,1,98.0
MIRASOLE_MIR21,1,100.0
MIRASOLE_MIR13,1,50.4
HI_LONE_WGR1A,1,46.0
HI_LONE_WGR1B,1,52.0
HI_LONE_WGR1C,1,25.3
HI_LONE_WGR2,1,122.5
HI_LONE_WGR2A,1,25.3
HI_LONE_WGR3,1,127.6
HI_LONE_WGR4,1,101.6
HORSECRK_UNIT1,1,134.8
HORSECRK_UNIT2,1,101.7
HHGT_HHOLLOW1,1,213.0
HHGT_HHOLLOW2,1,184.0
HHGT_HHOLLOW3,1,223.5
HHGT_HHOLLOW4,1,115.0
INDL_INADALE1,1,95.0
INDL_INADALE2,1,102.0
INDNNWP_INDNNWP2,1,90.4
INRT_W_UNIT1,1,67.7
INRT_W_UNIT2,1,27.8
INRT_W_UNIT3,1,205.9
BORDAS_JAVEL18,1,19.7
BORDAS_JAVEL20,1,230.0
BORDAS2_JAVEL2_A,1,96.0
BORDAS2_JAVEL2_B,1,74.0
BORDAS2_JAVEL2_C,1,30.0
HRFDWIND_JRDWIND1,1,146.2
HRFDWIND_JRDWIND2,1,153.6
KARAKAW1_UNIT1,1,103.3
KARAKAW1_UNIT2,1,103.3
KARAKAW2_UNIT3,1,100.4
KEECHI_U1,1,110.0
KING_NE_KINGNE,1,79.7
KING_NW_KINGNW,1,79.7
KING_SE_KINGSE,1,40.5
KING_SW_KINGSW,1,79.7
LGD_LANGFORD,1,160.0
LACY_CRK_UNIT1,1,135.4
LACY_CRK_UNIT2,1,15.1
LACY_CRK_UNIT3,1,138.2
LACY_CRK_UNIT4,1,12.6
LMAJADAS_UNIT1,1,110.0
LMAJADAS_UNIT2,1,24.0
LMAJADAS_UNIT3,1,138.6
LOCKETT_UNIT1,1,183.7
LGW_UNIT1,1,106.3
LGW_UNIT2,1,103.9
LNCRK_G83,1,194.0
LNCRK2_G871,1,98.0
LNCRK2_G872,1,100.0
LHORN_N_UNIT1,1,100.0
LHORN_N_UNIT2,1,100.0
LONEWOLF_G1,1,48.0
LONEWOLF_G2,1,51.0
LONEWOLF_G3,1,25.5
LONEWOLF_G4,1,24.0
LV3_UNIT_1,1,200.0
LV4_UNIT_1,1,200.0
LV5_UNIT_1,1,110.0
LV1_LV1A,1,200.1
LV2_LV2,1,201.6
REDFISH_MV1A,1,99.8
REDFISH_MV1B,1,103.5
MARIAH_NORTE1,1,115.2
MARIAH_NORTE2,1,115.2
MAVCRK_W_UNIT1,1,201.6
MAVCRK_W_UNIT2,1,11.1
MAVCRK_W_UNIT3,1,33.6
MAVCRK_W_UNIT4,1,22.2
MAVCRK_E_UNIT5,1,71.4
MAVCRK_E_UNIT6,1,33.3
MAVCRK_E_UNIT7,1,22.0
MAVCRK_E_UNIT8,1,20.0
MAVCRK_E_UNIT9,1,76.8
MWEC_G1,1,150.0
MESQCRK_WND1,1,105.6
MESQCRK_WND2,1,105.6
MIAM1_G1,1,144.3
MIAM1_G2,1,144.3
MIDWIND_UNIT1,1,162.8
MONT_WND_UNIT1,1,106.1
MONT_WND_UNIT2,1,92.9
NBOHR_UNIT1,1,196.6
NWF_NWF1,1,92.6
NWF_NWF2,1,60.0
OWF_OWF,1,54.6
COTPLNS_OLDSETLR,1,151.2
OVEJA_G1,1,151.2
OVEJA_G2,1,151.2
PALMWIND_UNIT1,1,144.9
PH1_UNIT1,1,109.2
PH1_UNIT2,1,109.2
PH2_UNIT1,1,94.2
PH2_UNIT2,1,96.6
PC_NORTH_PANTHER1,1,149.2
PC_SOUTH_PANTHER2,1,123.3
PC_SOUTH_PANTH31,1,106.9
PC_SOUTH_PANTH32,1,108.5
PAP1_PAP1,1,179.9
COTTON_PAP2,1,200.1
WOODWRD1_WOODWRD1,1,91.7
WOODWRD2_WOODWRD2,1,85.4
PENA_UNIT1,1,160.8
PENA_UNIT2,1,141.6
PENA3_UNIT3,1,100.8
PEY_UNIT1,1,151.2
PIONR_DJ_UNIT1,1,124.2
PIONR_DJ_UNIT2,1,16.4
PYR_PYRON1,1,128.5
PYR_PYRON2,1,134.9
RANCHERO_UNIT1,1,150.0
RANCHERO_UNIT2,1,150.0
RSNAKE_G1,1,109.2
RSNAKE_G2,1,109.2
RDCANYON_RDCNY1,1,89.6
RELOJ_UNIT1,1,55.4
RELOJ_UNIT2,1,48.0
RELOJ_UNIT3,1,83.1
RELOJ_UNIT4,1,22.8
RRC_WIND_UNIT1,1,94.1
RRC_WIND_UNIT2,1,28.7
RRC_WIND_UNIT3,1,125.9
FERMI_WIND1,1,121.9
FERMI_WIND2,1,27.4
TKWSW1_ROSCOE,1,114.0
TKWSW1_ROSCOE2A,1,95.0
ROUTE_66_WIND1,1,150.0
RTS2_U1,1,89.9
RTS2_U2,1,89.9
RTS_U1,1,160.0
SAGEDRAW_UNIT1,1,169.2
SAGEDRAW_UNIT2,1,169.2
SALTFORK_UNIT1,1,64.0
SALTFORK_UNIT2,1,110.0
SANROMAN_WIND_1,1,95.3
MCDLD_SB1_2,1,71.4
MCDLD_SB3_282,1,14.1
MCDLD_SB4_G87,1,4.0
SENATEWD_UNIT1,1,150.0
EXGNSND_WIND_1,1,78.0
S_HILLS_UNIT1,1,30.2
SHAFFER_UNIT1,1,226.1
SHAMROCK_UNIT1,1,203.1
SHAMROCK_UNIT2,1,20.9
SHANNONW_UNIT_1,1,204.1
SHEEPCRK_UNIT1,1,150.0
KEO_SHRBINO2,1,132.0
FLTCK_SSI,1,52.8
SPLAIN1_WIND1,1,102.0
SPLAIN1_WIND2,1,98.0
SPLAIN2_WIND21,1,148.5
SPLAIN2_WIND22,1,151.8
STWF_T1,1,101.2
SSPURTWO_WIND_1,1,161.0
SSPURTWO_SS3WIND2,1,98.0
SSPURTWO_SS3WIND1,1,96.0
SWEC_G1,1,123.6
STELLA_UNIT1,1,201.0
SRWE1_UNIT1,1,213.8
SRWE1_SRWE2,1,166.5
SWEETWND_WND1,1,42.5
SWEETWN2_WND24,1,16.8
SWEETWN2_WND2,1,110.8
SWEETWN3_WND3A,1,33.6
SWEETWN3_WND3B,1,118.6
SWEETWN4_WND4A,1,125.0
SWEETWN4_WND4B,1,112.0
SWEETWN5_WND5,1,85.0
TAHOKA_UNIT_1,1,150.0
TAHOKA_UNIT_2,1,150.0
SGMTN_SIGNALMT,1,27.7
TRUSGILL_UNIT1,1,42.0
TRUSGILL_UNIT2,1,44.8
TRUSGILL_UNIT3,1,42.0
TRUSGILL_UNIT4,1,207.2
TORR_UNIT1_25,1,149.0
TORR_UNIT2_23,1,23.0
TORR_UNIT2_25,1,128.0
TRENT_TRENT,1,38.3
TRENT_UNIT_1B,1,15.6
TRENT_UNIT_2,1,50.5
TRENT_UNIT_3A,1,38.3
TRENT_UNIT_3B,1,13.8
TRINITY_TH1_BUS1,1,103.4
TRINITY_TH1_BUS2,1,94.6
ROSC2_1UNIT,1,2.0
TTWEC_G1,1,174.6
TYLRWIND_UNIT1,1,125.6
VENADO_UNIT1,1,105.0
VENADO_UNIT2,1,96.6
VERAWIND_UNIT1,1,12.0
VERAWIND_UNIT2,1,7.2
VERAWIND_UNIT3,1,100.8
VERAWIND_UNIT4,1,22.0
VERAWIND_UNIT5,1,100.8
VERTIGO_WIND_I,1,150.0
VORTEX_WIND1,1,153.6
VORTEX_WIND2,1,24.2
VORTEX_WIND3,1,158.4
VORTEX_WIND4,1,14.0
WAKEWE_G1,1,114.9
