UID,From Bus,To Bus,R,X,B,Cont Rating
L377_1561_345,377,1561,0.0,0.00045543,0.0,2400
L377_1567_345,377,1567,0.0,0.00720198,0.0,2400
L1567_1768_345,1567,1768,0.0,0.00860619,0.0,2400
L1723_1819_345,1723,1819,0.0,0.00282159,0.0,2400
L1244_1819_345,1244,1819,0.0,0.00309932,0.0,2400
L1023_3174_345,1023,3174,0.0,0.00575852,0.0,2400
L1322_3174_345,1322,3174,0.0,0.00135689,0.0,2400
L1023_2065_345,1023,2065,0.0,0.00076569,0.0,2400
L1023_1519_345,1023,1519,0.0,0.01988907,0.0,2400
L1321_1535_345,1321,1535,0.0,0.00877664,0.0,2400
L1321_1804_345,1321,1804,0.0,0.00369213,0.0,2400
L1705_3191_345,1705,3191,0.0,0.00319503,0.0,2400
L1519_1524_345,1519,1524,0.0,0.01222251,0.0,2400
L1524_1535_345,1524,1535,0.0,0.02723972,0.0,2400
L1519_2368_345,1519,2368,0.0,0.00529905,0.0,2400
L1517_1519_345,1517,1519,0.0,0.02333627,0.0,2400
L598_1509_345,598,1509,0.0,0.02977875,0.0,2400
L598_2801_345,598,2801,0.0,0.01512422,0.0,2400
L1763_1765_345,1763,1765,0.0,0.00173785,0.0,2400
L103_1763_345,103,1763,0.0,0.00288128,0.0,2400
L103_1430_345,103,1430,0.0,0.00438953,0.0,2400
L103_1751_345,103,1751,0.0,0.00315174,0.0,2400
L120_1714_345,120,1714,0.0,0.00136066,0.0,2400
L1752_1753_345,1752,1753,0.0,0.0010867,0.0,2400
L144_1753_345,144,1753,0.0,0.00121413,0.0,2400
L1733_1734_345,1733,1734,0.0,0.00103992,0.0,2400
L1734_3383_345,1734,3383,0.0,0.00111116,0.0,2400
L1761_3396_345,1761,3396,0.0,0.0009442,0.0,2400
L1716_1804_345,1716,1804,0.0,0.00196342,0.0,2400
L1714_1836_345,1714,1836,0.0,0.0032039,0.0,2400
L1702_3213_345,1702,3213,0.0,0.00030783,0.0,999999
L1698_1702_345,1698,1702,0.0,8.2e-05,0.0,999999
L1538_3213_345,1538,3213,0.0,0.00692534,0.0,2400
L1699_3214_345,1699,3214,0.0,0.00308937,0.0,2400
L56_3214_345,56,3214,0.0,0.00061943,0.0,2400
L1698_1708_345,1698,1708,0.0,0.09262699,0.0,2400
L1699_1702_345,1699,1702,0.0,0.00430861,0.0,2400
L2043_3215_345,2043,3215,0.0,0.00425188,0.0,2400
L1537_2043_345,1537,2043,0.0,0.00435781,0.0,2400
L1920_3215_345,1920,3215,0.0,0.00019922,0.0,999999
L1536_1697_345,1536,1697,0.0,0.00344882,0.0,2400
L1697_1920_345,1697,1920,0.0,0.00413789,0.0,2400
L914_1920_345,914,1920,0.0,0.01920618,0.0,2400
L17_914_345,17,914,0.0,0.01156947,0.0,2400
L1548_2265_345,1548,2265,0.0,0.01083093,0.0,2400
L1856_2265_345,1856,2265,0.0,0.01066667,0.0,2400
L1548_1549_345,1548,1549,0.0,0.00010835,0.0,999999
L1841_1851_345,1841,1851,0.0,0.00828384,0.0,2400
L1558_1756_345,1558,1756,0.0,0.0035198,0.0,2400
L1537_1676_345,1537,1676,0.0,0.01197785,0.0,2400
L1582_2566_345,1582,2566,0.0,0.01968716,0.0,2400
L1582_1822_345,1582,1822,0.0,0.02768682,0.0,2400
L3224_3668_345,3224,3668,0.0,6.963e-05,0.0,999999
L3224_3669_345,3224,3669,0.0,0.00024116,0.0,999999
L1572_3224_345,1572,3224,0.0,0.01219132,0.0,2400
L1571_1572_345,1571,1572,0.0,0.00182442,0.0,2400
L1571_3229_345,1571,3229,0.0,0.00029708,0.0,2400
L801_1571_345,801,1571,0.0,0.00244278,0.0,2400
L801_1563_345,801,1563,0.0,0.00289929,0.0,2400
L1563_1564_345,1563,1564,0.0,0.01064166,0.0,2400
L1544_3227_345,1544,3227,0.0,0.00227529,0.0,2400
L648_3227_345,648,3227,0.0,0.00018712,0.0,999999
L2583_3228_345,2583,3228,0.0,8.872e-05,0.0,999999
L648_3229_345,648,3229,0.0,0.00033956,0.0,2400
L645_1564_345,645,1564,0.0,0.01001013,0.0,2400
L645_1756_345,645,1756,0.0,0.00455057,0.0,2400
L1561_3404_345,1561,3404,0.0,0.00494363,0.0,2400
L1559_1756_345,1559,1756,0.0,0.00754773,0.0,2400
L1559_2542_345,1559,2542,0.0,0.00859194,0.0,2400
L1554_1558_345,1554,1558,0.0,0.00016991,0.0,999999
L1549_1558_345,1549,1558,0.0,0.0051856,0.0,2400
L375_1857_345,375,1857,0.0,0.00014599,0.0,999999
L1549_1920_345,1549,1920,0.0,0.00978537,0.0,2400
L1774_1920_345,1774,1920,0.0,0.00099152,0.0,2400
L1539_1697_345,1539,1697,0.0,0.00232287,0.0,2400
L1536_1537_345,1536,1537,0.0,0.00010512,0.0,999999
L1545_3231_345,1545,3231,0.0,0.0005248,0.0,2400
L1545_3232_345,1545,3232,0.0,0.00646157,0.0,2400
L1544_3231_345,1544,3231,0.0,0.00281514,0.0,2400
L1546_3232_345,1546,3232,0.0,0.00012394,0.0,999999
L1543_1545_345,1543,1545,0.0,0.01556809,0.0,2400
L1543_2063_345,1543,2063,0.0,0.00130635,0.0,2400
L1677_2063_345,1677,2063,0.0,0.00462155,0.0,2400
L60_1703_345,60,1703,0.0,0.00302135,0.0,2400
L1535_1537_345,1535,1537,0.0,0.00606232,0.0,2400
L1514_2384_345,1514,2384,0.0,0.02912679,0.0,2400
L25_2384_345,25,2384,0.0,0.0004065,0.0,2400
L2370_2384_345,2370,2384,0.0,0.00767167,0.0,2400
L2384_3239_345,2384,3239,0.0,0.0036518,0.0,2400
L1269_1531_345,1269,1531,0.0,0.01295002,0.0,2400
L121_1531_345,121,1531,0.0,0.00140555,0.0,2400
L170_1529_345,170,1529,0.0,0.00124317,0.0,2400
L1538_3235_345,1538,3235,0.0,0.00065519,0.0,2400
L1517_2370_345,1517,2370,0.0,0.02094,0.0,2400
L1516_3237_345,1516,3237,0.0,0.00015889,0.0,999999
L1511_1516_345,1511,1516,0.0,0.00897371,0.0,2400
L1516_2372_345,1516,2372,0.0,0.00587735,0.0,2400
L1516_3239_345,1516,3239,0.0,0.00476377,0.0,2400
L3237_3238_345,3237,3238,0.0,0.00505978,0.0,2400
L580_3238_345,580,3238,0.0,0.00281729,0.0,2400
L586_3239_345,586,3239,0.0,0.00213387,0.0,2400
L3240_3241_345,3240,3241,0.0,0.00617658,0.0,2400
L2367_2368_345,2367,2368,0.0,8.415e-05,0.0,999999
L2368_2387_345,2368,2387,0.0,0.01441149,0.0,2400
L2366_2368_345,2366,2368,0.0,0.0020387,0.0,2400
L2387_2388_345,2387,2388,0.0,3.603e-05,0.0,999999
L2372_2387_345,2372,2387,0.0,0.00418279,0.0,2400
L1508_1511_345,1508,1511,0.0,0.0154377,0.0,2400
L1511_2428_345,1511,2428,0.0,0.00146389,0.0,2400
L2370_3241_345,2370,3241,0.0,0.0052426,0.0,2400
L2369_2370_345,2369,2370,0.0,0.0032168,0.0,2400
L2282_2370_345,2282,2370,0.0,0.00113805,0.0,2400
L586_1513_345,586,1513,0.0,0.00195293,0.0,2400
L1509_2122_345,1509,2122,0.0,0.00168812,0.0,2400
L31_1509_345,31,1509,0.0,0.01406951,0.0,2400
L256_1508_345,256,1508,0.0,0.00533132,0.0,2400
L1508_3244_345,1508,3244,0.0,0.00333026,0.0,2400
L1506_2378_345,1506,2378,0.0,0.00428468,0.0,2400
L344_2378_345,344,2378,0.0,0.00818571,0.0,2400
L350_3243_345,350,3243,0.0,0.00292295,0.0,2400
L3243_3244_345,3243,3244,0.0,0.00224518,0.0,2400
L1507_3243_345,1507,3243,0.0,0.0007103,0.0,2400
L349_350_345,349,350,0.0,0.00304313,0.0,2400
L2427_3244_345,2427,3244,0.0,0.00409057,0.0,2400
L3245_3403_345,3245,3403,0.0,0.00175963,0.0,2400
L1504_3245_345,1504,3245,0.0,0.00993082,0.0,2400
L98_1504_345,98,1504,0.0,0.01150602,0.0,2400
L344_1505_345,344,1505,0.0,0.0013042,0.0,2400
L1505_3246_345,1505,3246,0.0,0.00473581,0.0,2400
L1503_1505_345,1503,1505,0.0,0.00425054,0.0,2400
L2379_3246_345,2379,3246,0.0,0.0001769,0.0,999999
L3291_3318_345,3291,3318,0.0,7.286e-05,0.0,999999
L1244_1417_345,1244,1417,0.0,0.00138808,0.0,2400
L6_186_345,6,186,0.0,0.00073611,0.0,2400
L3318_3396_345,3318,3396,0.0,4.033e-05,0.0,999999
L1125_1702_345,1125,1702,0.0,0.02213666,0.0,2400
L421_2278_345,421,2278,0.0,0.00075386,0.0,2400
L999_1823_345,999,1823,0.0,0.01843377,0.0,2400
L868_877_345,868,877,0.0,0.01255669,0.0,2400
L63_877_345,63,877,0.0,0.004931,0.0,2400
L868_3350_345,868,3350,0.0,0.01090568,0.0,2400
L1504_3351_345,1504,3351,0.0,0.01312827,0.0,2400
L341_611_345,341,611,0.0,0.0033273,0.0,2400
L269_3351_345,269,3351,0.0,0.01823187,0.0,2400
L317_3351_345,317,3351,0.0,0.00195616,0.0,2400
L98_335_345,98,335,0.0,0.00216828,0.0,2400
L856_3353_345,856,3353,0.0,0.00019949,0.0,999999
L856_858_345,856,858,0.0,0.00468715,0.0,2400
L858_2453_345,858,2453,0.0,0.00233121,0.0,2400
L857_3352_345,857,3352,0.0,0.00213656,0.0,2400
L3352_3353_345,3352,3353,0.0,0.00306275,0.0,2400
L801_2059_345,801,2059,0.0,0.00764828,0.0,2400
L648_649_345,648,649,0.0,3.119e-05,0.0,999999
L1505_2380_345,1505,2380,0.0,0.0040782,0.0,2400
L2144_2145_345,2144,2145,0.0,0.00020406,0.0,999999
L186_187_345,186,187,0.0,0.00429006,0.0,2400
L3383_3396_345,3383,3396,0.0,0.00017825,0.0,999999
L130_2378_345,130,2378,0.0,0.00058179,0.0,2400
L1823_1833_345,1823,1833,0.0,0.0044683,0.0,2400
L1768_1823_345,1768,1823,0.0,0.00158972,0.0,2400
L2064_2429_345,2064,2429,0.0,0.00087484,0.0,2400
L2147_2426_345,2147,2426,0.0,0.00114719,0.0,2400
L27_2121_345,27,2121,0.0,0.00230513,0.0,2400
L2379_3403_345,2379,3403,0.0,0.00016938,0.0,999999
L2379_2381_345,2379,2381,0.0,0.00204246,0.0,2400
L2359_2381_345,2359,2381,0.0,0.00166957,0.0,2400
L2371_2372_345,2371,2372,0.0,7.34e-05,0.0,999999
L856_2064_345,856,2064,0.0,0.0112119,0.0,2400
L2144_2146_345,2144,2146,0.0,0.00182039,0.0,2400
L2039_2323_345,2039,2323,0.0,0.00013066,0.0,999999
L868_876_345,868,876,0.0,0.00034467,0.0,2400
L2061_3404_345,2061,3404,0.0,0.00011265,0.0,999999
L2060_2061_345,2060,2061,0.0,0.00201074,0.0,2400
L2059_2060_345,2059,2060,0.0,0.0018833,0.0,2400
L36_687_345,36,687,0.0,0.02209606,0.0,2400
L726_844_345,726,844,0.0,0.00556656,0.0,2400
L726_838_345,726,838,0.0,0.00159698,0.0,2400
L585_1660_345,585,1660,0.0,4.248e-05,0.0,999999
L844_946_345,844,946,0.0,0.02877432,0.0,2400
L1614_2741_345,1614,2741,0.0,0.00026079,0.0,2400
L1613_2741_345,1613,2741,0.0,0.00920949,0.0,2400
L1614_1622_345,1614,1622,0.0,0.0050251,0.0,2400
L1610_1614_345,1610,1614,0.0,0.00214543,0.0,2400
L814_1619_345,814,1619,0.0,0.00802897,0.0,2400
L1619_1707_345,1619,1707,0.0,0.00351899,0.0,2400
L1001_2437_345,1001,2437,0.0,0.00070466,0.0,2400
L796_1620_345,796,1620,0.0,0.00390506,0.0,2400
L1620_2456_345,1620,2456,0.0,0.00757784,0.0,2400
L621_838_345,621,838,0.0,0.0061989,0.0,2400
L838_839_345,838,839,0.0,5.619e-05,0.0,999999
L19_512_345,19,512,0.0,0.00876589,0.0,2400
L842_2788_345,842,2788,0.0,0.00075466,0.0,2400
L1623_1629_345,1623,1629,0.0,0.01344255,0.0,2400
L1622_1629_345,1622,1629,0.0,0.00921084,0.0,1200
L1629_3430_345,1629,3430,0.0,0.00014733,0.0,999999
L2444_2445_345,2444,2445,0.0,0.00663229,0.0,2400
L2445_2446_345,2445,2446,0.0,0.00373703,0.0,2400
L2315_2446_345,2315,2446,0.0,0.01740488,0.0,2400
L837_2446_345,837,2446,0.0,0.00021804,0.0,999999
L1660_1664_345,1660,1664,0.0,0.06973594,0.0,2400
L1660_2317_345,1660,2317,0.0,0.00136227,0.0,2400
L1664_1666_345,1664,1666,0.0,6.103e-05,0.0,999999
L564_814_345,564,814,0.0,0.00811177,0.0,2400
L564_1623_345,564,1623,0.0,0.00185453,0.0,2400
L1613_1623_345,1613,1623,0.0,0.00338591,0.0,2400
L1001_1623_345,1001,1623,0.0,0.01558288,0.0,2400
L1621_1629_345,1621,1629,0.0,0.00643603,0.0,2400
L1626_1629_345,1626,1629,0.0,0.00207553,0.0,2400
L1625_1629_345,1625,1629,0.0,0.00282724,0.0,2400
L1624_1627_345,1624,1627,0.0,0.00225459,0.0,2400
L1624_3430_345,1624,3430,0.0,0.00166419,0.0,2400
L629_1621_345,629,1621,0.0,0.00592306,0.0,2400
L1620_1708_345,1620,1708,0.0,0.02150271,0.0,2400
L1707_1708_345,1707,1708,0.0,0.00014894,0.0,999999
L796_2415_345,796,2415,0.0,0.00844945,0.0,2400
L2415_2416_345,2415,2416,0.0,0.00013738,0.0,999999
L528_2415_345,528,2415,0.0,0.00872933,0.0,2400
L1612_1613_345,1612,1613,0.0,0.00452665,0.0,2400
L1611_1612_345,1611,1612,0.0,0.00372144,0.0,2400
L1609_1611_345,1609,1611,0.0,0.00131656,0.0,2400
L1600_2417_345,1600,2417,0.0,0.00184297,0.0,2400
L2417_2418_345,2417,2418,0.0,0.00413601,0.0,2400
L1599_1622_345,1599,1622,0.0,0.01273386,0.0,2400
L1599_1600_345,1599,1600,0.0,0.00255193,0.0,2400
L1598_1599_345,1598,1599,0.0,0.00017529,0.0,999999
L1622_3439_345,1622,3439,0.0,0.01263761,0.0,2400
L1596_1622_345,1596,1622,0.0,0.01413323,0.0,2400
L1600_2998_345,1600,2998,0.0,0.00144131,0.0,2400
L1600_2963_345,1600,2963,0.0,0.00694173,0.0,2400
L1595_1596_345,1595,1596,0.0,0.00151148,0.0,2400
L846_1595_345,846,1595,0.0,0.00742352,0.0,2400
L846_1674_345,846,1674,0.0,0.00493853,0.0,2400
L2997_3431_345,2997,3431,0.0,0.0001191,0.0,999999
L1595_2125_345,1595,2125,0.0,0.01478627,0.0,2400
L3431_3434_345,3431,3434,0.0,0.00501219,0.0,2400
L1597_2997_345,1597,2997,0.0,0.00014841,0.0,2400
L1597_3481_345,1597,3481,0.0,0.00247639,0.0,2400
L2496_3494_345,2496,3494,0.0,0.00822496,0.0,2400
L3434_3493_345,3434,3493,0.0,0.00015271,0.0,999999
L3434_3494_345,3434,3494,0.0,0.00017368,0.0,999999
L791_3439_345,791,3439,0.0,0.00298747,0.0,2400
L777_3439_345,777,3439,0.0,0.01635878,0.0,2400
L758_1591_345,758,1591,0.0,0.00023336,0.0,999999
L754_758_345,754,758,0.0,0.00502187,0.0,2400
L758_3440_345,758,3440,0.0,0.00868792,0.0,2400
L3440_3445_345,3440,3445,0.0,0.0018419,0.0,2400
L12_754_345,12,754,0.0,0.00237637,0.0,2400
L12_777_345,12,777,0.0,0.00149938,0.0,2400
L1594_3445_345,1594,3445,0.0,0.00022933,0.0,999999
L1483_3460_345,1483,3460,0.0,0.00616234,0.0,2400
L820_1483_345,820,1483,0.0,0.00242154,0.0,2400
L585_2317_345,585,2317,0.0,0.00129855,0.0,2400
L772_845_345,772,845,0.0,0.00547139,0.0,2400
L770_845_345,770,845,0.0,0.01312262,0.0,2400
L1597_2117_345,1597,2117,0.0,0.0031469,0.0,2400
L842_2963_345,842,2963,0.0,0.00927509,0.0,2400
L842_846_345,842,846,0.0,0.00200213,0.0,2400
L529_843_345,529,843,0.0,0.00265168,0.0,2400
L843_2454_345,843,2454,0.0,0.00098615,0.0,2400
L182_843_345,182,843,0.0,0.00038365,0.0,2400
L837_844_345,837,844,0.0,0.00966896,0.0,2400
L836_844_345,836,844,0.0,0.00402954,0.0,2400
L835_844_345,835,844,0.0,0.00579509,0.0,2400
L844_3457_345,844,3457,0.0,0.00513989,0.0,2400
L19_846_345,19,846,0.0,0.00844999,0.0,2400
L19_2241_345,19,2241,0.0,0.00597548,0.0,2400
L19_182_345,19,182,0.0,0.00195992,0.0,2400
L74_2391_345,74,2391,0.0,0.02075961,0.0,2400
L74_1621_345,74,1621,0.0,0.00877342,0.0,2400
L637_835_345,637,835,0.0,0.00263716,0.0,2400
L834_2318_345,834,2318,0.0,0.02859419,0.0,2400
L816_834_345,816,834,0.0,0.00404728,0.0,2400
L834_2319_345,834,2319,0.0,0.000164,0.0,999999
L815_834_345,815,834,0.0,0.00434625,0.0,2400
L826_2318_345,826,2318,0.0,7.159e-05,0.0,999999
L526_826_345,526,826,0.0,0.00203628,0.0,2400
L826_827_345,826,827,0.0,0.00656534,0.0,2400
L831_2319_345,831,2319,0.0,0.01994579,0.0,2400
L831_3458_345,831,3458,0.0,0.00170478,0.0,2400
L831_2276_345,831,2276,0.0,0.00897452,0.0,2400
L1671_3458_345,1671,3458,0.0,0.00473178,0.0,2400
L833_3458_345,833,3458,0.0,0.01076856,0.0,2400
L683_832_345,683,832,0.0,0.00341468,0.0,2400
L832_833_345,832,833,0.0,0.00457127,0.0,2400
L830_2276_345,830,2276,0.0,0.01106403,0.0,2400
L829_830_345,829,830,0.0,0.00010593,0.0,999999
L525_829_345,525,829,0.0,0.01115624,0.0,2400
L524_830_345,524,830,0.0,0.00209784,0.0,2400
L828_830_345,828,830,0.0,0.01105838,0.0,2400
L3459_3510_345,3459,3510,0.0,0.00018631,0.0,999999
L828_3459_345,828,3459,0.0,0.01374797,0.0,2400
L582_826_345,582,826,0.0,0.01367135,0.0,2400
L527_825_345,527,825,0.0,0.00586687,0.0,2400
L825_2293_345,825,2293,0.0,0.00022557,0.0,999999
L582_825_345,582,825,0.0,0.0145021,0.0,2400
L133_824_345,133,824,0.0,8.711e-05,0.0,999999
L4_824_345,4,824,0.0,0.00131898,0.0,2400
L4_825_345,4,825,0.0,0.03159403,0.0,2400
L1621_2037_345,1621,2037,0.0,0.01335598,0.0,2400
L825_1384_345,825,1384,0.0,0.03818331,0.0,2400
L822_2953_345,822,2953,0.0,0.01773019,0.0,2400
L1384_2953_345,1384,2953,0.0,0.00584348,0.0,2400
L822_823_345,822,823,0.0,0.02258564,0.0,2400
L822_2273_345,822,2273,0.0,0.00018578,0.0,999999
L823_826_345,823,826,0.0,0.0149414,0.0,2400
L820_2273_345,820,2273,0.0,0.04710567,0.0,2400
L820_821_345,820,821,0.0,0.01007439,0.0,2400
L820_2739_345,820,2739,0.0,0.01052229,0.0,2400
L818_3460_345,818,3460,0.0,0.00019545,0.0,999999
L818_819_345,818,819,0.0,0.00278019,0.0,2400
L818_834_345,818,834,0.0,0.00888902,0.0,2400
L817_819_345,817,819,0.0,0.00377736,0.0,2400
L523_815_345,523,815,0.0,0.00325498,0.0,2400
L133_625_345,133,625,0.0,0.00084312,0.0,2400
L625_2347_345,625,2347,0.0,0.01139498,0.0,2400
L625_2434_345,625,2434,0.0,0.00257344,0.0,2400
L2347_3507_345,2347,3507,0.0,0.00019841,0.0,999999
L813_3507_345,813,3507,0.0,0.00921595,0.0,2400
L813_2389_345,813,2389,0.0,0.01683062,0.0,2400
L841_2389_345,841,2389,0.0,0.00021938,0.0,999999
L810_822_345,810,822,0.0,0.01837678,0.0,2400
L2125_3482_345,2125,3482,0.0,0.00567007,0.0,2400
L1591_2398_345,1591,2398,0.0,0.00773404,0.0,2400
L715_2398_345,715,2398,0.0,0.00645942,0.0,2400
L2439_2441_345,2439,2441,0.0,0.00092915,0.0,2400
L2439_2440_345,2439,2440,0.0,0.0010418,0.0,2400
L575_2439_345,575,2439,0.0,0.00113267,0.0,2400
L2317_2349_345,2317,2349,0.0,0.00768968,0.0,2400
L2349_2727_345,2349,2727,0.0,0.03036592,0.0,2400
L583_2727_345,583,2727,0.0,0.00429382,0.0,2400
L582_2727_345,582,2727,0.0,0.00018416,0.0,999999
L2317_2727_345,2317,2727,0.0,0.02127472,0.0,2400
L583_584_345,583,584,0.0,0.00484604,0.0,2400
L828_2317_345,828,2317,0.0,0.02514994,0.0,2400
L2316_2317_345,2316,2317,0.0,0.01423378,0.0,2400
L2317_2443_345,2317,2443,0.0,0.0099163,0.0,2400
L522_2739_345,522,2739,0.0,7.797e-05,0.0,999999
L3481_3482_345,3481,3482,0.0,8.657e-05,0.0,999999
L518_3481_345,518,3481,0.0,0.00019115,0.0,999999
L518_3482_345,518,3482,0.0,0.00013469,0.0,999999
L46_3488_345,46,3488,0.0,0.00017637,0.0,999999
L39_46_345,39,46,0.0,0.00358029,0.0,2400
L42_3488_345,42,3488,0.0,0.00855081,0.0,2400
L36_2495_345,36,2495,0.0,0.00419757,0.0,2400
