GEN UID,Bus ID,Unit Group,Unit Type,Fuel,PMin MW,PMax MW,Min Down Time Hr,Min Up Time Hr,Ramp Rate MW/Min,Start Time Cold Hr,Start Time Warm Hr,Start Time Hot Hr,Start Heat Cold MBTU,Start Heat Warm MBTU,Start Heat Hot MBTU,Fuel Price $/MMBTU,Fixed Cost($/hr),MW Break 1,MWh Price 1
B_DAVIS_B_DAVIG1,604,Gas-ST,G,Gas,105.84,352.8,4,4,7.056,4,4,4,0.0,0.0,0.0,0.0,0.0,105.84,35.0
B_DAVIS_B_DAVIG2,904,Gas-CC,G,Gas,105.3,351.0,4,4,7.02,4,4,4,0.0,0.0,0.0,0.0,0.0,105.3,28.0
BASTEN_GTG1100,1536,Gas-CC,G,Gas,56.4,188.0,4,4,3.76,4,4,4,0.0,0.0,0.0,0.0,0.0,56.4,28.0
BASTEN_GTG2100,1536,Gas-CC,G,Gas,56.4,188.0,4,4,3.76,4,4,4,0.0,0.0,0.0,0.0,0.0,56.4,28.0
BASTEN_ST0100,1536,Gas-CC,G,Gas,72.6,242.0,4,4,4.84,4,4,4,0.0,0.0,0.0,0.0,0.0,72.6,28.0
BCH_UNIT1,1372,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
BCH_UNIT2,1372,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
BCH_UNIT3,1372,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
BCH_UNIT4,1372,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
BCH_UNIT5,1372,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
BCH_UNIT6,1372,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
BCH_UNIT7,1372,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
BCH_UNIT8,1372,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
BOSQUESW_BSQSU_1,1553,Gas-CC,G,Gas,56.61,188.7,4,4,3.774,4,4,4,0.0,0.0,0.0,0.0,0.0,56.61,28.0
BOSQUESW_BSQSU_2,1553,Gas-CC,G,Gas,56.61,188.7,4,4,3.774,4,4,4,0.0,0.0,0.0,0.0,0.0,56.61,28.0
BOSQUESW_BSQSU_3,1553,Gas-CC,G,Gas,56.61,188.7,4,4,3.774,4,4,4,0.0,0.0,0.0,0.0,0.0,56.61,28.0
BOSQUESW_BSQSU_4,1553,Gas-CC,G,Gas,28.5,95.0,4,4,1.9,4,4,4,0.0,0.0,0.0,0.0,0.0,28.5,28.0
BOSQUESW_BSQSU_5,1553,Gas-CC,G,Gas,76.26,254.2,4,4,5.084,4,4,4,0.0,0.0,0.0,0.0,0.0,76.26,28.0
BVE_UNIT1,1731,Gas-CC,G,Gas,59.67,198.9,4,4,3.978,4,4,4,0.0,0.0,0.0,0.0,0.0,59.67,28.0
BVE_UNIT2,1731,Gas-CC,G,Gas,59.67,198.9,4,4,3.978,4,4,4,0.0,0.0,0.0,0.0,0.0,59.67,28.0
BVE_UNIT3,1731,Gas-CC,G,Gas,82.68,275.6,4,4,5.512,4,4,4,0.0,0.0,0.0,0.0,0.0,82.68,28.0
BTM_UNIT1,1116,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
BTM_UNIT2,1116,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
BTM_UNIT3,1116,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
BTM_UNIT4,1116,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
BTM_UNIT5,1116,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
BTM_UNIT6,1116,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
BTM_UNIT7,1116,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
BTM_UNIT8,1116,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
FLCNS_UNIT1,741,Gas-GT,G,Gas,7.5,75.0,1,1,6.0,1,1,1,0.0,0.0,0.0,0.0,0.0,7.5,42.0
FLCNS_UNIT2,741,Gas-GT,G,Gas,7.5,75.0,1,1,6.0,1,1,1,0.0,0.0,0.0,0.0,0.0,7.5,42.0
CALHOUN_UNIT1,1201,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
CALHOUN_UNIT2,1201,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
CHAMON_CTG_0101,1866,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
CHAMON_CTG_0301,1866,Gas-GT,G,Gas,6.05,60.5,1,1,4.84,1,1,1,0.0,0.0,0.0,0.0,0.0,6.05,42.0
CBY4_CT41,1889,Gas-CC,G,Gas,61.5,205.0,4,4,4.1,4,4,4,0.0,0.0,0.0,0.0,0.0,61.5,28.0
CBY4_CT42,1889,Gas-CC,G,Gas,61.5,205.0,4,4,4.1,4,4,4,0.0,0.0,0.0,0.0,0.0,61.5,28.0
CBY4_ST04,1889,Gas-CC,G,Gas,61.5,205.0,4,4,4.1,4,4,4,0.0,0.0,0.0,0.0,0.0,61.5,28.0
CBY_CBY_G1,1889,Gas-ST,G,Gas,229.5,765.0,4,4,15.3,4,4,4,0.0,0.0,0.0,0.0,0.0,229.5,35.0
CBY_CBY_G2,1889,Gas-ST,G,Gas,229.5,765.0,4,4,15.3,4,4,4,0.0,0.0,0.0,0.0,0.0,229.5,35.0
CBEC_GT1,184,Gas-CC,G,Gas,25.95,86.5,4,4,1.73,4,4,4,0.0,0.0,0.0,0.0,0.0,25.95,28.0
CBEC_GT2,184,Gas-CC,G,Gas,25.95,86.5,4,4,1.73,4,4,4,0.0,0.0,0.0,0.0,0.0,25.95,28.0
CBEC_GT3,184,Gas-CC,G,Gas,25.95,86.5,4,4,1.73,4,4,4,0.0,0.0,0.0,0.0,0.0,25.95,28.0
CBEC_GT4,184,Gas-CC,G,Gas,25.95,86.5,4,4,1.73,4,4,4,0.0,0.0,0.0,0.0,0.0,25.95,28.0
CBEC_STG1,184,Gas-CC,G,Gas,31.5,105.0,4,4,2.1,4,4,4,0.0,0.0,0.0,0.0,0.0,31.5,28.0
CBEC_STG2,184,Gas-CC,G,Gas,32.64,108.8,4,4,2.176,4,4,4,0.0,0.0,0.0,0.0,0.0,32.64,28.0
CBECII_CT7,183,Gas-CC,G,Gas,108.27,360.9,4,4,7.218,4,4,4,0.0,0.0,0.0,0.0,0.0,108.27,28.0
CBECII_CT8,183,Gas-CC,G,Gas,108.27,360.9,4,4,7.218,4,4,4,0.0,0.0,0.0,0.0,0.0,108.27,28.0
CBECII_STG9,183,Gas-CC,G,Gas,152.55,508.5,4,4,10.17,4,4,4,0.0,0.0,0.0,0.0,0.0,152.55,28.0
CBEC_GT11,184,Gas-GT,G,Gas,4.17,41.7,1,1,3.336,1,1,1,0.0,0.0,0.0,0.0,0.0,4.17,42.0
CBEC_GT12,184,Gas-GT,G,Gas,4.17,41.7,1,1,3.336,1,1,1,0.0,0.0,0.0,0.0,0.0,4.17,42.0
CVC_CVC_G1,99,Gas-CC,G,Gas,57.63,192.1,4,4,3.842,4,4,4,0.0,0.0,0.0,0.0,0.0,57.63,28.0
CVC_CVC_G2,99,Gas-CC,G,Gas,57.63,192.1,4,4,3.842,4,4,4,0.0,0.0,0.0,0.0,0.0,57.63,28.0
CVC_CVC_G3,99,Gas-CC,G,Gas,57.63,192.1,4,4,3.842,4,4,4,0.0,0.0,0.0,0.0,0.0,57.63,28.0
CVC_CVC_G5,99,Gas-CC,G,Gas,45.0,150.0,4,4,3.0,4,4,4,0.0,0.0,0.0,0.0,0.0,45.0,28.0
DANSBY_DANSBYG2,1812,Gas-GT,G,Gas,4.8,48.0,1,1,3.84,1,1,1,0.0,0.0,0.0,0.0,0.0,4.8,42.0
DANSBY_DANSBYG3,1812,Gas-GT,G,Gas,5.0,50.0,1,1,4.0,1,1,1,0.0,0.0,0.0,0.0,0.0,5.0,42.0
DANSBY_DANSBYG1,1812,Gas-ST,G,Gas,36.0,120.0,4,4,2.4,4,4,4,0.0,0.0,0.0,0.0,0.0,36.0,35.0
DECKER_DPGT_1,1353,Gas-GT,G,Gas,5.67,56.7,1,1,4.536,1,1,1,0.0,0.0,0.0,0.0,0.0,5.67,42.0
DECKER_DPGT_2,1353,Gas-GT,G,Gas,5.67,56.7,1,1,4.536,1,1,1,0.0,0.0,0.0,0.0,0.0,5.67,42.0
DECKER_DPGT_3,1353,Gas-GT,G,Gas,5.67,56.7,1,1,4.536,1,1,1,0.0,0.0,0.0,0.0,0.0,5.67,42.0
DECKER_DPGT_4,1353,Gas-GT,G,Gas,5.67,56.7,1,1,4.536,1,1,1,0.0,0.0,0.0,0.0,0.0,5.67,42.0
DCSES_CT10,1894,Gas-GT,G,Gas,8.95,89.5,1,1,7.16,1,1,1,0.0,0.0,0.0,0.0,0.0,8.95,42.0
DCSES_CT20,1894,Gas-GT,G,Gas,8.95,89.5,1,1,7.16,1,1,1,0.0,0.0,0.0,0.0,0.0,8.95,42.0
DCSES_CT30,1894,Gas-GT,G,Gas,8.95,89.5,1,1,7.16,1,1,1,0.0,0.0,0.0,0.0,0.0,8.95,42.0
DCSES_CT40,1894,Gas-GT,G,Gas,8.95,89.5,1,1,7.16,1,1,1,0.0,0.0,0.0,0.0,0.0,8.95,42.0
DDPEC_GT1,2113,Gas-CC,G,Gas,60.9,203.0,4,4,4.06,4,4,4,0.0,0.0,0.0,0.0,0.0,60.9,28.0
DDPEC_GT2,2113,Gas-CC,G,Gas,64.5,215.0,4,4,4.3,4,4,4,0.0,0.0,0.0,0.0,0.0,64.5,28.0
DDPEC_GT3,2113,Gas-CC,G,Gas,60.9,203.0,4,4,4.06,4,4,4,0.0,0.0,0.0,0.0,0.0,60.9,28.0
DDPEC_GT4,2113,Gas-CC,G,Gas,64.5,215.0,4,4,4.3,4,4,4,0.0,0.0,0.0,0.0,0.0,64.5,28.0
DDPEC_GT6,2113,Gas-CC,G,Gas,59.7,199.0,4,4,3.98,4,4,4,0.0,0.0,0.0,0.0,0.0,59.7,28.0
DDPEC_ST1,2113,Gas-CC,G,Gas,87.0,290.0,4,4,5.8,4,4,4,0.0,0.0,0.0,0.0,0.0,87.0,28.0
DEC_AGR_A,2165,Gas-IC,G,Gas,5.65,56.5,1,1,4.52,1,1,1,0.0,0.0,0.0,0.0,0.0,5.65,45.0
DEC_AGR_B,2165,Gas-IC,G,Gas,5.65,56.5,1,1,4.52,1,1,1,0.0,0.0,0.0,0.0,0.0,5.65,45.0
DEC_AGR_C,2165,Gas-IC,G,Gas,5.65,56.5,1,1,4.52,1,1,1,0.0,0.0,0.0,0.0,0.0,5.65,45.0
DEC_AGR_D,2165,Gas-IC,G,Gas,5.65,56.5,1,1,4.52,1,1,1,0.0,0.0,0.0,0.0,0.0,5.65,45.0
ECEC_G1,741,Gas-GT,G,Gas,18.1,181.0,1,1,14.48,1,1,1,0.0,0.0,0.0,0.0,0.0,18.1,42.0
ECEC_G2,741,Gas-GT,G,Gas,18.1,181.0,1,1,14.48,1,1,1,0.0,0.0,0.0,0.0,0.0,18.1,42.0
ETCCS_CT1,2173,Gas-CC,G,Gas,78.0,260.0,4,4,5.2,4,4,4,0.0,0.0,0.0,0.0,0.0,78.0,28.0
ETCCS_UNIT1,2173,Gas-CC,G,Gas,42.0,140.0,4,4,2.8,4,4,4,0.0,0.0,0.0,0.0,0.0,42.0,28.0
AZ_AZ_G1,1871,Gas-GT,G,Gas,4.0,40.0,1,1,3.2,1,1,1,0.0,0.0,0.0,0.0,0.0,4.0,42.0
AZ_AZ_G2,1871,Gas-GT,G,Gas,4.0,40.0,1,1,3.2,1,1,1,0.0,0.0,0.0,0.0,0.0,4.0,42.0
AZ_AZ_G3,1871,Gas-GT,G,Gas,4.0,40.0,1,1,3.2,1,1,1,0.0,0.0,0.0,0.0,0.0,4.0,42.0
AZ_AZ_G4,1871,Gas-GT,G,Gas,4.0,40.0,1,1,3.2,1,1,1,0.0,0.0,0.0,0.0,0.0,4.0,42.0
FERGCC_FERGGT1,1439,Gas-CC,G,Gas,55.59,185.3,4,4,3.706,4,4,4,0.0,0.0,0.0,0.0,0.0,55.59,28.0
FERGCC_FERGGT2,1439,Gas-CC,G,Gas,55.59,185.3,4,4,3.706,4,4,4,0.0,0.0,0.0,0.0,0.0,55.59,28.0
FERGCC_FERGST1,1439,Gas-CC,G,Gas,61.2,204.0,4,4,4.08,4,4,4,0.0,0.0,0.0,0.0,0.0,61.2,28.0
FRNYPP_GT11,1891,Gas-CC,G,Gas,59.01,196.7,4,4,3.934,4,4,4,0.0,0.0,0.0,0.0,0.0,59.01,28.0
FRNYPP_GT12,1891,Gas-CC,G,Gas,59.01,196.7,4,4,3.934,4,4,4,0.0,0.0,0.0,0.0,0.0,59.01,28.0
FRNYPP_GT13,1891,Gas-CC,G,Gas,59.01,196.7,4,4,3.934,4,4,4,0.0,0.0,0.0,0.0,0.0,59.01,28.0
FRNYPP_GT21,1891,Gas-CC,G,Gas,59.01,196.7,4,4,3.934,4,4,4,0.0,0.0,0.0,0.0,0.0,59.01,28.0
FRNYPP_GT22,1891,Gas-CC,G,Gas,59.01,196.7,4,4,3.934,4,4,4,0.0,0.0,0.0,0.0,0.0,59.01,28.0
FRNYPP_GT23,1891,Gas-CC,G,Gas,59.01,196.7,4,4,3.934,4,4,4,0.0,0.0,0.0,0.0,0.0,59.01,28.0
FRNYPP_ST10,1891,Gas-CC,G,Gas,126.6,422.0,4,4,8.44,4,4,4,0.0,0.0,0.0,0.0,0.0,126.6,28.0
FRNYPP_ST20,1891,Gas-CC,G,Gas,126.6,422.0,4,4,8.44,4,4,4,0.0,0.0,0.0,0.0,0.0,126.6,28.0
FREC_GT1,1558,Gas-CC,G,Gas,53.82,179.4,4,4,3.588,4,4,4,0.0,0.0,0.0,0.0,0.0,53.82,28.0
FREC_GT2,1558,Gas-CC,G,Gas,53.82,179.4,4,4,3.588,4,4,4,0.0,0.0,0.0,0.0,0.0,53.82,28.0
FREC_GT4,1558,Gas-CC,G,Gas,53.82,179.4,4,4,3.588,4,4,4,0.0,0.0,0.0,0.0,0.0,53.82,28.0
FREC_GT5,1558,Gas-CC,G,Gas,53.82,179.4,4,4,3.588,4,4,4,0.0,0.0,0.0,0.0,0.0,53.82,28.0
FREC_ST3,1558,Gas-CC,G,Gas,57.21,190.7,4,4,3.814,4,4,4,0.0,0.0,0.0,0.0,0.0,57.21,28.0
FREC_ST6,1558,Gas-CC,G,Gas,57.21,190.7,4,4,3.814,4,4,4,0.0,0.0,0.0,0.0,0.0,57.21,28.0
FEGC_UNIT1,2662,Gas-GT,G,Gas,12.9,129.0,1,1,10.32,1,1,1,0.0,0.0,0.0,0.0,0.0,12.9,42.0
FRONT_EC_CT1,905,Gas-CC,G,Gas,53.1,177.0,4,4,3.54,4,4,4,0.0,0.0,0.0,0.0,0.0,53.1,28.0
FRONT_EC_CT2,905,Gas-CC,G,Gas,53.1,177.0,4,4,3.54,4,4,4,0.0,0.0,0.0,0.0,0.0,53.1,28.0
FRONT_EC_ST,905,Gas-CC,G,Gas,55.35,184.5,4,4,3.69,4,4,4,0.0,0.0,0.0,0.0,0.0,55.35,28.0
GRSES_UNIT1,3006,Gas-ST,G,Gas,71.7,239.0,4,4,4.78,4,4,4,0.0,0.0,0.0,0.0,0.0,71.7,35.0
GRSES_UNIT2,3006,Gas-ST,G,Gas,117.0,390.0,4,4,7.8,4,4,4,0.0,0.0,0.0,0.0,0.0,117.0,35.0
GBY_GBYGT73,1228,Gas-GT,G,Gas,7.2,72.0,1,1,5.76,1,1,1,0.0,0.0,0.0,0.0,0.0,7.2,42.0
GBY_GBYGT74,1228,Gas-GT,G,Gas,7.2,72.0,1,1,5.76,1,1,1,0.0,0.0,0.0,0.0,0.0,7.2,42.0
GBY_GBYGT81,1228,Gas-GT,G,Gas,7.2,72.0,1,1,5.76,1,1,1,0.0,0.0,0.0,0.0,0.0,7.2,42.0
GBY_GBYGT82,1228,Gas-GT,G,Gas,7.2,72.0,1,1,5.76,1,1,1,0.0,0.0,0.0,0.0,0.0,7.2,42.0
GBY_GBYGT83,1228,Gas-GT,G,Gas,7.2,72.0,1,1,5.76,1,1,1,0.0,0.0,0.0,0.0,0.0,7.2,42.0
GBY_GBYGT84,1228,Gas-GT,G,Gas,7.2,72.0,1,1,5.76,1,1,1,0.0,0.0,0.0,0.0,0.0,7.2,42.0
STEAM_ENGINE_1,2928,Gas-IC,G,Gas,0.84,8.4,1,1,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.84,45.0
STEAM_ENGINE_2,2928,Gas-IC,G,Gas,0.84,8.4,1,1,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.84,45.0
STEAM_ENGINE_3,2928,Gas-IC,G,Gas,0.84,8.4,1,1,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.84,45.0
LGE_LGE_GT1,904,Gas-CC,G,Gas,55.5,185.0,4,4,3.7,4,4,4,0.0,0.0,0.0,0.0,0.0,55.5,28.0
LGE_LGE_GT2,904,Gas-CC,G,Gas,55.5,185.0,4,4,3.7,4,4,4,0.0,0.0,0.0,0.0,0.0,55.5,28.0
LGE_LGE_STG,904,Gas-CC,G,Gas,30.0,100.0,4,4,2.0,4,4,4,0.0,0.0,0.0,0.0,0.0,30.0,28.0
GUADG_GAS1,1516,Gas-CC,G,Gas,54.3,181.0,4,4,3.62,4,4,4,0.0,0.0,0.0,0.0,0.0,54.3,28.0
GUADG_GAS2,1516,Gas-CC,G,Gas,54.3,181.0,4,4,3.62,4,4,4,0.0,0.0,0.0,0.0,0.0,54.3,28.0
GUADG_GAS3,1516,Gas-CC,G,Gas,54.3,181.0,4,4,3.62,4,4,4,0.0,0.0,0.0,0.0,0.0,54.3,28.0
GUADG_GAS4,1516,Gas-CC,G,Gas,54.3,181.0,4,4,3.62,4,4,4,0.0,0.0,0.0,0.0,0.0,54.3,28.0
GUADG_STM5,1516,Gas-CC,G,Gas,61.2,204.0,4,4,4.08,4,4,4,0.0,0.0,0.0,0.0,0.0,61.2,28.0
GUADG_STM6,1516,Gas-CC,G,Gas,61.2,204.0,4,4,4.08,4,4,4,0.0,0.0,0.0,0.0,0.0,61.2,28.0
HLSES_UNIT3,3035,Gas-ST,G,Gas,118.5,395.0,4,4,7.9,4,4,4,0.0,0.0,0.0,0.0,0.0,118.5,35.0
HLSES_UNIT4,3035,Gas-ST,G,Gas,130.5,435.0,4,4,8.7,4,4,4,0.0,0.0,0.0,0.0,0.0,130.5,35.0
HLSES_UNIT5,3035,Gas-ST,G,Gas,130.5,435.0,4,4,8.7,4,4,4,0.0,0.0,0.0,0.0,0.0,130.5,35.0
HAYSEN_HAYSENG1,1761,Gas-CC,G,Gas,72.6,242.0,4,4,4.84,4,4,4,0.0,0.0,0.0,0.0,0.0,72.6,28.0
HAYSEN_HAYSENG2,1761,Gas-CC,G,Gas,72.6,242.0,4,4,4.84,4,4,4,0.0,0.0,0.0,0.0,0.0,72.6,28.0
HAYSEN_HAYSENG3,1761,Gas-CC,G,Gas,75.6,252.0,4,4,5.04,4,4,4,0.0,0.0,0.0,0.0,0.0,75.6,28.0
HAYSEN_HAYSENG4,1761,Gas-CC,G,Gas,75.6,252.0,4,4,5.04,4,4,4,0.0,0.0,0.0,0.0,0.0,75.6,28.0
DUKE_DUKE_GT1,905,Gas-CC,G,Gas,52.98,176.6,4,4,3.532,4,4,4,0.0,0.0,0.0,0.0,0.0,52.98,28.0
DUKE_DUKE_GT2,905,Gas-CC,G,Gas,52.98,176.6,4,4,3.532,4,4,4,0.0,0.0,0.0,0.0,0.0,52.98,28.0
DUKE_DUKE_ST1,905,Gas-CC,G,Gas,59.43,198.1,4,4,3.962,4,4,4,0.0,0.0,0.0,0.0,0.0,59.43,28.0
JACKCNTY_CT1,1635,Gas-CC,G,Gas,59.67,198.9,4,4,3.978,4,4,4,0.0,0.0,0.0,0.0,0.0,59.67,28.0
JACKCNTY_CT2,1635,Gas-CC,G,Gas,59.67,198.9,4,4,3.978,4,4,4,0.0,0.0,0.0,0.0,0.0,59.67,28.0
JCKCNTY2_CT3,1635,Gas-CC,G,Gas,59.67,198.9,4,4,3.978,4,4,4,0.0,0.0,0.0,0.0,0.0,59.67,28.0
JCKCNTY2_CT4,1635,Gas-CC,G,Gas,59.67,198.9,4,4,3.978,4,4,4,0.0,0.0,0.0,0.0,0.0,59.67,28.0
JACKCNTY_STG,1635,Gas-CC,G,Gas,96.18,320.6,4,4,6.412,4,4,4,0.0,0.0,0.0,0.0,0.0,96.18,28.0
JCKCNTY2_ST2,1635,Gas-CC,G,Gas,96.18,320.6,4,4,6.412,4,4,4,0.0,0.0,0.0,0.0,0.0,96.18,28.0
TEN_CT1,2967,Gas-CC,G,Gas,55.5,185.0,4,4,3.7,4,4,4,0.0,0.0,0.0,0.0,0.0,55.5,28.0
TEN_STG,2967,Gas-CC,G,Gas,32.1,107.0,4,4,2.14,4,4,4,0.0,0.0,0.0,0.0,0.0,32.1,28.0
LHSES_UNIT1,1913,Gas-ST,G,Gas,119.1,397.0,4,4,7.94,4,4,4,0.0,0.0,0.0,0.0,0.0,119.1,35.0
LHSES_UNIT2A,1913,Gas-ST,G,Gas,159.3,531.0,4,4,10.62,4,4,4,0.0,0.0,0.0,0.0,0.0,159.3,35.0
LPCCS_CT11,2371,Gas-CC,G,Gas,55.8,186.0,4,4,3.72,4,4,4,0.0,0.0,0.0,0.0,0.0,55.8,28.0
