uid,from_bus,to_bus,voltage_kv,length_km,capacity_mva,reactance
L877_893,877,893,230.0,0.39,600,0.00025892
L2096_2219,2096,2219,138.0,5.61,600.0,0.01118536
L1624_2165,1624,2165,345.0,4.22,2400.0,0.00113372
L179_3650,179,3650,138.0,12.77,400,0.0254878
L207_517,207,517,138.0,46.53,600.0,0.0928432
L2762_3833,2762,3833,138.0,14.1,400,0.02814102
L1187_3528,1187,3528,138.0,2.71,400,0.00541613
L2298_4252,2298,4252,138.0,2.71,400,0.00540736
L1962_1963,1962,1963,138.0,16.44,600.0,0.03281286
L720_721,720,721,138.0,31.17,600.0,0.06219412
L771_773,771,773,138.0,10.1,600.0,0.02015333
L774_2109,774,2109,138.0,5.5,600.0,0.01096825
L682_3886,682,3886,138.0,0.76,400,0.00150823
L258_1278,258,1278,138.0,3.0,600.0,0.00598313
L124_3670,124,3670,138.0,3.21,400,0.006408
L2574_4117,2574,4117,138.0,2.88,400,0.00574306
L303_315,303,315,138.0,8.25,600.0,0.01647114
L1733_3280,1733,3280,138.0,10.08,400,0.02010692
L570_710,570,710,345.0,10.7,2400.0,0.00287548
L4192_4193,4192,4193,138.0,0.58,400,0.00116382
L695_718,695,718,138.0,17.62,600.0,0.03515023
L2512_2827,2512,2827,138.0,0.45,400,0.00089445
L1491_3417,1491,3417,138.0,1.39,400,0.00277977
L1223_1506,1223,1506,345.0,38.25,2400.0,0.01028384
L2102_4176,2102,4176,138.0,0.96,400,0.00191175
L499_500,499,500,138.0,6.84,600.0,0.01365161
L1309_1322,1309,1322,138.0,4.16,2400.0,0.00829703
L507_2006,507,2006,138.0,1.07,2400.0,0.0021353
L3434_3435,3434,3435,138.0,3.64,400,0.00725759
L2676_4197,2676,4197,138.0,4.92,400,0.00981983
L1081_1531,1081,1531,345.0,12.99,2400.0,0.00349214
L934_3448,934,3448,138.0,2.45,400,0.00489752
L420_3148,420,3148,138.0,51.98,400,0.10371526
L2070_2071,2070,2071,138.0,0.58,400,0.00116125
L1054_4019,1054,4019,138.0,5.3,400,0.01057763
L3277_3300,3277,3300,138.0,1.61,400,0.00320452
L782_3779,782,3779,138.0,13.52,400,0.02696982
L1751_3349,1751,3349,138.0,4.93,400,0.00982894
L2782_2968,2782,2968,138.0,6.25,2400.0,0.01247608
L2068_2626,2068,2626,138.0,2.88,600.0,0.0057391
L2337_2338,2337,2338,138.0,9.29,600.0,0.01853134
L1064_1065,1064,1065,138.0,2.81,600.0,0.0056119
L1061_3438,1061,3438,138.0,6.44,400,0.01284347
L2917_4211,2917,4211,138.0,1.89,400,0.003764
L876_3214,876,3214,138.0,4.65,400,0.00927564
L119_1119,119,1119,138.0,11.63,2400.0,0.02319893
L2695_3586,2695,3586,138.0,3.86,400,0.00770717
L1441_1442,1441,1442,138.0,55.19,2400.0,0.11012535
L1392_1531,1392,1531,345.0,17.47,2400.0,0.00469596
L2200_2683,2200,2683,138.0,4.32,2400.0,0.00861851
L1048_2883,1048,2883,138.0,2.09,600.0,0.00417685
L1098_1662,1098,1662,345.0,20.66,2400.0,0.0055535
L95_916,95,916,138.0,11.01,600.0,0.02196849
L1419_2038,1419,2038,138.0,2.1,2400.0,0.00418897
L3980_3983,3980,3983,138.0,3.25,400,0.00648463
L961_1448,961,1448,138.0,3.82,600.0,0.00762012
L857_3431,857,3431,138.0,2.9,400,0.00578437
L1615_2831,1615,2831,345.0,1.61,2400.0,0.00043418
L1825_3671,1825,3671,138.0,2.47,400,0.00492059
L1962_4197,1962,4197,138.0,4.14,400,0.0082627
L4061_4291,4061,4291,138.0,1.73,400,0.00345192
L658_4179,658,4179,138.0,1.17,400,0.00232658
L1841_1848,1841,1848,138.0,8.19,600.0,0.01634636
L321_3190,321,3190,138.0,5.2,400,0.01038413
L1217_3516,1217,3516,138.0,11.97,400,0.02387693
L645_3595,645,3595,138.0,1.28,400,0.00254641
L2945_4227,2945,4227,138.0,1.18,400,0.00234851
L385_3290,385,3290,138.0,1.16,400,0.00231326
L65_157,65,157,138.0,5.23,600.0,0.01043604
L1859_3507,1859,3507,138.0,3.0,400,0.00597979
L444_3719,444,3719,138.0,33.5,400,0.06683974
L3755_3792,3755,3792,138.0,0.35,400,0.00069164
L1381_3233,1381,3233,138.0,0.61,400,0.00121444
L2090_4051,2090,4051,138.0,0.7,400,0.00139162
L1502_3330,1502,3330,138.0,8.22,400,0.01641115
L1059_2766,1059,2766,138.0,1.63,2400.0,0.00325412
L1419_3459,1419,3459,138.0,0.9,400,0.00178837
L1184_3532,1184,3532,138.0,10.61,400,0.02117163
L2625_2626,2625,2626,138.0,2.76,600.0,0.00550158
L1199_1200,1199,1200,138.0,11.33,600.0,0.02261514
L727_3716,727,3716,138.0,32.45,400,0.06475595
L3242_3243,3242,3243,138.0,4.01,400,0.00800455
L3764_3786,3764,3786,138.0,7.31,400,0.01459354
L2591_2991,2591,2991,138.0,5.64,600.0,0.01125617
L2582_4293,2582,4293,138.0,1.35,400,0.00269674
L3554_3558,3554,3558,138.0,5.4,400,0.01076878
L3820_3912,3820,3912,138.0,12.35,400,0.02465049
L3744_3778,3744,3778,138.0,0.39,400,0.00077261
L2205_4157,2205,4157,138.0,0.47,400,0.00094475
L2792_3976,2792,3976,138.0,7.24,400,0.01444887
L2095_4238,2095,4238,138.0,0.67,400,0.00133955
L1712_1751,1712,1751,138.0,5.36,2400.0,0.01069333
L1739_3353,1739,3353,345.0,0.43,1200,0.00011451
L1529_3408,1529,3408,138.0,3.08,400,0.00615153
L625_3829,625,3829,138.0,0.84,400,0.00167558
L3371_3525,3371,3525,138.0,1.42,400,0.00282579
L1100_1763,1100,1763,138.0,4.6,600.0,0.00917639
L93_1106,93,1106,138.0,31.65,600.0,0.06315334
L333_3630,333,3630,138.0,6.31,400,0.01258426
L2132_2618,2132,2618,138.0,4.33,600.0,0.00864302
L23_3432,23,3432,138.0,1.56,400,0.00312223
L113_1505,113,1505,138.0,2.36,600.0,0.00471578
L266_267,266,267,138.0,9.91,600.0,0.01976998
L264_3208,264,3208,138.0,14.04,400,0.02801179
L1638_2579,1638,2579,345.0,7.79,2400.0,0.0020947
L2969_2970,2969,2970,345.0,5.82,2400.0,0.00156552
L318_3629,318,3629,138.0,3.59,400,0.00716514
L2008_3877,2008,3877,138.0,0.32,400,0.00063625
L1919_4104,1919,4104,345.0,0.87,1200,0.00023355
L2745_4182,2745,4182,138.0,5.34,400,0.010654
L100_3470,100,3470,138.0,4.48,400,0.00893731
L2188_2687,2188,2687,138.0,12.79,600.0,0.02551246
L1198_1402,1198,1402,138.0,1.16,600.0,0.00230917
L25_1003,25,1003,138.0,16.72,600.0,0.03335988
L3530_3531,3530,3531,138.0,1.48,400,0.00295303
L2962_4042,2962,4042,138.0,6.29,400,0.01255617
L739_3794,739,3794,138.0,21.36,400,0.04262541
L2183_2184,2183,2184,138.0,14.2,600.0,0.02833709
L1307_1655,1307,1655,138.0,6.26,2400.0,0.0124863
L908_3456,908,3456,138.0,0.53,400,0.0010508
L1185_1243,1185,1243,138.0,24.87,600.0,0.04963068
L3367_3510,3367,3510,138.0,0.47,400,0.00093123
L466_469,466,469,138.0,5.43,600.0,0.01083427
L1239_1240,1239,1240,138.0,2.97,600.0,0.00592749
L2083_2084,2083,2084,138.0,1.18,600.0,0.00234548
L1831_3294,1831,3294,138.0,23.63,400,0.04715121
L1106_3220,1106,3220,138.0,15.46,400,0.03085062
L1061_1401,1061,1401,138.0,9.63,600.0,0.01922459
L781_784,781,784,138.0,39.65,600.0,0.07912101
L945_947,945,947,138.0,5.03,2400.0,0.0100466
L1096_3614,1096,3614,138.0,2.57,400,0.00513553
L425_427,425,427,138.0,12.38,600.0,0.02469678
L3251_3521,3251,3521,138.0,3.54,400,0.00706948
L1411_3617,1411,3617,138.0,1.15,400,0.00229077
L1183_3530,1183,3530,138.0,4.89,400,0.00976283
L374_375,374,375,138.0,2.39,600.0,0.00476516
L260_1278,260,1278,138.0,2.23,600.0,0.00444299
L3902_3926,3902,3926,138.0,0.92,400,0.00184469
L2899_4072,2899,4072,138.0,1.69,400,0.00336421
L1835_1836,1835,1836,138.0,7.95,2400.0,0.01585548
L2005_3750,2005,3750,138.0,25.53,400,0.05094026
L1799_3317,1799,3317,138.0,1.03,400,0.00206403
L2367_4247,2367,4247,138.0,1.09,400,0.00216677
L1703_1817,1703,1817,138.0,1.27,600.0,0.00253835
L2648_4094,2648,4094,138.0,2.12,400,0.00423313
L3196_3200,3196,3200,138.0,0.56,400,0.00112252
L676_4174,676,4174,138.0,5.62,400,0.01121025
L620_630,620,630,138.0,13.68,600.0,0.02729971
L718_3812,718,3812,138.0,9.5,400,0.01895422
L1280_3281,1280,3281,138.0,3.43,400,0.00684705
L1858_3534,1858,3534,138.0,3.65,400,0.00727815
L127_3599,127,3599,138.0,4.27,400,0.00851599
L2489_3827,2489,3827,138.0,10.93,400,0.02180408
L1018_1019,1018,1019,138.0,3.93,600.0,0.00783463
L1115_3561,1115,3561,138.0,4.97,400,0.00992159
L1001_3201,1001,3201,138.0,55.96,400,0.11166422
L1575_3721,1575,3721,138.0,5.75,400,0.01148332
L4083_4219,4083,4219,138.0,0.98,400,0.00196025
L3579_3613,3579,3613,138.0,1.33,400,0.00264622
L306_307,306,307,138.0,4.77,600.0,0.00952139
L4282_4283,4282,4283,138.0,0.32,400,0.0006305
L948_1979,948,1979,138.0,5.19,600.0,0.01035183
L1555_3401,1555,3401,345.0,45.52,1200,0.0122373
L1910_3428,1910,3428,345.0,3.77,1200,0.00101375
L1243_1861,1243,1861,345.0,9.35,2400.0,0.00251401
L1879_3497,1879,3497,138.0,0.33,400,0.00065663
L607_4065,607,4065,138.0,21.51,400,0.0429302
L2810_4020,2810,4020,138.0,5.74,400,0.01144855
L654_3592,654,3592,138.0,2.21,400,0.0044049
L507_733,507,733,138.0,17.7,2400.0,0.03532515
L3640_3644,3640,3644,138.0,4.43,400,0.00883562
L357_896,357,896,138.0,11.37,600.0,0.02268915
L2144_2145,2144,2145,138.0,8.1,600.0,0.01615632
L1808_3287,1808,3287,138.0,12.05,400,0.02403572
L1417_1843,1417,1843,138.0,7.2,600.0,0.0143629
L3035_4079,3035,4079,138.0,0.61,400,0.00121236
L1678_1765,1678,1765,230.0,9.48,2400.0,0.00627065
L1739_3355,1739,3355,345.0,4.01,1200,0.00107868
L207_2126,207,2126,138.0,71.69,600.0,0.14305242
L227_3492,227,3492,138.0,6.32,400,0.0126097
L1258_1442,1258,1442,138.0,26.87,600.0,0.05361746
L1982_2211,1982,2211,138.0,2.9,600.0,0.00579236
L986_1364,986,1364,138.0,40.69,600.0,0.08118605
L85_86,85,86,138.0,12.4,600.0,0.02474891
L1991_3992,1991,3992,138.0,1.81,400,0.00360775
L3729_3867,3729,3867,138.0,0.38,400,0.00076667
L2788_2789,2788,2789,138.0,4.17,600.0,0.00832879
L677_3609,677,3609,138.0,8.97,400,0.01790743
L883_3584,883,3584,138.0,15.62,400,0.03117607
L769_3782,769,3782,138.0,11.22,400,0.02238581
L1676_1678,1676,1678,230.0,0.43,600,0.00028656
L100_3531,100,3531,138.0,2.92,400,0.00582881
L1491_3219,1491,3219,138.0,0.92,400,0.00182831
L2522_3967,2522,3967,138.0,20.53,400,0.04097342
L2683_4201,2683,4201,138.0,2.1,400,0.00419618
L305_3631,305,3631,138.0,0.55,400,0.0011073
L483_2466,483,2466,138.0,0.58,400,0.00115585
L605_3599,605,3599,138.0,5.94,400,0.01184943
L3523_3672,3523,3672,138.0,7.25,400,0.01445753
L1433_3643,1433,3643,138.0,12.41,400,0.02476691
L1653_3382,1653,3382,138.0,1.81,400,0.00361565
L1421_3459,1421,3459,138.0,1.71,400,0.00340816
L4143_4162,4143,4162,138.0,0.69,400,0.00138478
L1970_2531,1970,2531,138.0,0.6,400,0.00119134
L2445_4196,2445,4196,138.0,7.75,400,0.01546864
L1784_3339,1784,3339,138.0,1.3,400,0.00259378
L682_3709,682,3709,138.0,0.37,400,0.00074436
L3007_4248,3007,4248,138.0,2.91,400,0.0058078
L2143_2996,2143,2996,138.0,20.35,600.0,0.04060025
L616_833,616,833,345.0,23.23,2400.0,0.00624587
L2834_4155,2834,4155,138.0,0.48,400,0.00095529
L1876_1947,1876,1947,138.0,3.52,2400.0,0.00702818
L630_2762,630,2762,138.0,4.91,600.0,0.00979474
L1567_2847,1567,2847,345.0,7.48,2400.0,0.00201055
L317_3630,317,3630,138.0,3.35,400,0.00669251
L240_1434,240,1434,138.0,2.21,600.0,0.00440154
L3823_3825,3823,3825,138.0,0.46,400,0.00092124
L3190_3191,3190,3191,138.0,12.05,400,0.0240345
L1711_1722,1711,1722,345.0,5.9,2400.0,0.00158537
L1940_3154,1940,3154,138.0,0.79,400,0.00156829
L721_833,721,833,345.0,5.92,2400.0,0.00159201
L1183_3533,1183,3533,138.0,22.23,400,0.04435028
L1979_1980,1979,1980,138.0,2.52,600.0,0.00502488
L3917_3918,3917,3918,138.0,0.31,400,0.00062538
L155_156,155,156,138.0,13.08,600.0,0.02609708
L929_4159,929,4159,138.0,13.23,400,0.02639855
L1930_3152,1930,3152,138.0,1.98,400,0.00395711
L2325_2326,2325,2326,138.0,5.37,600.0,0.010712
L467_3849,467,3849,138.0,1.06,400,0.00211433
L753_3766,753,3766,345.0,6.49,1200,0.00174566
L2296_4252,2296,4252,138.0,3.26,400,0.0065064
L457_462,457,462,138.0,27.63,400,0.05512477
L4036_4253,4036,4253,138.0,0.57,400,0.00114291
L1758_1759,1758,1759,138.0,17.45,600.0,0.03481955
L2654_4025,2654,4025,138.0,0.57,400,0.00113221
L428_3187,428,3187,138.0,0.61,400,0.00121152
L843_1924,843,1924,138.0,21.26,600.0,0.0424179
L1172_3653,1172,3653,138.0,0.65,400,0.00129085
L401_3959,401,3959,138.0,2.26,400,0.00451606
L2859_4125,2859,4125,138.0,5.82,400,0.01161413
L135_1628,135,1628,345.0,0.68,1200,0.0001837
L1935_3211,1935,3211,138.0,8.37,400,0.01670416
L1503_3215,1503,3215,345.0,0.56,1200,0.00015168
L3171_3176,3171,3176,138.0,3.24,400,0.00646435
L1841_3225,1841,3225,138.0,33.3,400,0.06644285
L3476_3485,3476,3485,138.0,2.39,400,0.00477175
L1687_3415,1687,3415,345.0,1.21,1200,0.00032521
L1404_3440,1404,3440,138.0,5.98,400,0.01194232
L2752_2794,2752,2794,138.0,3.23,2400.0,0.00645157
L448_449,448,449,138.0,22.25,600.0,0.04440043
L3707_3817,3707,3817,138.0,0.37,400,0.00074825
L1812_3311,1812,3311,138.0,0.96,400,0.00192274
L1150_3658,1150,3658,230.0,0.41,600,0.00026873
L610_611,610,611,138.0,1.0,600.0,0.0019994
L111_3678,111,3678,138.0,1.08,400,0.00215722
L2045_4055,2045,4055,138.0,4.34,400,0.00865345
L746_3798,746,3798,138.0,7.92,400,0.01579977
L349_356,349,356,138.0,13.89,600.0,0.0277188
L259_1278,259,1278,138.0,2.79,400,0.00555881
L1858_3256,1858,3256,138.0,1.98,400,0.00394183
L860_861,860,861,138.0,3.58,600.0,0.00715208
L378_380,378,380,138.0,9.04,600.0,0.01803656
L1474_1577,1474,1577,345.0,3.47,2400.0,0.00093308
L1975_3165,1975,3165,138.0,31.64,400,0.06313338
L1005_4141,1005,4141,138.0,8.68,400,0.01732468
L2103_3202,2103,3202,138.0,6.63,400,0.01322895
L2470_3894,2470,3894,138.0,13.27,400,0.02647688
L3238_3297,3238,3297,138.0,1.54,400,0.00306821
L227_228,227,228,138.0,6.04,2400.0,0.01204601
L1282_1800,1282,1800,138.0,12.93,600.0,0.02579209
L978_1941,978,1941,138.0,26.3,600.0,0.05246893
L36_3873,36,3873,138.0,0.31,400,0.00062023
L2074_4149,2074,4149,138.0,2.04,400,0.00406652
L585_3207,585,3207,138.0,0.93,400,0.00185188
L2213_2972,2213,2972,138.0,9.6,600.0,0.01916184
L1448_1449,1448,1449,138.0,0.91,400,0.00181395
L1427_3427,1427,3427,138.0,5.77,400,0.01150616
L1313_3463,1313,3463,138.0,1.35,400,0.00270117
L3386_3387,3386,3387,138.0,0.51,400,0.00102586
L3437_3439,3437,3439,138.0,3.03,400,0.00604046
L1591_3477,1591,3477,138.0,9.45,400,0.01886346
L173_2350,173,2350,138.0,1.4,600.0,0.00279641
L1497_1685,1497,1685,138.0,2.28,600.0,0.00454383
L440_3612,440,3612,138.0,0.54,400,0.00107516
L6_2892,6,2892,138.0,4.45,600.0,0.00887723
L1542_1851,1542,1851,345.0,0.46,1200,0.00012273
L1987_2643,1987,2643,138.0,4.27,600.0,0.0085209
L2682_2702,2682,2702,138.0,1.68,2400.0,0.00335794
L32_2491,32,2491,345.0,1.2,2400.0,0.00032282
L228_1206,228,1206,138.0,22.02,600.0,0.04393807
L1096_3570,1096,3570,138.0,8.46,400,0.01687374
L1092_1114,1092,1114,138.0,8.31,600.0,0.01658306
L598_3605,598,3605,138.0,3.72,400,0.00742673
L1371_3565,1371,3565,138.0,2.7,400,0.00538799
L1274_3621,1274,3621,138.0,0.48,400,0.00095083
L1084_1087,1084,1087,138.0,7.73,600.0,0.01543076
L1792_3333,1792,3333,138.0,3.3,400,0.00659334
L3847_3848,3847,3848,138.0,5.49,400,0.01095032
L1427_1725,1427,1725,138.0,3.16,600.0,0.00629824
L1913_3034,1913,3034,345.0,10.14,2400.0,0.00272708
L4034_4076,4034,4076,138.0,0.43,400,0.00086255
L2110_3752,2110,3752,138.0,0.76,400,0.00151729
L1341_1588,1341,1588,345.0,5.13,2400.0,0.00137849
L2065_2794,2065,2794,138.0,3.11,600.0,0.00619882
L268_270,268,270,138.0,10.7,600.0,0.02134597
L750_3721,750,3721,138.0,3.09,400,0.00616115
L3394_3578,3394,3578,138.0,0.99,400,0.00198144
L2220_3987,2220,3987,138.0,14.83,400,0.02958832
L1070_3576,1070,3576,138.0,4.45,400,0.00887921
L3647_3648,3647,3648,138.0,2.62,400,0.00522563
L459_3167,459,3167,138.0,6.83,400,0.01363382
L34_2496,34,2496,138.0,12.24,600.0,0.02441761
L2221_2222,2221,2222,138.0,0.47,400,0.00094209
L1841_3286,1841,3286,138.0,39.77,400,0.07935339
L9_4083,9,4083,138.0,1.18,400,0.00234753
L1295_3326,1295,3326,138.0,0.63,400,0.00125285
L2558_2637,2558,2637,138.0,14.08,600.0,0.02809132
L3642_3703,3642,3703,138.0,0.54,400,0.00108486
L3493_3567,3493,3567,138.0,0.62,400,0.00123511
L3516_3533,3516,3533,138.0,0.33,400,0.00065514
L1972_2744,1972,2744,138.0,0.44,400,0.00088742
L1899_2171,1899,2171,345.0,4.12,2400.0,0.00110841
L1256_1257,1256,1257,138.0,7.76,600.0,0.01549077
L2585_4218,2585,4218,138.0,2.51,400,0.00501583
L285_464,285,464,138.0,4.6,600.0,0.00917598
L294_295,294,295,138.0,7.05,600.0,0.01406209
L3331_3696,3331,3696,138.0,1.03,400,0.0020535
L1160_1164,1160,1164,138.0,0.91,400,0.00180973
L1376_3569,1376,3569,138.0,4.08,400,0.00814486
L80_3974,80,3974,138.0,4.49,400,0.00896574
L175_2114,175,2114,138.0,14.05,600.0,0.02804095
L288_309,288,309,138.0,4.72,600.0,0.00941077
L612_614,612,614,138.0,7.59,600.0,0.01514692
L855_1414,855,1414,138.0,6.85,600.0,0.0136661
L3374_3375,3374,3375,138.0,11.45,400,0.02285235
L41_42,41,42,345.0,24.1,2400.0,0.00648012
L2808_4111,2808,4111,138.0,5.0,400,0.00996816
L1288_3329,1288,3329,138.0,2.21,400,0.00440939
L3368_3489,3368,3489,138.0,1.41,400,0.00282138
L295_299,295,299,138.0,4.42,600.0,0.00882247
L2189_2658,2189,2658,138.0,8.59,600.0,0.01713241
L514_3840,514,3840,345.0,2.26,1200,0.00060742
L1794_3696,1794,3696,138.0,3.1,400,0.00619203
L1860_3275,1860,3275,138.0,4.57,400,0.00912404
L3935_3936,3935,3936,138.0,23.23,400,0.04634656
L2321_2328,2321,2328,138.0,27.06,600.0,0.05399362
L2510_4235,2510,4235,138.0,1.91,400,0.00380287
L219_1223,219,1223,138.0,20.78,600.0,0.04147364
L1318_1716,1318,1716,138.0,5.84,600.0,0.01166264
L2461_2462,2461,2462,138.0,3.89,600.0,0.00775325
L1922_2872,1922,2872,345.0,4.26,2400.0,0.00114592
L1715_3371,1715,3371,138.0,1.14,400,0.00227337
L1938_3201,1938,3201,138.0,25.5,400,0.05087777
L3970_3971,3970,3971,138.0,13.01,400,0.02595688
L1055_3035,1055,3035,138.0,10.92,2400.0,0.02178576
L2859_4292,2859,4292,138.0,1.55,400,0.00309991
L3777_3810,3777,3810,138.0,5.73,400,0.01143062
L1106_1197,1106,1197,138.0,8.66,600.0,0.01727969
L2838_2839,2838,2839,138.0,4.34,600.0,0.00866478
L2819_4050,2819,4050,138.0,1.52,400,0.00303825
L3340_3691,3340,3691,138.0,0.78,400,0.00156587
L170_171,170,171,138.0,1.03,600.0,0.00205554
L1911_1912,1911,1912,138.0,1.31,600.0,0.00261603
L757_3771,757,3771,138.0,2.19,400,0.00437299
L751_1473,751,1473,138.0,5.21,600.0,0.01040473
L3030_4008,3030,4008,138.0,2.31,400,0.00460691
L3710_3907,3710,3907,138.0,0.37,400,0.00074257
L1156_1861,1156,1861,345.0,7.09,2400.0,0.00190568
L1358_3507,1358,3507,138.0,0.3,400,0.00060151
L1383_3461,1383,3461,138.0,7.0,400,0.01396446
L1360_2562,1360,2562,138.0,2.9,600.0,0.00578694
L2178_2179,2178,2179,138.0,1.76,600.0,0.00351643
L3300_3412,3300,3412,138.0,3.2,400,0.00638586
L2594_4205,2594,4205,138.0,6.84,400,0.01365179
L2240_2241,2240,2241,138.0,5.27,600.0,0.01051767
L1897_4014,1897,4014,138.0,0.86,400,0.00171049
L2117_3915,2117,3915,138.0,0.58,400,0.00115632
L559_567,559,567,138.0,6.37,600.0,0.01270181
L1416_3212,1416,3212,138.0,33.34,400,0.0665249
L1832_3294,1832,3294,138.0,4.92,400,0.00981997
L1740_3355,1740,3355,345.0,9.55,1200,0.00256619
L453_456,453,456,138.0,7.64,600.0,0.01523721
L2770_2771,2770,2771,138.0,2.88,600.0,0.00573898
L1640_2996,1640,2996,138.0,19.37,600.0,0.03865337
L1976_4156,1976,4156,345.0,7.27,1200,0.00195385
L604_1420,604,1420,138.0,8.9,2400.0,0.01776335
L1344_1345,1344,1345,138.0,2.96,2400.0,0.00590976
L4126_4127,4126,4127,138.0,2.27,400,0.00452494
L405_3955,405,3955,138.0,2.39,400,0.0047715
L1209_3350,1209,3350,138.0,3.76,400,0.00750385
L1415_3546,1415,3546,138.0,2.55,400,0.00509592
L1693_1695,1693,1695,345.0,0.32,1200,8.737e-05
L2102_4177,2102,4177,138.0,2.08,400,0.00415284
L2539_3201,2539,3201,138.0,13.26,400,0.02646434
L205_4191,205,4191,138.0,0.79,400,0.0015849
L2340_4049,2340,4049,138.0,0.78,400,0.0015588
L1025_1585,1025,1585,138.0,11.92,600.0,0.0237826
L4105_4106,4105,4106,138.0,11.41,400,0.02276004
L1908_2796,1908,2796,138.0,1.67,2400.0,0.00333374
L2700_2827,2700,2827,138.0,0.47,400,0.00094082
L652_3593,652,3593,138.0,9.0,400,0.01796703
L3268_3520,3268,3520,138.0,4.77,400,0.00950914
L956_1603,956,1603,345.0,7.58,2400.0,0.00203783
L2918_4203,2918,4203,138.0,1.6,400,0.00318655
L1716_3518,1716,3518,138.0,2.41,400,0.00481692
L3905_3906,3905,3906,138.0,0.77,400,0.00153626
L1646_2241,1646,2241,138.0,2.97,600.0,0.00592047
L980_3148,980,3148,138.0,11.02,400,0.02198072
L1994_2151,1994,2151,138.0,4.35,600.0,0.00868504
L74_3949,74,3949,138.0,7.29,400,0.01453728
L1265_3352,1265,3352,138.0,5.73,400,0.01142998
L1294_3217,1294,3217,138.0,9.3,400,0.01856365
L376_3462,376,3462,138.0,6.63,400,0.01323024
L1620_4246,1620,4246,345.0,9.08,1200,0.00244108
L1272_3560,1272,3560,138.0,0.54,400,0.00108252
L514_3842,514,3842,345.0,5.49,1200,0.00147731
L1906_1911,1906,1911,138.0,1.93,600.0,0.00385541
L383_1546,383,1546,345.0,11.77,2400.0,0.00316336
L1654_1658,1654,1658,138.0,3.18,600.0,0.00634979
L470_3898,470,3898,138.0,0.33,400,0.00065511
L472_3730,472,3730,138.0,10.21,400,0.0203768
L1205_1208,1205,1208,138.0,4.25,600.0,0.00848726
L232_3646,232,3646,138.0,5.26,400,0.01048767
L425_426,425,426,138.0,9.09,600.0,0.01813685
L555_557,555,557,138.0,4.97,600.0,0.00991365
L1560_4180,1560,4180,345.0,5.25,1200,0.00141041
L399_3950,399,3950,138.0,10.15,400,0.02024523
L1620_2672,1620,2672,345.0,2.1,2400.0,0.00056515
L1542_3305,1542,3305,138.0,10.99,400,0.02193839
L3394_3437,3394,3437,138.0,0.58,400,0.00116544
L724_765,724,765,138.0,8.02,600.0,0.0160022
L2160_3963,2160,3963,138.0,8.81,400,0.01757091
L442_1255,442,1255,138.0,27.47,600.0,0.05480827
L253_1485,253,1485,138.0,17.78,600.0,0.03548207
L4096_4172,4096,4172,138.0,0.51,400,0.00102759
L1010_4129,1010,4129,138.0,0.81,400,0.00160992
L2115_3922,2115,3922,345.0,4.31,1200,0.00115779
L2546_2564,2546,2564,138.0,14.62,600.0,0.02916852
L164_3444,164,3444,345.0,1.43,1200,0.00038368
L4060_4181,4060,4181,138.0,17.11,400,0.03413565
L1398_1399,1398,1399,138.0,0.74,400,0.00147848
L41_3727,41,3727,345.0,0.52,1200,0.0001408
L2991_4015,2991,4015,138.0,3.22,400,0.00643183
L509_776,509,776,138.0,24.85,600.0,0.04957619
L214_4192,214,4192,138.0,5.49,400,0.01095228
L1546_2718,1546,2718,345.0,1.54,2400.0,0.00041295
L393_3435,393,3435,138.0,0.91,400,0.00181303
L600_3451,600,3451,138.0,2.4,400,0.00478834
L3945_3946,3945,3946,138.0,3.5,400,0.00697441
L1360_2693,1360,2693,138.0,2.0,600.0,0.00398189
L107_3257,107,3257,138.0,0.64,400,0.00127467
L1142_1143,1142,1143,138.0,6.58,600.0,0.01312555
L1986_1987,1986,1987,138.0,1.99,600.0,0.00397879
L1347_2209,1347,2209,138.0,1.07,600.0,0.00213258
L2139_2636,2139,2636,138.0,13.52,600.0,0.02698217
L1835_3335,1835,3335,138.0,7.81,400,0.01558345
L1235_3531,1235,3531,138.0,3.93,400,0.00783712
L1928_3153,1928,3153,138.0,13.74,400,0.02741547
L266_268,266,268,138.0,15.96,600.0,0.03185464
L242_2713,242,2713,138.0,0.41,400,0.00082412
L1815_3305,1815,3305,138.0,10.63,400,0.02120562
L1036_4279,1036,4279,138.0,0.56,400,0.00110849
L855_3304,855,3304,138.0,11.11,400,0.02217068
L939_3949,939,3949,138.0,3.49,400,0.00696164
L1786_1787,1786,1787,138.0,1.75,600.0,0.00349609
L1783_3383,1783,3383,138.0,1.35,400,0.00268411
L140_3667,140,3667,230.0,4.88,600,0.0032272
L565_1602,565,1602,138.0,41.18,600.0,0.08217923
L312_313,312,313,138.0,6.49,600.0,0.01295009
L2177_2545,2177,2545,138.0,25.74,600.0,0.05136424
L2701_4183,2701,4183,138.0,2.0,400,0.0039942
L1506_1819,1506,1819,345.0,8.21,2400.0,0.00220812
L245_247,245,247,138.0,7.03,600.0,0.01401808
L1679_3366,1679,3366,138.0,1.44,400,0.00288016
L2899_3997,2899,3997,138.0,4.21,400,0.00840608
L2833_4156,2833,4156,138.0,9.27,400,0.01849232
L479_483,479,483,138.0,8.81,600.0,0.01758657
L3436_3571,3436,3571,138.0,0.33,400,0.00066421
L1714_3239,1714,3239,138.0,3.51,400,0.00701227
L1204_1340,1204,1340,138.0,26.87,2400.0,0.05362578
