uid,from_bus,to_bus,voltage_kv,length_km,capacity_mva,reactance
L819_2287,819,2287,345.0,0.63,1200,0.00016861
L2054_2111,2054,2111,345.0,62.01,2400.0,0.01667194
L1013_1791,1013,1791,345.0,30.98,2400.0,0.00832826
L577_819,577,819,345.0,41.87,2400.0,0.01125723
L3077_3080,3077,3080,345.0,0.58,1200,0.00015537
L3074_3140,3074,3140,345.0,0.39,1200,0.00010594
L1752_1822,1752,1822,345.0,21.72,2400.0,0.00584065
L1365_1650,1365,1650,345.0,60.05,2400.0,0.01614405
L2357_3125,2357,3125,345.0,9.09,1200,0.00244465
L1484_2374,1484,2374,345.0,10.53,2400.0,0.00283164
L1582_1605,1582,1605,345.0,44.63,2400.0,0.01199902
L1620_2430,1620,2430,345.0,27.18,2400.0,0.00730768
L1818_2378,1818,2378,345.0,160.54,2400.0,0.04316069
L1505_1861,1505,1861,345.0,14.68,2400.0,0.00394666
L2285_2286,2285,2286,345.0,23.4,2400.0,0.00629191
L1546_1742,1546,1742,345.0,53.55,2400.0,0.0143976
L2255_3129,2255,3129,345.0,0.46,1200,0.00012278
L1634_3084,1634,3084,345.0,94.05,1200,0.02528512
L1849_3041,1849,3041,345.0,0.61,1200,0.00016486
L3085_3146,3085,3146,345.0,0.62,1200,0.00016742
L1630_1634,1630,1634,345.0,16.36,2400.0,0.00439962
L1536_1540,1536,1540,345.0,0.44,1200,0.0001188
L14_2234,14,2234,345.0,17.7,2400.0,0.00475949
L678_826,678,826,345.0,11.6,2400.0,0.00311929
L4_818,4,818,345.0,5.2,2400.0,0.00139787
L3082_3100,3082,3100,345.0,0.37,1200,9.819e-05
L828_2312,828,2312,345.0,91.59,2400.0,0.02462419
L806_2354,806,2354,345.0,14.27,2400.0,0.00383593
L834_835,834,835,345.0,41.12,2400.0,0.01105469
L524_2409,524,2409,345.0,32.28,2400.0,0.00867824
L1556_3042,1556,3042,345.0,0.66,1200,0.00017674
L3089_3090,3089,3090,345.0,0.48,1200,0.00012786
L1642_3073,1642,3073,345.0,0.77,1200,0.000206
L1811_1821,1811,1821,345.0,12.31,2400.0,0.0033087
L3108_3109,3108,3109,345.0,0.51,1200,0.00013596
L62_1062,62,1062,345.0,59.25,2400.0,0.01592873
L3065_3072,3065,3072,345.0,0.69,1200,0.00018622
L1696_3097,1696,3097,345.0,16.88,1200,0.00453743
L1665_3112,1665,3112,345.0,7.6,1200,0.00204366
L2958_3076,2958,3076,345.0,7.34,1200,0.00197208
L1637_3090,1637,3090,345.0,1.77,1200,0.00047654
L1700_1851,1700,1851,345.0,84.46,2400.0,0.02270696
L1889_3019,1889,3019,345.0,12.5,1200,0.00336189
L1565_3121,1565,3121,345.0,1.51,1200,0.00040517
L3136_3138,3136,3138,345.0,0.61,1200,0.00016307
L643_1554,643,1554,345.0,2.61,2400.0,0.00070095
L835_2383,835,2383,345.0,0.9,1200,0.0002411
L2049_3059,2049,3059,345.0,7.05,1200,0.00189663
L1111_1687,1111,1687,345.0,76.77,2400.0,0.02063862
L2042_3099,2042,3099,345.0,0.78,1200,0.00020924
L1919_3075,1919,3075,345.0,7.38,1200,0.00198376
L1823_1937,1823,1937,345.0,22.93,2400.0,0.00616416
L1761_1910,1761,1910,345.0,4.05,2400.0,0.0010897
L1811_1851,1811,1851,345.0,90.45,2400.0,0.02431887
L792_793,792,793,345.0,82.63,2400.0,0.0222157
L2986_3116,2986,3116,345.0,11.71,1200,0.00314719
L1612_3090,1612,3090,345.0,204.53,1200,0.05498872
L1517_1661,1517,1661,345.0,40.93,2400.0,0.011003
L3137_3138,3137,3138,345.0,0.31,1200,8.349e-05
L794_3127,794,3127,345.0,46.65,1200,0.01254298
L2613_3114,2613,3114,345.0,4.17,1200,0.00112002
L2261_3138,2261,3138,345.0,21.94,1200,0.00589863
L2235_2282,2235,2282,345.0,20.1,2400.0,0.00540436
L1740_3043,1740,3043,345.0,3.11,1200,0.00083714
L1680_3146,1680,3146,345.0,0.67,1200,0.00017981
L1530_1531,1530,1531,345.0,0.63,1200,0.00016992
L1496_1498,1496,1498,345.0,79.18,2400.0,0.02128871
L1688_1690,1688,1690,138.0,10.99,2400.0,0.0029542
L1594_1596,1594,1596,345.0,21.58,2400.0,0.00580087
L2131_3143,2131,3143,345.0,0.49,1200,0.00013277
L1541_2534,1541,2534,345.0,30.21,2400.0,0.00812177
L3114_3115,3114,3115,345.0,0.45,1200,0.00012013
L593_1503,593,1503,345.0,48.86,2400.0,0.01313489
L710_2433,710,2433,345.0,15.08,2400.0,0.00405485
L1680_2208,1680,2208,345.0,0.51,1200,0.00013657
L1680_3108,1680,3108,345.0,38.92,1200,0.01046294
L2058_3045,2058,3045,345.0,14.62,1200,0.00393008
L838_839,838,839,345.0,65.98,2400.0,0.01773806
L1648_1650,1648,1650,345.0,3.25,2400.0,0.00087475
L2364_2378,2364,2378,345.0,22.58,2400.0,0.00607172
L810_828,810,828,345.0,8.75,2400.0,0.00235138
L1664_1700,1664,1700,345.0,85.61,2400.0,0.0230172
L1592_1594,1592,1594,345.0,4.92,2400.0,0.00132216
L578_579,578,579,345.0,13.89,2400.0,0.00373524
L15_2255,15,2255,345.0,15.18,2400.0,0.00408186
L1830_1840,1830,1840,345.0,30.17,2400.0,0.00811175
L1754_3125,1754,3125,345.0,2.39,1200,0.00064205
L5_164,5,164,345.0,62.54,2400.0,0.01681416
L1543_1549,1543,1549,345.0,22.43,2400.0,0.00603111
L3053_3054,3053,3054,345.0,8.21,1200,0.00220848
L2408_3134,2408,3134,345.0,2.37,1200,0.0006361
L1849_3044,1849,3044,345.0,0.47,1200,0.00012578
L1549_3044,1549,3044,345.0,41.56,1200,0.01117322
L2341_2342,2341,2342,345.0,1.32,2400.0,0.00035368
L2964_3120,2964,3120,345.0,35.84,1200,0.00963585
L1637_3006,1637,3006,345.0,0.46,1200,0.0001249
L1682_2032,1682,2032,345.0,0.31,1200,8.24e-05
L577_2311,577,2311,345.0,61.19,2400.0,0.0164507
L202_834,202,834,345.0,0.81,1200,0.00021811
L94_1483,94,1483,345.0,30.84,2400.0,0.00829207
L1629_3093,1629,3093,345.0,0.5,1200,0.00013572
L2208_3144,2208,3144,345.0,27.92,1200,0.00750619
L1647_3088,1647,3088,345.0,0.74,1200,0.00019853
L1821_3083,1821,3083,345.0,29.52,1200,0.00793642
L803_1636,803,1636,345.0,74.15,2400.0,0.01993487
L811_813,811,813,345.0,11.04,2400.0,0.0029676
L1603_3060,1603,3060,345.0,79.4,1200,0.02134671
L515_2265,515,2265,345.0,8.02,2400.0,0.00215564
L3079_3099,3079,3099,345.0,0.66,1200,0.00017848
L1899_1968,1899,1968,345.0,5.42,2400.0,0.00145696
L2351_2352,2351,2352,345.0,10.48,2400.0,0.00281839
L2272_2273,2272,2273,345.0,16.08,2400.0,0.00432334
L1228_1807,1228,1807,345.0,10.78,2400.0,0.00289903
L850_852,850,852,345.0,12.58,2400.0,0.00338183
L2286_2359,2286,2359,345.0,8.86,2400.0,0.00238152
L3101_3103,3101,3103,345.0,0.69,1200,0.0001867
L1589_3106,1589,3106,345.0,6.83,1200,0.00183506
L1509_1511,1509,1511,345.0,52.5,2400.0,0.01411486
L1682_3047,1682,3047,345.0,14.39,1200,0.00386972
L835_3074,835,3074,345.0,29.64,1200,0.00796917
L1588_2155,1588,2155,345.0,43.73,2400.0,0.01175691
L2270_2271,2270,2271,345.0,7.57,2400.0,0.00203454
L2950_2951,2950,2951,138.0,5.98,3600.0,0.00160715
L2051_3058,2051,3058,345.0,0.53,1200,0.00014194
L1598_2983,1598,2983,345.0,3.53,2400.0,0.0009485
L1484_2372,1484,2372,345.0,29.5,2400.0,0.00793084
L99_1700,99,1700,345.0,23.87,2400.0,0.00641688
L1910_3048,1910,3048,345.0,0.47,1200,0.0001252
L1807_2635,1807,2635,345.0,28.62,2400.0,0.00769546
L50_3079,50,3079,345.0,7.18,1200,0.00193091
L999_2506,999,2506,345.0,4.66,2400.0,0.00125231
L850_3056,850,3056,345.0,11.99,1200,0.00322258
L2276_2364,2276,2364,345.0,3.76,2400.0,0.00101121
L1498_1503,1498,1503,345.0,44.05,2400.0,0.01184156
L1495_2366,1495,2366,345.0,20.12,2400.0,0.00541053
L818_1604,818,1604,345.0,32.25,2400.0,0.00867102
L816_1365,816,1365,345.0,55.81,2400.0,0.01500438
L1578_1579,1578,1579,345.0,5.89,2400.0,0.00158383
L1642_3087,1642,3087,345.0,0.98,1200,0.00026285
L1556_1810,1556,1810,345.0,3.47,2400.0,0.00093231
L1747_1748,1747,1748,138.0,5.14,2400.0,0.00138321
L996_2506,996,2506,345.0,17.62,2400.0,0.00473689
L1861_3019,1861,3019,345.0,23.74,2400.0,0.00638198
L1661_1837,1661,1837,345.0,26.6,2400.0,0.00715058
L836_838,836,838,345.0,86.72,2400.0,0.02331394
L1903_2903,1903,2903,345.0,5.82,2400.0,0.00156565
L2308_3135,2308,3135,345.0,0.46,1200,0.00012468
L3082_3098,3082,3098,345.0,0.58,1200,0.00015594
L2229_3140,2229,3140,345.0,0.59,1200,0.00015744
L125_1648,125,1648,345.0,53.47,2400.0,0.01437662
L3106_3107,3106,3107,345.0,0.55,1200,0.00014885
L1490_2422,1490,2422,345.0,4.15,2400.0,0.00111686
L1517_2032,1517,2032,345.0,13.51,2400.0,0.00363239
L924_3118,924,3118,345.0,32.13,1200,0.0086384
L839_3037,839,3037,345.0,55.87,1200,0.01502021
L3141_3142,3141,3142,345.0,0.35,1200,9.384e-05
L1899_2173,1899,2173,345.0,36.34,2400.0,0.00976885
L164_1509,164,1509,345.0,3.88,2400.0,0.00104296
L840_1659,840,1659,345.0,15.92,2400.0,0.00427948
L3118_3144,3118,3144,345.0,0.69,1200,0.00018528
L3120_3121,3120,3121,345.0,0.31,1200,8.315e-05
L51_1689,51,1689,138.0,6.93,2400.0,0.00186295
L822_823,822,823,345.0,37.2,2400.0,0.01000182
L1598_3111,1598,3111,345.0,11.03,1200,0.00296612
L1624_3095,1624,3095,345.0,13.74,1200,0.00369483
L3105_3107,3105,3107,345.0,0.36,1200,9.785e-05
L2335_2354,2335,2354,345.0,15.54,2400.0,0.00417664
L1498_2362,1498,2362,345.0,19.43,2400.0,0.00522264
L1365_2335,1365,2335,345.0,24.21,2400.0,0.00650958
L2613_3011,2613,3011,345.0,3.97,2400.0,0.00106724
L2979_3037,2979,3037,345.0,0.57,1200,0.00015347
L3113_3116,3113,3116,345.0,0.43,1200,0.00011548
L593_1488,593,1488,345.0,99.72,2400.0,0.0268097
L524_2551,524,2551,345.0,22.75,2400.0,0.00611743
L803_2277,803,2277,345.0,0.32,1200,8.644e-05
L1623_1642,1623,1642,345.0,42.49,2400.0,0.01142294
L2380_2597,2380,2597,345.0,3.28,2400.0,0.00088172
L1567_2969,1567,2969,345.0,8.34,2400.0,0.00224264
L1633_2214,1633,2214,345.0,92.22,2400.0,0.0247929
L1560_3126,1560,3126,345.0,11.4,1200,0.00306502
L1748_3057,1748,3057,345.0,2.73,1200,0.00073346
L828_3063,828,3063,345.0,0.51,1200,0.00013608
L1634_3082,1634,3082,345.0,21.52,1200,0.00578635
L2635_3026,2635,3026,345.0,9.33,2400.0,0.00250743
L816_817,816,817,345.0,74.16,2400.0,0.01993921
L371_1845,371,1845,345.0,17.66,1200,0.00474658
L825_2270,825,2270,345.0,28.67,2400.0,0.0077073
L1661_1791,1661,1791,345.0,16.43,2400.0,0.0044163
L1899_1903,1899,1903,345.0,19.32,2400.0,0.00519465
L2138_3040,2138,3040,345.0,0.84,1200,0.00022533
L1582_1583,1582,1583,345.0,9.2,2400.0,0.00247369
L521_823,521,823,345.0,34.3,2400.0,0.00922061
L1630_3091,1630,3091,345.0,9.64,1200,0.00259109
L1656_3064,1656,3064,345.0,12.8,1200,0.00344002
L3146_3147,3146,3147,345.0,0.41,1200,0.00011101
L1062_1693,1062,1693,345.0,107.05,2400.0,0.02878044
L795_1554,795,1554,345.0,9.47,2400.0,0.00254722
L2439_2440,2439,2440,345.0,12.29,2400.0,0.00330439
L2228_3141,2228,3141,345.0,0.69,1200,0.00018586
L1742_3039,1742,3039,345.0,0.46,1200,0.00012441
L10_3062,10,3062,345.0,65.91,1200,0.017721
L1605_1612,1605,1612,345.0,30.86,1200.0,0.00829614
L3125_3126,3125,3126,345.0,0.63,1200,0.00017021
L1818_1893,1818,1893,345.0,31.46,2400.0,0.00845812
L524_1062,524,1062,345.0,34.47,2400.0,0.0092667
L952_1573,952,1573,345.0,4.94,2400.0,0.00132699
L794_1559,794,1559,345.0,46.41,2400.0,0.01247671
L825_3064,825,3064,345.0,6.01,1200,0.00161711
L1683_1694,1683,1694,345.0,267.42,2400.0,0.07189686
L1577_3069,1577,3069,345.0,6.02,1200,0.0016176
L1564_1810,1564,1810,345.0,95.78,2400.0,0.02575013
L1506_1893,1506,1893,345.0,16.72,2400.0,0.00449581
L182_183,182,183,345.0,13.36,2400.0,0.00359087
L1590_2443,1590,2443,345.0,25.84,2400.0,0.00694654
L2433_2434,2433,2434,345.0,3.65,2400.0,0.00098256
L2280_2281,2280,2281,345.0,5.08,2400.0,0.001365
L1620_2990,1620,2990,345.0,1.08,2400.0,0.00028954
L814_2731,814,2731,345.0,28.95,2400.0,0.00778329
L1472_1534,1472,1534,230.0,24.76,600.0,0.01638189
L1468_3772,1468,3772,230.0,5.44,600,0.00359997
L1479_3769,1479,3769,230.0,79.27,600,0.05244406
L1678_3661,1678,3661,230.0,0.62,600,0.00040695
L1469_1470,1469,1470,230.0,1.02,600.0,0.00067198
L3307_3308,3307,3308,230.0,6.46,600,0.00427586
L3769_3770,3769,3770,230.0,4.26,600,0.00282154
L147_3224,147,3224,230.0,6.38,600,0.00422178
L3544_3545,3544,3545,230.0,3.94,600,0.00260485
L1534_1643,1534,1643,230.0,43.5,600.0,0.02877909
L149_3235,149,3235,230.0,12.38,600,0.0081884
L3754_3767,3754,3767,230.0,2.11,600,0.00139882
L1466_3772,1466,3772,230.0,3.89,600,0.00257647
L679_3767,679,3767,230.0,7.28,600,0.0048167
L1462_1480,1462,1480,230.0,78.58,600.0,0.05199039
L3768_3770,3768,3770,230.0,14.63,600,0.00967823
L3543_3662,3543,3662,230.0,12.43,600,0.00822222
L1470_1645,1470,1645,345.0,33.0,2400.0,0.0088715
L3381_3669,3381,3669,230.0,2.49,600,0.0016461
L1467_2231,1467,2231,230.0,21.62,600.0,0.01430151
L1465_1468,1465,1468,230.0,38.44,600.0,0.02543075
L1460_3769,1460,3769,230.0,7.73,600,0.00511185
L1645_3772,1645,3772,345.0,34.36,1200,0.00923688
L1479_1645,1479,1645,345.0,59.01,2400.0,0.01586601
L1810_3236,1810,3236,345.0,39.66,1200,0.01066343
L1643_3776,1643,3776,230.0,46.71,600,0.03090564
L1461_1462,1461,1462,230.0,58.76,600.0,0.03887675
L1480_1481,1480,1481,230.0,1.44,600.0,0.0009537
L3660_3661,3660,3661,230.0,6.53,600,0.00432052
L3658_3659,3658,3659,230.0,3.1,600,0.00205093
L3308_3543,3308,3543,230.0,0.46,600,0.00030397
L3236_3667,3236,3667,230.0,0.57,600,0.00037635
L1481_3720,1481,3720,230.0,43.03,600,0.02846996
L3548_3658,3548,3658,230.0,0.78,600,0.0005138
L1534_3767,1534,3767,230.0,22.59,600,0.01494307
L1481_3726,1481,3726,230.0,15.89,600,0.01051481
L1459_1481,1459,1481,230.0,10.46,600,0.0069213
L1481_3768,1481,3768,230.0,1.87,600,0.0012403
L679_1481,679,1481,230.0,8.52,2400.0,0.00563642
L633_1466,633,1466,230.0,1.76,600.0,0.00116571
L1460_1478,1460,1478,230.0,9.65,600.0,0.00638735
L1467_1468,1467,1468,230.0,8.17,2400.0,0.00540869
L1645_2343,1645,2343,345.0,17.38,2400.0,0.0046717
L1678_3669,1678,3669,230.0,0.68,600,0.00044856
L3547_3548,3547,3548,230.0,3.89,600,0.00257226
L1480_3720,1480,3720,230.0,44.14,600,0.02920515
L147_3234,147,3234,230.0,0.36,600,0.00023969
L1470_2231,1470,2231,230.0,13.97,600.0,0.00924462
L831_1465,831,1465,230.0,16.36,600.0,0.01082596
L141_3667,141,3667,230.0,17.58,600,0.01162997
L1478_3770,1478,3770,230.0,0.3,600,0.0001999
L17_3776,17,3776,230.0,1.86,600,0.0012316
L1656_3776,1656,3776,345.0,95.2,1200,0.02559443
L3659_3660,3659,3660,230.0,0.78,600,0.00051633
L3234_3235,3234,3235,230.0,5.93,600,0.00392383
L1480_3768,1480,3768,230.0,0.69,600,0.0004581
L1464_1468,1464,1468,230.0,4.92,600.0,0.00325688
L2732_3985,2732,3985,138.0,7.88,400,0.0157171
L1245_3371,1245,3371,138.0,2.2,400,0.00439639
L1663_3557,1663,3557,138.0,1.16,400,0.00230759
L3249_3263,3249,3263,138.0,3.83,400,0.00763242
L2599_3841,2599,3841,138.0,0.39,400,0.00077162
L141_3666,141,3666,230.0,1.21,600,0.00080341
L559_1699,559,1699,138.0,10.18,600.0,0.02032097
L1546_3402,1546,3402,345.0,1.38,1200,0.00037185
L3969_4225,3969,4225,138.0,0.44,400,0.00087559
L1203_3213,1203,3213,138.0,48.43,400,0.09664383
L4092_4154,4092,4154,138.0,2.17,400,0.00433331
L192_1828,192,1828,138.0,16.63,600.0,0.03318222
L318_3630,318,3630,138.0,2.71,400,0.0054104
L1444_1445,1444,1445,138.0,57.01,600.0,0.11376282
L1068_3574,1068,3574,138.0,26.76,400,0.05339813
L1853_3269,1853,3269,138.0,5.24,400,0.01045805
L2337_2787,2337,2787,138.0,3.44,600.0,0.00686197
L527_886,527,886,138.0,54.14,600.0,0.10802033
L3247_3248,3247,3248,138.0,1.57,400,0.00312366
L3157_3774,3157,3774,138.0,5.11,400,0.01019879
L3859_3860,3859,3860,138.0,0.7,400,0.00140484
L2075_2974,2075,2974,138.0,3.17,600.0,0.00633377
L2655_2972,2655,2972,138.0,12.15,600.0,0.02424571
L1860_3259,1860,3259,138.0,5.19,400,0.01036381
L133_720,133,720,138.0,14.07,600.0,0.02807388
L3873_3933,3873,3933,138.0,2.55,400,0.00509711
L1272_3271,1272,3271,138.0,0.37,400,0.00073923
L1329_3197,1329,3197,138.0,5.56,400,0.01108636
L444_445,444,445,138.0,9.27,600.0,0.01849058
L2155_2442,2155,2442,138.0,0.71,400,0.00142544
L1509_2694,1509,2694,345.0,3.48,2400.0,0.00093593
L1905_1906,1905,1906,138.0,3.97,600.0,0.00791232
L1036_4102,1036,4102,138.0,6.12,400,0.01222053
L2521_2588,2521,2588,138.0,13.83,600.0,0.02759814
L1566_2782,1566,2782,138.0,0.52,400,0.00103442
L121_1831,121,1831,138.0,9.76,600.0,0.01947988
L874_3214,874,3214,138.0,4.34,400,0.00865306
L1030_1696,1030,1696,345.0,4.49,2400.0,0.00120682
L859_3584,859,3584,138.0,28.44,400,0.05674587
L315_318,315,318,138.0,7.94,600.0,0.01585321
L2600_3884,2600,3884,138.0,3.45,400,0.00688688
L1027_1901,1027,1901,138.0,19.04,600.0,0.03798443
L870_3232,870,3232,138.0,2.8,400,0.00558284
L3733_3741,3733,3741,138.0,1.02,400,0.00202597
L618_3833,618,3833,138.0,9.23,400,0.01842581
L4137_4138,4137,4138,138.0,0.78,400,0.00155877
L674_4143,674,4143,138.0,0.48,400,0.00095999
L2510_4236,2510,4236,138.0,1.56,400,0.00310623
L3822_3911,3822,3911,138.0,17.01,400,0.03393546
L4119_4258,4119,4258,138.0,3.32,400,0.0066181
L3288_3290,3288,3290,138.0,2.96,400,0.00589748
L221_1203,221,1203,138.0,14.79,600.0,0.02951082
L490_491,490,491,345.0,29.62,2400.0,0.00796414
L431_1382,431,1382,138.0,17.0,600.0,0.03392454
L138_337,138,337,138.0,1.05,600.0,0.00208688
L2710_3645,2710,3645,138.0,0.5,400,0.00099225
L1196_1514,1196,1514,138.0,18.87,600.0,0.03764659
L2033_3704,2033,3704,138.0,0.75,400,0.00150197
L48_3166,48,3166,138.0,2.63,400,0.00525182
L987_1835,987,1835,138.0,9.34,600.0,0.01863079
L1369_3448,1369,3448,138.0,2.09,400,0.00416423
L1306_3536,1306,3536,138.0,1.66,400,0.00331586
L3570_3571,3570,3571,138.0,4.77,400,0.00952454
L3802_3803,3802,3803,138.0,0.65,400,0.00130207
L983_2848,983,2848,138.0,2.97,600.0,0.00593134
L144_1107,144,1107,138.0,6.05,600.0,0.01206847
L1081_3556,1081,3556,138.0,9.94,400,0.01983342
L342_3419,342,3419,138.0,24.54,400,0.04895998
L1134_1135,1134,1135,138.0,4.45,600.0,0.00888291
L1095_3233,1095,3233,138.0,1.37,400,0.00273826
L2460_3905,2460,3905,138.0,0.37,400,0.00074197
L4131_4132,4131,4132,138.0,0.66,400,0.00131456
L738_741,738,741,138.0,0.7,400,0.00140194
L90_1547,90,1547,345.0,0.5,1200,0.00013547
L1413_3577,1413,3577,138.0,0.48,400,0.0009547
L1791_3392,1791,3392,345.0,9.5,1200,0.0025532
L2579_4027,2579,4027,138.0,3.05,400,0.00608447
L995_3158,995,3158,138.0,11.5,400,0.02294551
L2264_2929,2264,2929,138.0,1.58,600.0,0.00314821
L2369_4245,2369,4245,138.0,9.65,400,0.01925331
L1132_3322,1132,3322,138.0,0.42,400,0.00082825
L170_2697,170,2697,138.0,0.95,400,0.00190311
L1574_3761,1574,3761,345.0,10.12,1200,0.00272009
L1273_3497,1273,3497,138.0,0.86,400,0.00171843
L737_3802,737,3802,138.0,0.93,400,0.00185455
L2673_3992,2673,3992,138.0,5.4,400,0.01076983
L2107_2108,2107,2108,138.0,6.94,2400.0,0.01385722
L1624_2693,1624,2693,345.0,5.04,2400.0,0.00135552
L2166_2933,2166,2933,138.0,8.63,600.0,0.01722605
L883_1932,883,1932,138.0,6.69,600.0,0.01334017
L1082_1134,1082,1134,138.0,4.35,600.0,0.00868838
L778_779,778,779,138.0,17.19,600.0,0.03429407
L3831_3832,3831,3832,138.0,2.14,400,0.00427256
L1039_4098,1039,4098,138.0,2.5,400,0.00498009
L1646_1914,1646,1914,138.0,4.15,600.0,0.00827515
L2840_4153,2840,4153,138.0,13.74,400,0.02742268
L1186_3532,1186,3532,138.0,2.48,400,0.00495417
L1509_2696,1509,2696,345.0,1.79,2400.0,0.00048241
L1598_3994,1598,3994,345.0,4.42,1200,0.00118826
L2604_4164,2604,4164,138.0,11.91,400,0.02375735
L1553_3953,1553,3953,345.0,0.54,1200,0.0001459
L1149_2215,1149,2215,138.0,3.45,600.0,0.0068749
L2239_2481,2239,2481,138.0,0.44,400,0.0008818
L3323_3385,3323,3385,138.0,1.01,400,0.00201211
L2971_4198,2971,4198,138.0,0.74,400,0.00148203
L2863_2963,2863,2963,345.0,4.43,2400.0,0.00118971
L1133_1915,1133,1915,138.0,1.44,600.0,0.00287719
L1851_3431,1851,3431,345.0,13.16,1200,0.00353727
L2121_3917,2121,3917,138.0,7.87,400,0.01571344
L2554_4054,2554,4054,138.0,18.47,400,0.03685277
L2080_4292,2080,4292,138.0,2.86,400,0.00570866
L722_724,722,724,138.0,14.93,2400.0,0.02979515
L1356_1533,1356,1533,138.0,7.06,2400.0,0.0140897
L2490_3755,2490,3755,138.0,40.99,400,0.08178721
L140_1147,140,1147,138.0,7.62,600.0,0.01520865
L654_655,654,655,138.0,0.8,400,0.00160279
L649_3592,649,3592,138.0,3.5,400,0.00698159
L3357_3358,3357,3358,138.0,6.48,400,0.01293766
L3589_3590,3589,3590,138.0,2.48,400,0.00494525
L630_2763,630,2763,138.0,0.37,400,0.0007291
L211_3956,211,3956,138.0,7.28,400,0.01453088
L2888_4278,2888,4278,138.0,0.48,400,0.0009618
L969_970,969,970,138.0,29.29,600.0,0.05843692
L1816_1843,1816,1843,138.0,6.15,600.0,0.01227064
L797_930,797,930,138.0,7.45,2400.0,0.01485936
L286_322,286,322,138.0,5.86,600.0,0.01169251
L498_2395,498,2395,138.0,16.39,600.0,0.03270687
L466_3730,466,3730,138.0,5.11,400,0.01019665
L227_1213,227,1213,138.0,12.2,2400.0,0.02434868
L1734_3355,1734,3355,138.0,3.54,400,0.00707256
L2190_4262,2190,4262,138.0,14.63,400,0.02918821
L283_3634,283,3634,138.0,8.43,400,0.0168287
L2547_4268,2547,4268,138.0,0.49,400,0.00098203
L1027_1904,1027,1904,138.0,6.06,600.0,0.01209568
L696_3812,696,3812,138.0,0.4,400,0.00080486
L4045_4180,4045,4180,138.0,17.91,400,0.03574047
L102_1268,102,1268,138.0,0.31,400,0.00061678
L3519_3521,3519,3521,138.0,0.62,400,0.00124033
L2242_4243,2242,4243,138.0,1.73,400,0.00345816
L1400_3469,1400,3469,138.0,2.03,400,0.00405166
L879_889,879,889,138.0,2.12,2400.0,0.00423854
L910_1812,910,1812,138.0,15.61,600.0,0.03114254
L2694_2698,2694,2698,138.0,1.42,600.0,0.00283377
L433_434,433,434,138.0,19.12,600.0,0.03815792
L3245_3265,3245,3265,138.0,2.66,400,0.00530145
L671_1073,671,1073,138.0,6.95,600.0,0.01387783
L818_2026,818,2026,345.0,1.6,2400.0,0.00043009
L2912_3254,2912,3254,138.0,0.98,400,0.00195098
L4033_4034,4033,4034,138.0,10.56,400,0.02107522
L4084_4086,4084,4086,138.0,0.46,400,0.0009169
L2248_4255,2248,4255,138.0,1.45,400,0.0028898
L2981_4197,2981,4197,138.0,4.17,400,0.00831819
L1833_3294,1833,3294,138.0,1.62,400,0.00322454
L2663_3679,2663,3679,138.0,1.43,400,0.00286032
L3745_3746,3745,3746,138.0,6.72,400,0.01341532
L3474_3693,3474,3693,138.0,4.58,400,0.00913119
L2072_3996,2072,3996,138.0,2.83,400,0.00564908
L1628_4268,1628,4268,345.0,3.4,1200,0.0009147
L2503_2504,2503,2504,138.0,0.41,400,0.00080965
L2125_2885,2125,2885,138.0,22.27,600.0,0.0444333
L143_3309,143,3309,138.0,4.04,400,0.00805305
L449_1943,449,1943,138.0,33.16,600.0,0.06617501
L1077_1078,1077,1078,138.0,1.35,2400.0,0.00268804
L259_3635,259,3635,138.0,1.27,400,0.00254366
L1302_1533,1302,1533,138.0,6.11,2400.0,0.0121945
L574_2734,574,2734,138.0,1.32,600.0,0.00264112
L365_366,365,366,138.0,3.78,600.0,0.00753838
L307_315,307,315,138.0,6.43,600.0,0.01282699
L1053_1920,1053,1920,138.0,4.45,2400.0,0.00887567
L945_2838,945,2838,138.0,2.39,600.0,0.00476187
L801_2344,801,2344,345.0,4.76,2400.0,0.00127866
L230_1201,230,1201,138.0,26.78,2400.0,0.0534318
L392_1126,392,1126,138.0,3.49,1800.0,0.00695771
L3445_3446,3445,3446,138.0,2.49,400,0.00496415
L47_3167,47,3167,138.0,10.11,400,0.02017023
L224_2706,224,2706,138.0,0.5,400,0.00098954
L3677_3678,3677,3678,138.0,1.78,400,0.00355867
L2196_2863,2196,2863,138.0,0.72,400,0.00144164
L1285_1691,1285,1691,138.0,15.5,600.0,0.0309372
L904_2739,904,2739,138.0,0.98,400,0.00194934
L3230_3232,3230,3232,138.0,7.61,400,0.01517525
L2884_3036,2884,3036,345.0,3.63,2400.0,0.00097712
L1134_3420,1134,3420,138.0,0.4,400,0.00078998
L964_969,964,969,138.0,35.46,600.0,0.07075889
L1896_3523,1896,3523,138.0,27.0,400,0.05388345
L1795_3282,1795,3282,138.0,3.04,400,0.00606249
L2639_2819,2639,2819,138.0,1.76,2400.0,0.00350744
