GEOID,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG,POPULATION,LOAD_MW
77876,26915199,280764,10.392,0.108,30.598375,-95.873929,246,0.492
77878,64847948,501246,25.038,0.194,30.471289,-96.438138,312,0.624
77879,485564574,30333987,187.478,11.712,30.398612,-96.497852,5357,10.714
77880,246942383,4880427,95.345,1.884,30.286936,-96.189365,1800,3.6
77901,51249499,0,19.788,0.0,28.804956,-96.984707,42620,85.24
77904,312460089,274829,120.642,0.106,28.938494,-97.020386,28838,57.676
77905,1087161917,21413912,419.756,8.268,28.735496,-97.04338,15279,30.558
77950,221664850,6956201,85.585,2.686,28.291992,-96.898424,157,0.314
77951,61215597,871363,23.635,0.336,28.634388,-96.901049,1534,3.068
77954,958411373,1811764,370.045,0.7,29.097035,-97.282413,11047,22.094
77957,979064677,13097447,378.019,5.057,29.042415,-96.689715,8454,16.908
77960,43910621,100674,16.954,0.039,28.67673,-97.198682,62,0.124
77961,105190986,126505,40.614,0.049,28.85788,-96.353868,138,0.276
77962,426493602,29353809,164.67,11.334,29.020933,-96.48981,3309,6.618
77963,1676793251,9044900,647.414,3.492,28.652457,-97.405775,5733,11.466
77964,1500425382,1551313,579.318,0.599,29.378848,-96.834606,7874,15.748
77968,463505935,204571,178.961,0.079,28.905028,-96.829368,3142,6.284
77969,74692806,1854152,28.839,0.716,28.775164,-96.658931,177,0.354
77970,116429974,527548,44.954,0.204,28.846341,-96.434149,337,0.674
77971,157227685,3786386,60.706,1.462,28.833262,-96.521612,1227,2.454
77973,112384895,1325515,43.392,0.512,28.543661,-96.97109,25,0.05
77974,66529498,37584,25.687,0.015,28.896922,-97.321741,448,0.896
77975,205703237,153325,79.422,0.059,29.559671,-97.081874,1722,3.444
77976,56160722,25568,21.684,0.01,28.954115,-97.122655,38,0.076
77977,22332022,0,8.622,0.0,28.695562,-96.794157,513,1.026
77978,26992641,81912600,10.422,31.627,28.667111,-96.570992,576,1.152
77979,883368947,341588628,341.071,131.888,28.608004,-96.618527,17295,34.59
77982,33189076,7109675,12.814,2.745,28.444644,-96.491788,1139,2.278
77983,292292307,62642454,112.855,24.186,28.441719,-96.579574,2414,4.828
77984,403851074,435105,155.928,0.168,29.453329,-97.191865,4129,8.258000000000001
77987,12207475,0,4.713,0.0,29.342572,-97.075651,218,0.436
77988,3708662,0,1.432,0.0,28.83905,-96.889623,356,0.712
77990,283281893,87145801,109.376,33.647,28.484888,-96.924886,788,1.576
77991,55958172,3262468,21.606,1.26,28.798662,-96.614555,631,1.262
77993,38607984,0,14.907,0.0,28.857734,-97.428562,87,0.174
77994,135274688,247418,52.23,0.096,29.178194,-97.47155,424,0.848
77995,924184846,1381792,356.83,0.534,29.202324,-97.076306,10731,21.462
78001,93628556,625524,36.15,0.242,28.291719,-99.213215,0,0.0
78002,107548553,1248791,41.525,0.482,29.28375,-98.737693,5758,11.516
78003,584663774,5749521,225.74,2.22,29.707222,-99.095171,10129,20.258
78004,68040484,19264,26.271,0.007,29.903262,-98.556446,1328,2.656
78005,461506061,371680,178.188,0.144,28.941736,-98.851298,1176,2.352
78006,807763906,1478060,311.879,0.571,29.85855,-98.703353,37568,75.136
78007,65888734,28035027,25.44,10.824,28.515416,-98.37317,198,0.396
78008,488913189,1339612,188.77,0.517,28.703692,-98.263517,351,0.7020000000000001
78009,185191175,936325,71.503,0.362,29.357251,-98.886655,7632,15.264
78010,189781633,1075700,73.275,0.415,29.912815,-99.039927,4224,8.448
78011,493434042,579963,190.516,0.224,28.790915,-98.717634,1574,3.148
78012,86227828,222507,33.293,0.086,28.764527,-98.485947,227,0.454
78013,596402717,815415,230.272,0.315,29.972311,-98.904698,6210,12.42
78014,2715394531,15786145,1048.42,6.095,28.371399,-99.135335,5510,11.02
78015,54191658,57234,20.924,0.022,29.742911,-98.651442,17187,34.374
78016,411199197,1827325,158.765,0.706,29.17158,-98.967448,10940,21.88
78017,964677051,719039,372.464,0.278,28.711947,-99.177422,6120,12.24
78019,2504494486,4840647,966.991,1.869,28.040092,-99.402695,2111,4.222
78021,740455654,2911041,285.892,1.124,28.496731,-98.827726,158,0.316
78022,1137477664,4747739,439.183,1.833,28.257475,-98.143051,4082,8.164
78023,193043033,481288,74.534,0.186,29.578233,-98.748415,29847,59.694
78024,675705196,1700436,260.891,0.657,30.043922,-99.515501,1466,2.932
78025,113758739,1116820,43.922,0.431,30.0808,-99.282359,4860,9.72
78026,562007466,1150094,216.992,0.444,28.821017,-98.610076,7158,14.316
78027,204827579,12405,79.084,0.005,29.969074,-98.539209,990,1.98
78028,649259912,4204567,250.681,1.623,30.03651,-99.163044,40058,80.116
78029,23694,0,0.009,0.0,30.159136,-99.345011,0,0.0
78039,47527574,218271,18.35,0.084,29.31215,-98.834792,2309,4.618
78040,16318257,325555,6.301,0.126,27.513375,-99.50214,39997,79.994
78041,47449678,3047779,18.32,1.177,27.545395,-99.462018,47207,94.414
78043,450437288,5321121,173.915,2.054,27.554788,-99.265533,46141,92.282
78044,544975576,1704370,210.416,0.658,27.751747,-99.126085,600,1.2
78045,1873944637,9733201,723.534,3.758,27.833815,-99.681424,67981,135.962
78046,636966570,5061204,245.934,1.954,27.368619,-99.347342,71726,143.452
78050,13862349,0,5.352,0.0,29.070547,-98.48181,682,1.364
78052,98197641,281093,37.914,0.109,29.203679,-98.776694,6128,12.256
78055,613934302,1949202,237.041,0.753,29.830348,-99.331352,2120,4.24
78056,261096431,8757530,100.81,3.381,29.537033,-98.933944,2024,4.048
78057,255075577,151548,98.485,0.059,29.037278,-99.001103,520,1.04
78058,1439405656,1589634,555.758,0.614,30.095115,-99.628211,763,1.526
78059,105952850,410828,40.909,0.159,29.199649,-98.840916,5327,10.654
78060,1018943,0,0.393,0.0,28.446801,-98.107053,0,0.0
78061,1432724319,1351069,553.178,0.522,28.888354,-99.141337,12566,25.132
78063,314876535,11544707,121.575,4.457,29.689692,-98.911216,9462,18.924
78064,607456501,909564,234.54,0.351,28.935779,-98.428996,16722,33.444
78065,431919442,255651,166.765,0.099,29.079818,-98.642303,11134,22.268
78066,66165239,336705,25.547,0.13,29.501131,-98.853589,937,1.874
78067,374029156,6581679,144.413,2.541,27.128042,-99.331147,615,1.23
78069,84338353,62935,32.563,0.024,29.188365,-98.671845,6187,12.374
78070,356665574,3671073,137.709,1.417,29.897838,-98.40311,15537,31.074
78071,929591295,48416525,358.917,18.694,28.470281,-98.226391,4394,8.788
78072,2229456551,13756889,860.798,5.312,28.310347,-98.573186,508,1.016
78073,134526562,1240991,51.941,0.479,29.243915,-98.622442,8897,17.794
78075,344724363,1439541,133.099,0.556,28.626039,-98.377249,249,0.498
78076,1237258989,107569002,477.708,41.533,26.930929,-99.162765,13279,26.558
78101,132702016,1004419,51.237,0.388,29.353553,-98.238308,7434,14.868
78102,1214659576,36595,468.983,0.014,28.407712,-97.71062,28253,56.506
78104,60041052,33536,23.182,0.013,28.522541,-97.761958,176,0.352
78107,299830827,89050,115.765,0.034,28.568278,-97.579237,316,0.632
78108,79984346,153603,30.882,0.059,29.570142,-98.217797,43579,87.158
78109,54289039,650841,20.961,0.251,29.487657,-98.290904,39424,78.848
78112,130825823,6012796,50.512,2.322,29.186904,-98.392789,8725,17.45
78113,728122447,6205177,281.13,2.396,28.867033,-98.240425,3253,6.506
78114,950251589,4874063,366.894,1.882,29.114718,-98.208661,24463,48.926
78116,316501917,2695809,122.202,1.041,29.102255,-97.743964,331,0.662
78117,138805116,1114065,53.593,0.43,28.938338,-97.923572,512,1.024
78118,469392715,3464373,181.234,1.338,28.800642,-98.062937,4418,8.836
78119,846088017,3507096,326.676,1.354,28.733411,-97.894958,6960,13.92
78121,266497902,827591,102.895,0.32,29.350287,-98.1073,12901,25.802
78122,130783705,316282,50.496,0.122,29.428917,-97.735834,427,0.854
78123,10137778,929599,3.914,0.359,29.600453,-98.047576,2801,5.602
78124,147520492,57482,56.958,0.022,29.557271,-98.146892,6553,13.106
78125,76201192,20185,29.421,0.008,28.5409,-97.957001,39,0.078
78130,239148720,3155159,92.336,1.218,29.69811,-98.070311,79786,159.572
78132,480691424,1746026,185.596,0.674,29.758817,-98.191068,33368,66.736
78133,216626479,31840616,83.64,12.294,29.892405,-98.237916,19405,38.81
78140,375624739,1510246,145.03,0.583,29.333756,-97.765502,3457,6.914
78141,153956459,296560,59.443,0.115,28.914138,-97.632623,767,1.534
78142,14539013,0,5.614,0.0,28.536632,-97.810515,106,0.212
78143,4528838,9910,1.749,0.004,29.25871,-97.851241,199,0.398
78144,5820247,50575,2.247,0.02,28.951209,-97.892578,14,0.028
78145,9489979,0,3.664,0.0,28.645184,-97.994125,85,0.17
78146,100311061,0,38.73,0.0,28.603142,-97.838545,834,1.668
78147,8969122,76026,3.463,0.029,29.073446,-98.080406,1805,3.61
78148,24406647,151976,9.423,0.059,29.543813,-98.295356,22955,45.91
78150,410363,813,0.158,0.0,29.525969,-98.277499,41,0.082
78151,270565015,1165705,104.466,0.45,28.864482,-97.705273,1705,3.41
78152,94890125,827653,36.637,0.32,29.43659,-98.205116,2569,5.138
78154,85160990,629350,32.881,0.243,29.547147,-98.262605,41171,82.342
78155,917967292,3962978,354.429,1.53,29.542968,-97.937698,50832,101.664
78159,402015304,472761,155.219,0.183,29.231774,-97.590672,1033,2.066
78160,471766366,2140121,182.15,0.826,29.252842,-97.927233,5776,11.552
78161,33169613,169573,12.807,0.065,29.293483,-98.056995,550,1.1
78162,80740495,0,31.174,0.0,28.589961,-97.773497,393,0.786
78163,199810919,279815,77.147,0.108,29.769466,-98.453225,13937,27.874
78164,731865513,673701,282.575,0.26,28.98256,-97.520734,3990,7.98
78201,18422238,243821,7.113,0.094,29.468413,-98.528889,50336,100.672
78202,6020565,0,2.325,0.0,29.428169,-98.460881,11675,23.35
78203,3330089,0,1.286,0.0,29.4151,-98.459123,6162,12.324
78204,6835378,167857,2.639,0.065,29.404404,-98.505028,12850,25.7
78205,3086395,11844,1.192,0.005,29.423945,-98.48642,1503,3.006
78207,18977041,526096,7.327,0.203,29.422124,-98.525978,57700,115.4
78208,2552551,0,0.986,0.0,29.439819,-98.458549,4549,9.098
78209,26382462,71797,10.186,0.028,29.488906,-98.456235,44706,89.412
78210,19261958,118412,7.437,0.046,29.395776,-98.464401,37061,74.122
78211,26619968,57231,10.278,0.022,29.34255,-98.570024,34539,69.078
78212,17509410,9931,6.76,0.004,29.464611,-98.493653,27940,55.88
78213,20727129,10941,8.003,0.004,29.516395,-98.523017,45124,90.248
78214,34727706,452530,13.408,0.175,29.324811,-98.470076,26805,53.61
78215,2907499,0,1.123,0.0,29.441258,-98.480498,2925,5.8500000000000005
78216,37030716,140374,14.298,0.054,29.537264,-98.487882,45325,90.65
78217,27252939,268240,10.522,0.104,29.538074,-98.415198,35257,70.514
78218,30622436,50589,11.823,0.02,29.490048,-98.397135,38749,77.498
78219,35643883,181059,13.762,0.07,29.446686,-98.387465,17705,35.410000000000004
78220,24037607,54836,9.281,0.021,29.418151,-98.394314,17095,34.19
78221,78808568,4486096,30.428,1.732,29.29864,-98.483115,42535,85.07000000000001
78222,56740156,1236368,21.907,0.477,29.354926,-98.371886,25935,51.870000000000005
78223,107243207,4015805,41.407,1.551,29.31194,-98.391006,56484,112.968
78224,57343509,287349,22.14,0.111,29.298334,-98.537149,22569,45.138
78225,5078911,0,1.961,0.0,29.38799,-98.526028,15147,30.294
78226,18497204,39194,7.142,0.015,29.383778,-98.56994,8012,16.024
78227,35774585,158645,13.813,0.061,29.406624,-98.630303,49326,98.652
78228,28373993,155699,10.955,0.06,29.460646,-98.571279,61441,122.882
78229,14844190,22716,5.731,0.009,29.507055,-98.566621,35589,71.178
78230,26990557,20887,10.421,0.008,29.546515,-98.557207,45661,91.322
78231,10007827,767,3.864,0.0,29.578541,-98.541904,10132,20.264
78232,31176961,65994,12.037,0.025,29.588638,-98.474585,39638,79.276
78233,34040576,228914,13.143,0.088,29.555818,-98.361905,48060,96.12
78234,11778170,8841,4.548,0.003,29.460896,-98.43834,4917,9.834
78235,2715227,8056,1.048,0.003,29.345382,-98.443402,1471,2.942
78236,24540409,4426,9.475,0.002,29.391283,-98.618734,6760,13.52
78237,19099560,56124,7.374,0.022,29.421133,-98.570938,41247,82.494
78238,24886337,12986,9.609,0.005,29.471786,-98.617678,27027,54.054
78239,17200608,31039,6.641,0.012,29.518637,-98.362961,26966,53.932
78240,29347110,26167,11.331,0.01,29.52502,-98.606564,61937,123.874
78242,20367027,80334,7.864,0.031,29.3504,-98.607054,35159,70.318
78243,1206636,3786,0.466,0.001,29.371037,-98.592987,419,0.838
78244,24052137,349716,9.287,0.135,29.474147,-98.348083,33988,67.976
78245,86068094,265771,33.231,0.103,29.40009,-98.730555,76392,152.784
78247,42529758,115909,16.421,0.045,29.585862,-98.406811,53597,107.194
78248,10153199,6774,3.92,0.003,29.590028,-98.525262,13822,27.644
78249,38541640,98256,14.881,0.038,29.568476,-98.614271,61712,123.424
78250,24872029,13817,9.603,0.005,29.502729,-98.664897,62951,125.902
78251,39287334,78127,15.169,0.03,29.461683,-98.676727,65885,131.77
78252,89529647,1991161,34.568,0.769,29.341337,-98.705628,11479,22.958
78253,140732012,177324,54.337,0.068,29.469549,-98.797457,41900,83.8
78254,70056061,123032,27.049,0.048,29.537675,-98.73503,61141,122.282
78255,47285137,56361,18.257,0.022,29.649165,-98.666344,15064,30.128
78256,22511345,21749,8.692,0.008,29.622289,-98.626164,11435,22.87
78257,100824215,436977,38.928,0.169,29.660485,-98.583454,8113,16.226
78258,41118895,17973,15.876,0.007,29.634097,-98.497426,47146,94.292
78259,35723279,25214,13.793,0.01,29.624521,-98.42697,26591,53.182
78260,57404996,129145,22.164,0.05,29.697453,-98.486728,26164,52.328
78261,77361861,91217,29.87,0.035,29.68958,-98.402411,16518,33.036
78263,94833757,10755800,36.616,4.153,29.363374,-98.305368,3561,7.122
78264,170896400,315400,65.983,0.122,29.1932,-98.490789,10603,21.206
78266,97332734,855919,37.58,0.33,29.650495,-98.338431,6592,13.184
78330,45169370,0,17.44,0.0,27.742714,-97.915595,633,1.266
78332,1294533704,2600749,499.822,1.004,27.724313,-98.134487,28301,56.602
78335,633209,0,0.244,0.0,27.873028,-97.092196,0,0.0
78336,126925913,31624059,49.006,12.21,27.926913,-97.177776,12533,25.066
78338,60836059,36102,23.489,0.014,26.911014,-97.773774,0,0.0
78339,2575423,0,0.994,0.0,27.805059,-97.792233,476,0.952
78340,56142651,38139878,21.677,14.726,28.1207,-97.19689,437,0.874
78341,634848843,19853,245.117,0.008,27.634419,-98.496692,2318,4.636
78342,4633709,0,1.789,0.0,27.65992,-98.07572,342,0.684
78343,427798045,1149290,165.174,0.444,27.615199,-97.753862,4627,9.254
78344,311637727,0,120.324,0.0,27.479974,-98.86473,419,0.838
78349,327048771,235294,126.274,0.091,27.373485,-98.285472,598,1.196
78351,5555508,0,2.145,0.0,27.673154,-97.759701,519,1.038
78352,4071783,0,1.572,0.0,27.962924,-97.679027,256,0.512
78353,525822550,83344,203.021,0.032,26.880517,-98.216213,320,0.64
78355,886876397,568225,342.425,0.219,27.194074,-98.207295,7222,14.444
78357,790517335,392642,305.22,0.152,27.836017,-98.628776,2695,5.39
78358,1358675,9856,0.525,0.004,28.067949,-97.042232,599,1.198
78359,6968465,0,2.691,0.0,27.923541,-97.287072,2218,4.436
78361,3006163253,1026056,1160.686,0.396,27.053231,-98.747572,5273,10.546
78362,49189277,1642556,18.992,0.634,27.853993,-97.196496,11025,22.05
78363,395941716,6170990,152.874,2.383,27.444204,-97.865597,29400,58.8
78368,560336780,56712605,216.347,21.897,28.103445,-97.808184,9305,18.61
78369,269342791,56507,103.994,0.022,27.36513,-98.996708,378,0.756
78370,240282063,9087374,92.773,3.509,27.949111,-97.598702,4458,8.916
78371,557427643,1830931,215.224,0.707,27.615256,-98.946373,170,0.34
78372,555017312,52973,214.293,0.02,27.987983,-98.06698,4967,9.934
78373,44547160,51736545,17.2,19.976,27.778915,-97.113625,4407,8.814
78374,123107881,1148903,47.532,0.444,27.892132,-97.384238,17972,35.944
78375,266660232,67164,102.958,0.026,27.39631,-98.171285,2982,5.964
78376,631012167,317258,243.635,0.122,27.421353,-98.514272,447,0.894
78377,1188416400,46534224,458.85,17.967,28.322116,-97.162472,3510,7.0200000000000005
78379,210714342,24613047,81.357,9.503,27.306614,-97.780427,1285,2.57
78380,869623334,5002149,335.763,1.931,27.791253,-97.742139,23610,47.22
78383,396151901,18150763,152.955,7.008,28.08816,-97.956246,6079,12.158
78384,1180933162,3935765,455.961,1.52,27.849558,-98.385775,5621,11.242
78385,530487557,4892742,204.822,1.889,27.139396,-97.90137,391,0.782
78387,555524502,1097711,214.489,0.424,28.121595,-97.553008,9874,19.748
78389,330016600,684,127.42,0.0,28.246302,-97.650811,1984,3.968
78390,442123605,14820870,170.705,5.722,27.997261,-97.327442,5299,10.598
78391,44973027,6550,17.364,0.003,28.179576,-97.708393,223,0.446
78393,428327523,1065177,165.378,0.411,28.187118,-97.382226,2182,4.364
78401,5580459,924422,2.155,0.357,27.797802,-97.399067,4823,9.646
78402,2695747,70130,1.041,0.027,27.819021,-97.392203,159,0.318
78404,8046998,0,3.107,0.0,27.768022,-97.399136,16852,33.704
78405,13152170,0,5.078,0.0,27.774249,-97.438774,14224,28.448
78406,33351090,0,12.877,0.0,27.771238,-97.518793,2051,4.102
78407,10482156,1713816,4.047,0.662,27.810698,-97.440395,2292,4.5840000000000005
78408,11505879,0,4.442,0.0,27.794998,-97.446858,11299,22.598
78409,30678493,0,11.845,0.0,27.80943,-97.522857,2448,4.896
78410,59187880,908863,22.853,0.351,27.838247,-97.596306,28210,56.42
78411,15541624,0,6.001,0.0,27.729538,-97.385692,25548,51.096
78412,22786553,5774174,8.798,2.229,27.703573,-97.345045,42385,84.77
78413,20786413,139823,8.026,0.054,27.683192,-97.406176,39782,79.56400000000001
78414,37155424,1930535,14.346,0.745,27.662421,-97.371535,44014,88.028
78415,268451640,251499,103.65,0.097,27.65787,-97.479816,41976,83.952
78416,7594430,0,2.932,0.0,27.752024,-97.436507,15804,31.608
78417,23596491,0,9.111,0.0,27.739629,-97.466806,4572,9.144
78419,3325536,0,1.284,0.0,27.695153,-97.269462,861,1.722
78501,39727223,11292,15.339,0.004,26.215817,-98.239572,60299,120.598
78503,43954885,428698,16.971,0.166,26.162332,-98.248702,20703,41.406
78504,45793396,0,17.681,0.0,26.271967,-98.236568,61182,122.364
78516,98507300,580317,38.034,0.224,26.144539,-98.121312,36248,72.496
78520,95595863,6303125,36.91,2.434,25.963264,-97.550453,59388,118.776
78521,241371060,72116765,93.194,27.844,25.943923,-97.317944,89629,179.258
78526,114284527,4261688,44.126,1.645,25.995689,-97.450848,50057,100.114
78535,3163654,10483,1.221,0.004,26.252832,-97.743596,732,1.464
78536,154438768,0,59.629,0.0,26.649282,-98.451125,340,0.68
78537,161820143,2459807,62.479,0.95,26.162145,-98.058771,45120,90.24
78538,183919635,9733742,71.012,3.758,26.374541,-97.98028,10698,21.396
78539,34033186,149098,13.14,0.058,26.280689,-98.183295,37411,74.822
78541,748538308,1568027,289.012,0.605,26.452135,-98.276811,44740,89.48
78542,440041680,275537,169.901,0.106,26.451476,-98.092002,80837,161.674
78543,15411513,0,5.95,0.0,26.297375,-97.999973,10188,20.376
78545,34328500,6393924,13.254,2.469,26.587174,-99.119871,202,0.404
78548,10127733,0,3.91,0.0,26.274827,-98.654824,583,1.166
78549,71703254,268853,27.685,0.104,26.457143,-98.035415,1095,2.19
78550,247583275,2496677,95.592,0.964,26.255523,-97.667502,52022,104.044
78552,127375868,1032699,49.18,0.399,26.193782,-97.75069,38982,77.964
78557,30381057,840346,11.73,0.324,26.113551,-98.241078,13984,27.968
78558,3515061,0,1.357,0.0,26.307831,-98.039361,979,1.958
78559,91344595,2279186,35.268,0.88,26.148831,-97.831112,13733,27.466
78560,35000234,2671627,13.514,1.032,26.242809,-98.49449,4743,9.486
78561,4726334,103711,1.825,0.04,26.477435,-97.921496,482,0.964
78562,65414588,2800684,25.257,1.081,26.297669,-97.902485,3198,6.396
78563,673007013,200842,259.849,0.078,26.654454,-98.259766,293,0.586
78564,160856767,36979489,62.107,14.278,26.678196,-99.103088,205,0.41
78565,13769152,1198402,5.316,0.463,26.253268,-98.568171,42,0.084
78566,298055560,133173574,115.08,51.419,26.148406,-97.370376,17999,35.998
78567,4779175,16563,1.845,0.006,26.052713,-97.740451,269,0.538
78569,344035604,2490095,132.833,0.961,26.368213,-97.743569,4541,9.082
78570,193099883,2261158,74.556,0.873,26.174608,-97.912659,32841,65.682
78572,201138158,2547741,77.66,0.984,26.229363,-98.378613,80135,160.27
78573,88404405,79211,34.133,0.031,26.296191,-98.299959,41336,82.672
78574,152364662,0,58.828,0.0,26.318906,-98.370049,62972,125.944
78575,31965512,1340444,12.342,0.518,26.021916,-97.526273,12249,24.498
78576,99528598,8233,38.428,0.003,26.321607,-98.476164,10262,20.524
78577,82258210,275463,31.76,0.106,26.15153,-98.189752,78731,157.462
78578,155112018,66328300,59.889,25.61,26.035521,-97.302724,11509,23.018
78579,21696422,282236,8.377,0.109,26.083167,-97.96214,5562,11.124
78580,625906090,17948728,241.664,6.93,26.48774,-97.738953,14734,29.468
78582,1686265926,4765336,651.071,1.84,26.530903,-98.740235,44047,88.09400000000001
78583,228807213,13109804,88.343,5.062,26.261363,-97.489015,6915,13.83
78584,616703521,1631084,238.111,0.63,26.57331,-98.96276,18286,36.572
78585,26168667,822782,10.104,0.318,26.523344,-99.111146,323,0.646
78586,456718823,20573244,176.34,7.943,26.106086,-97.629292,59360,118.72
78588,100823470,0,38.928,0.0,26.737863,-98.397207,135,0.27
78589,53831058,0,20.784,0.0,26.167843,-98.154834,41112,82.224
78590,7137235,83729,2.756,0.032,26.508366,-97.647775,298,0.596
78591,323204719,125004,124.79,0.048,26.582929,-98.521632,260,0.52
78592,9045762,369785,3.493,0.143,26.062006,-97.846971,752,1.504
78593,100934279,581698,38.971,0.225,26.275747,-97.823524,5432,10.864
78594,4791066,39130,1.85,0.015,26.345257,-97.794892,1538,3.076
78595,38789721,0,14.977,0.0,26.291408,-98.545486,7442,14.884
78596,153748072,1940603,59.362,0.749,26.158622,-97.989155,68984,137.968
78598,14624764,3796014,5.647,1.466,26.569407,-97.442394,127,0.254
78602,501485582,9555082,193.625,3.689,30.12382,-97.32771,28536,57.072
78605,423549157,1027294,163.533,0.397,30.773295,-98.04518,6035,12.07
78606,633386535,1499286,244.552,0.579,30.083786,-98.476159,6315,12.63
78607,31611270,12724054,12.205,4.913,30.821753,-98.477388,139,0.278
78608,99776758,364999,38.524,0.141,30.936006,-97.934579,367,0.734
78609,60788625,32525410,23.471,12.558,30.765224,-98.45098,1999,3.998
78610,239353378,919588,92.415,0.355,30.078514,-97.838012,39498,78.996
78611,719311861,38087539,277.728,14.706,30.801051,-98.28349,12454,24.908
78612,243076175,1405689,93.852,0.543,30.094071,-97.495094,16234,32.468
78613,72917132,330237,28.153,0.128,30.50391,-97.82418,83876,167.752
78614,130535157,7445,50.4,0.003,29.410411,-97.587167,547,1.094
78615,135719824,1198549,52.402,0.463,30.465459,-97.384112,1363,2.726
78616,284712296,673593,109.928,0.26,29.940066,-97.568294,8472,16.944
78617,179885191,1118855,69.454,0.432,30.148535,-97.593032,28376,56.752
78618,427905505,394365,165.215,0.152,30.465163,-99.156225,348,0.6960000000000001
78619,99885245,0,38.566,0.0,30.112213,-98.033266,5840,11.68
78620,446528555,1026229,172.406,0.396,30.225607,-98.136297,18420,36.84
78621,483435312,2463899,186.655,0.951,30.338855,-97.361789,24590,49.18
78622,2139274,30746,0.826,0.012,29.754521,-97.775837,238,0.476
78623,53157015,84501,20.524,0.033,29.971139,-98.228231,1044,2.088
78624,1833772231,6722345,708.023,2.596,30.280938,-98.876683,22751,45.502
78626,241076307,1976174,93.08,0.763,30.657895,-97.617843,38537,77.074
78628,189949436,3305380,73.34,1.276,30.664543,-97.778616,39529,79.058
78629,1101702585,5606340,425.37,2.165,29.476842,-97.44894,12612,25.224
78631,841943160,485638,325.076,0.188,30.33977,-99.30658,3157,6.314
78632,249383284,505603,96.287,0.195,29.69611,-97.470663,1268,2.536
78633,213051232,3295753,82.26,1.272,30.741183,-97.756102,26632,53.264
78634,164821108,1024548,63.638,0.396,30.560604,-97.54626,37298,74.596
78635,41302164,107553,15.947,0.042,30.206077,-98.56486,609,1.218
78636,905561828,7174554,349.639,2.77,30.316898,-98.424992,3307,6.614
78638,296677148,978187,114.548,0.378,29.659588,-97.785196,2112,4.224
78639,113942289,7108203,43.993,2.744,30.673683,-98.44104,8869,17.738
78640,237445125,2091557,91.678,0.808,29.99911,-97.828217,61991,123.982
78641,327347545,5203860,126.39,2.009,30.562557,-97.907846,78568,157.136
78642,259333515,1151784,100.129,0.445,30.69088,-97.941426,13408,26.816
78643,1823415970,14698539,704.025,5.675,30.688543,-98.689889,6938,13.876
78644,483370269,1832271,186.63,0.707,29.871644,-97.676821,17675,35.35
78645,82051537,16679900,31.68,6.44,30.450041,-97.971978,11873,23.746
78648,376898500,1820788,145.521,0.703,29.690184,-97.633555,8264,16.528
78650,173560900,467001,67.012,0.18,30.303885,-97.218899,2366,4.732
78652,44823059,0,17.306,0.0,30.13282,-97.874689,5763,11.526
78653,271506111,837707,104.829,0.323,30.339695,-97.523488,29622,59.244
78654,519342158,25408719,200.519,9.81,30.581216,-98.208732,18524,37.048
78655,92310311,570919,35.641,0.22,29.816062,-97.835053,3892,7.784
78656,55445541,304458,21.408,0.118,29.904511,-97.807308,2590,5.18
78657,102189530,8294592,39.456,3.203,30.531427,-98.378052,6509,13.018
78659,294345903,967270,113.648,0.373,30.207417,-97.125389,2983,5.966
78660,117709354,60708,45.448,0.023,30.43963,-97.594687,101937,203.874
78661,6547129,212138,2.528,0.082,29.721948,-97.758944,272,0.544
78662,206747907,96503,79.826,0.037,29.924134,-97.424713,2697,5.394
78663,318920971,1793850,123.136,0.693,30.402261,-98.359569,782,1.564
78664,42933920,239320,16.577,0.092,30.505414,-97.647284,63661,127.322
78665,48585765,761190,18.759,0.294,30.543255,-97.645202,51925,103.85
78666,457400403,2409121,176.603,0.93,29.880162,-97.966164,81844,163.68800000000002
78669,363468827,21900703,140.336,8.456,30.43072,-98.112778,14038,28.076
78670,7358912,93885,2.841,0.036,29.774935,-97.817831,101,0.202
78671,120473220,1240423,46.515,0.479,30.218956,-98.629901,659,1.318
78672,34293217,9859908,13.241,3.807,30.858836,-98.469511,960,1.92
78675,194898878,318737,75.251,0.123,30.434638,-98.707142,304,0.608
78676,433873760,375419,167.52,0.145,30.034449,-98.142776,13981,27.962
78677,66473909,0,25.666,0.0,29.349952,-97.580206,19,0.038
78681,56424866,393057,21.786,0.152,30.534424,-97.725741,58983,117.966
78701,4218137,263055,1.629,0.102,30.270569,-97.742589,11903,23.806
78702,12944529,491460,4.998,0.19,30.263378,-97.714483,25393,50.786
78703,14437160,695253,5.574,0.268,30.293268,-97.76605,20297,40.594
78704,22515051,275481,8.693,0.106,30.243032,-97.765081,51422,102.844
78705,5686654,0,2.196,0.0,30.294331,-97.738516,33262,66.524
78712,824603,0,0.318,0.0,30.282173,-97.731003,887,1.774
78717,33266526,212049,12.844,0.082,30.489544,-97.753842,29463,58.926
78719,48194543,13,18.608,0.0,30.19729,-97.667423,1803,3.606
78721,9588243,47149,3.702,0.018,30.269969,-97.683557,11054,22.108
78722,3919525,0,1.513,0.0,30.289958,-97.7147,6713,13.426
78723,17979290,0,6.942,0.0,30.304269,-97.685713,37552,75.104
78724,63850688,5277160,24.653,2.038,30.292709,-97.617945,25328,50.656
78725,45711494,1624210,17.649,0.627,30.230011,-97.608576,8303,16.606
