ZCTA,LAT,LON,POP,LOAD_MW
13669,44.668123,-75.483114,15870,31.740000000000002
13670,44.167379,-75.116735,476,0.9520000000000001
13672,44.470543,-74.660706,439,0.878
13673,44.164347,-75.718028,2231,4.462
13674,43.738561,-76.04818,191,0.382
13675,44.281718,-75.846286,250,0.5
13676,44.65496,-74.926222,16754,33.508
13677,44.514892,-75.181604,6,0.012
13678,44.813766,-74.992918,330,0.66
13679,44.323891,-75.769069,1686,3.372
13680,44.595966,-75.323464,1643,3.286
13681,44.428054,-75.373151,1149,2.298
13682,43.843312,-75.901905,654,1.308
13684,44.356596,-75.013141,842,1.684
13685,43.925469,-76.085527,2238,4.476
13687,44.439018,-74.838177,458,0.916
13690,44.097456,-75.007653,569,1.1380000000000001
13691,44.231562,-75.770537,3016,6.032
13692,44.288793,-76.026292,155,0.31
13693,43.985747,-76.246105,408,0.8160000000000001
13694,44.868927,-75.134242,1328,2.656
13695,44.102929,-74.922258,152,0.304
13696,44.694741,-74.888048,87,0.17400000000000002
13697,44.754714,-74.810347,1776,3.552
13730,42.223737,-75.532187,2630,5.26
13731,42.12963,-74.787804,946,1.8920000000000001
13732,42.049447,-76.167535,7602,15.204
13733,42.301807,-75.479756,5112,10.224
13734,42.069955,-76.409653,1828,3.656
13736,42.324084,-76.202038,2086,4.172
13739,42.349124,-74.789149,783,1.566
13740,42.273812,-74.756997,483,0.966
13743,42.211894,-76.338222,3630,7.26
13744,42.243494,-75.907999,1307,2.614
13746,42.268822,-75.882753,1578,3.156
13748,42.042575,-75.822509,3766,7.532
13750,42.471013,-74.857905,788,1.576
13751,42.454448,-74.901809,189,0.378
13752,42.190535,-74.896999,886,1.772
13753,42.30696,-74.926915,5511,11.022
13754,42.088461,-75.447935,2883,5.766
13755,42.055241,-74.96692,982,1.964
13756,42.004099,-75.10067,431,0.862
13757,42.410607,-74.891229,1396,2.7920000000000003
13760,42.133332,-76.084622,42103,84.206
13774,41.960118,-75.149385,198,0.396
13775,42.327909,-75.134022,1780,3.56
13776,42.47038,-75.331968,507,1.014
13777,42.258166,-75.989587,433,0.866
13778,42.359214,-75.759499,5458,10.916
13780,42.422485,-75.476583,708,1.416
13782,42.170115,-74.991251,824,1.6480000000000001
13783,41.993662,-75.266006,2659,5.3180000000000005
13784,42.426878,-76.221343,215,0.43
13786,42.44098,-74.693941,464,0.928
13787,42.2184,-75.676696,3039,6.078
13788,42.339007,-74.666257,899,1.798
13790,42.165361,-76.001942,17763,35.526
13794,42.393238,-76.01372,75,0.15
13795,42.056466,-75.779234,3093,6.186
13796,42.557188,-75.13213,1063,2.126
13797,42.333665,-76.040401,2262,4.524
13801,42.505085,-75.77697,1457,2.914
13802,42.242134,-76.041266,964,1.928
13803,42.456883,-76.067124,4131,8.262
13804,42.225722,-75.384222,332,0.664
13806,42.379109,-74.95724,224,0.448
13807,42.60747,-74.988238,1214,2.428
13808,42.525233,-75.2622,1524,3.048
13809,42.403814,-75.395541,1761,3.5220000000000002
13810,42.606817,-75.108363,1362,2.724
13811,42.234926,-76.164054,3988,7.976
13812,42.03006,-76.354752,2258,4.516
13813,42.163707,-75.551328,1368,2.736
13815,42.547866,-75.530855,12901,25.802
13820,42.483412,-75.036892,22157,44.314
13825,42.435577,-75.204553,2888,5.776
13826,42.09982,-75.638796,0,0.0
13827,42.117827,-76.249166,11538,23.076
13830,42.437694,-75.627357,5119,10.238
13832,42.65813,-75.672216,563,1.1260000000000001
13833,42.198205,-75.768632,3890,7.78
13834,42.530413,-74.964701,279,0.558
13835,42.383214,-76.178996,1310,2.62
13838,42.285099,-75.388127,3873,7.746
13839,42.262039,-75.252051,1251,2.5020000000000002
13841,42.40722,-75.840829,561,1.122
13842,42.3767,-74.723609,627,1.254
13843,42.503033,-75.382469,2241,4.482
13844,42.608179,-75.668317,674,1.348
13845,42.053431,-76.354924,147,0.294
13846,42.363766,-75.054796,475,0.9500000000000001
13847,42.186088,-75.291016,58,0.116
13849,42.350096,-75.309317,4449,8.898
13850,42.049395,-76.017594,22392,44.784
13856,42.171041,-75.183316,5999,11.998000000000001
13859,42.372691,-75.245161,99,0.198
13860,42.451432,-74.935,22,0.044
13861,42.507042,-75.155228,379,0.758
13862,42.33092,-75.931125,4053,8.106
13863,42.455495,-75.898915,681,1.362
13864,42.274969,-76.390479,1181,2.362
13865,42.033057,-75.617207,6203,12.406
13901,42.183203,-75.876048,18786,37.572
13902,42.088824,-75.968883,6162,12.324
13903,42.04187,-75.889077,17905,35.81
13904,42.134123,-75.820206,9789,19.578
13905,42.170436,-75.943434,26151,52.302
14001,43.036573,-78.510831,9324,18.648
14004,42.891377,-78.503698,12240,24.48
14005,42.920586,-78.250065,2312,4.624
14006,42.63313,-79.021745,9823,19.646
14008,43.312726,-78.623166,1547,3.094
14009,42.593154,-78.397461,5625,11.25
14011,42.830674,-78.299709,8864,17.728
14012,43.332173,-78.532622,2374,4.748
14013,43.08629,-78.397746,1680,3.36
14020,42.99619,-78.213412,22060,44.12
14024,42.581363,-78.245468,1408,2.816
14025,42.622205,-78.727032,3784,7.5680000000000005
14026,42.942356,-78.687965,568,1.1360000000000001
14028,43.31804,-78.717617,1571,3.142
14030,42.564386,-78.507624,1882,3.7640000000000002
14031,42.983128,-78.614258,10158,20.316
14032,43.046726,-78.630777,10084,20.168
14033,42.654382,-78.692124,1344,2.688
14034,42.500569,-78.865375,2428,4.856
14035,42.490778,-78.848389,127,0.254
14036,42.973851,-78.389527,5588,11.176
14037,42.802789,-78.453328,897,1.794
14039,42.85148,-78.173096,57,0.114
14040,42.890873,-78.376631,1719,3.438
14041,42.400393,-78.976646,180,0.36
14042,42.475564,-78.488807,4359,8.718
14043,42.901962,-78.703421,25058,50.116
14047,42.687367,-78.986636,6525,13.05
14048,42.484359,-79.317005,14414,28.828
14051,43.042842,-78.699413,19178,38.356
14052,42.772531,-78.584321,17664,35.328
14054,42.919587,-78.126802,1554,3.108
14055,42.56288,-78.600125,1337,2.674
14057,42.646574,-78.874782,8192,16.384
14058,43.102049,-78.168857,2160,4.32
14059,42.833552,-78.634046,10446,20.892
14060,42.450155,-78.296467,478,0.9560000000000001
14061,42.593878,-79.079302,345,0.6900000000000001
14062,42.438503,-79.143131,3331,6.662
14063,42.40869,-79.331304,13891,27.782
14065,42.484905,-78.312811,1705,3.41
14066,42.629054,-78.185536,1188,2.376
14067,43.213204,-78.568403,4971,9.942
14068,43.027387,-78.756666,7169,14.338000000000001
14069,42.61522,-78.642931,642,1.284
14070,42.419658,-78.917725,6958,13.916
14072,43.017901,-78.962657,21287,42.574
14075,42.712657,-78.834708,42958,85.916
14080,42.648324,-78.548308,4323,8.646
14081,42.563203,-79.067834,2844,5.688
14082,42.656563,-78.385184,498,0.996
14085,42.714292,-78.927674,7605,15.21
14086,42.909064,-78.629268,32653,65.306
14091,42.538233,-78.893008,1422,2.844
14092,43.173245,-78.993068,10819,21.638
14094,43.157758,-78.701995,49792,99.584
14098,43.334373,-78.380616,3028,6.056
14101,42.392651,-78.538203,1718,3.436
14102,42.837026,-78.557725,1367,2.734
14103,43.211161,-78.37677,10448,20.896
14105,43.199166,-78.483903,4745,9.49
14108,43.263343,-78.72695,5196,10.392
14109,43.137952,-79.034134,1089,2.178
14111,42.580255,-78.904691,3146,6.292
14112,42.697963,-78.939953,118,0.23600000000000002
14113,42.671576,-78.339931,488,0.976
14120,43.079176,-78.842777,43738,87.476
14125,43.084919,-78.274609,3514,7.0280000000000005
14126,43.335884,-78.72858,661,1.322
14127,42.752803,-78.739697,29964,59.928000000000004
14129,42.481182,-79.017384,1519,3.0380000000000003
14130,42.555981,-78.147652,231,0.462
14131,43.238603,-78.899823,5056,10.112
14132,43.14933,-78.877732,5999,11.998000000000001
14134,42.527686,-78.523981,99,0.198
14135,42.487694,-79.2409,95,0.19
14136,42.517379,-79.174998,4574,9.148
14138,42.379512,-79.036656,1786,3.572
14139,42.718405,-78.541402,2020,4.04
14141,42.524967,-78.712076,7534,15.068
14143,42.972268,-78.064247,938,1.8760000000000001
14145,42.729606,-78.434328,1456,2.912
14150,42.998084,-78.878256,41144,82.288
14167,42.74841,-78.323002,1788,3.576
14168,42.520385,-78.990541,29,0.058
14169,42.766144,-78.523698,99,0.198
14170,42.700245,-78.674307,2350,4.7
14171,42.424674,-78.649832,2029,4.058
14172,43.272672,-78.812943,2781,5.562
14173,42.525971,-78.473102,166,0.332
14174,43.249139,-78.998325,5843,11.686
14201,42.89606,-78.886424,11192,22.384
14202,42.881493,-78.877484,3749,7.498
14203,42.868892,-78.869668,1819,3.638
14204,42.882125,-78.861323,8003,16.006
14206,42.880078,-78.810469,20064,40.128
14207,42.951932,-78.898883,23773,47.546
14208,42.91589,-78.853098,10346,20.692
14209,42.913948,-78.866021,7807,15.614
14210,42.862657,-78.828768,14148,28.296
14211,42.906731,-78.819891,22206,44.412
14212,42.894211,-78.820173,10973,21.946
14213,42.918097,-78.892406,22132,44.264
14214,42.939576,-78.840793,19754,39.508
14215,42.935339,-78.810681,41340,82.68
14216,42.949615,-78.861119,21464,42.928000000000004
14217,42.971876,-78.876869,23017,46.034
14218,42.819372,-78.830952,18935,37.87
14219,42.788675,-78.826431,11391,22.782
14220,42.845738,-78.822076,22641,45.282000000000004
14221,42.984481,-78.722761,53727,107.45400000000001
14222,42.919829,-78.876923,15103,30.206
14223,42.973452,-78.846201,21734,43.468
14224,42.837759,-78.747821,40903,81.806
14225,42.928949,-78.750273,33360,66.72
14226,42.971014,-78.796455,29920,59.84
14227,42.887063,-78.737825,20540,41.08
14228,43.044371,-78.777335,23406,46.812
14261,43.007767,-78.791572,5557,11.114
14301,43.095821,-79.040408,11838,23.676000000000002
14302,43.093896,-79.049193,255,0.51
14303,43.084975,-79.038402,5652,11.304
14304,43.099407,-78.951983,29001,58.002
14305,43.122831,-79.023218,17026,34.052
14411,43.235972,-78.216477,13671,27.342000000000002
14414,42.890961,-77.743757,6797,13.594
14415,42.755495,-77.017084,124,0.248
14416,43.082693,-77.980115,3611,7.222
14418,42.60443,-77.216428,932,1.864
14420,43.211739,-77.934564,21124,42.248
14422,43.084761,-78.066965,2074,4.148
14423,42.933948,-77.821103,4479,8.958
14424,42.856357,-77.303497,28055,56.11
14425,42.991514,-77.33802,12230,24.46
14427,42.621574,-78.054058,2073,4.146
14428,43.080517,-77.853568,7278,14.556000000000001
14432,42.957391,-77.143523,5277,10.554
14433,43.082126,-76.877598,3920,7.84
14435,42.712552,-77.663312,2327,4.654
14437,42.570141,-77.733764,11274,22.548000000000002
14441,42.68461,-76.957603,301,0.602
14445,43.113062,-77.490306,7761,15.522
14450,43.092445,-77.420338,42513,85.026
14454,42.797774,-77.774638,11237,22.474
14456,42.847695,-76.998972,19539,39.078
14462,42.686534,-77.751115,718,1.436
14464,43.327583,-77.932305,7419,14.838000000000001
14466,42.776517,-77.581042,1526,3.052
14467,43.036374,-77.612048,9909,19.818
14468,43.293956,-77.802049,17994,35.988
14469,42.877919,-77.471014,5646,11.292
14470,43.205212,-78.057685,7331,14.662
14471,42.753761,-77.492189,2385,4.7700000000000005
14472,42.966819,-77.575134,9271,18.542
14475,42.937819,-77.498297,287,0.5740000000000001
14476,43.329379,-78.0428,2270,4.54
14477,43.333129,-78.140393,1460,2.92
14478,42.577824,-77.126323,1577,3.154
14479,43.236262,-78.313775,140,0.28
14480,42.838482,-77.710342,904,1.808
14481,42.761795,-77.921452,1906,3.8120000000000003
14482,42.978904,-77.971534,8230,16.46
14485,42.882635,-77.601026,3976,7.952
14486,42.89428,-77.921587,462,0.924
14487,42.811762,-77.636011,5997,11.994
14489,43.089845,-76.994319,7065,14.13
14502,43.096594,-77.335388,10551,21.102
14504,42.969005,-77.231518,1593,3.186
14505,43.159419,-77.168961,5277,10.554
14506,43.005511,-77.516656,939,1.8780000000000001
14507,42.684916,-77.254886,894,1.788
14510,42.68301,-77.869009,4571,9.142
14511,42.999374,-77.89179,399,0.798
14512,42.645223,-77.39977,4542,9.084
14513,43.086308,-77.092116,13749,27.498
14514,43.109912,-77.81499,6293,12.586
14516,43.201328,-76.919338,2338,4.676
14517,42.592426,-77.895852,2846,5.692
14519,43.233972,-77.314631,11537,23.074
14521,42.676642,-76.805003,3077,6.154
14522,43.061423,-77.220399,9559,19.118000000000002
14525,42.877513,-78.013345,2524,5.048
14526,43.151464,-77.444396,19001,38.002
14527,42.665508,-77.066309,12835,25.67
14529,42.539976,-77.638101,12,0.024
14530,42.73991,-77.998746,5500,11.0
14532,42.964101,-77.032088,3998,7.996
14533,42.838808,-77.888751,2254,4.508
14534,43.05689,-77.521042,31975,63.95
14536,42.543975,-78.083671,599,1.198
14537,43.035808,-77.163201,160,0.32
14539,42.834499,-77.874751,60,0.12
14541,42.765059,-76.848967,4584,9.168000000000001
14542,43.147329,-76.860121,80,0.16
14543,42.983831,-77.678535,3145,6.29
14544,42.756251,-77.243735,2280,4.5600000000000005
14545,42.664857,-77.701007,227,0.454
14546,43.032728,-77.78011,4614,9.228
14548,42.976071,-77.24387,4132,8.264
14549,42.700031,-78.017273,65,0.13
14550,42.679902,-78.093487,1256,2.512
14551,43.218114,-77.049402,5392,10.784
14555,43.266984,-76.975323,1048,2.096
14559,43.18998,-77.819052,18584,37.168
14560,42.683429,-77.565904,2320,4.64
14561,42.820435,-77.131773,2815,5.63
14564,42.986733,-77.434439,15359,30.718
14568,43.143826,-77.286397,6241,12.482000000000001
14569,42.735221,-78.171092,5910,11.82
14571,43.341652,-78.251742,1314,2.628
14572,42.564925,-77.562598,5017,10.034
14580,43.217283,-77.444534,53593,107.186
14585,42.906261,-77.553145,50,0.1
14586,43.041675,-77.689904,11848,23.696
14588,42.680987,-76.870803,191,0.382
14589,43.249424,-77.174261,7502,15.004
14590,43.242547,-76.826243,5420,10.84
14591,42.832085,-78.107386,1556,3.112
14592,42.872237,-77.895893,48,0.096
14604,43.156696,-77.605248,2536,5.072
14605,43.168428,-77.602642,11457,22.914
14606,43.171047,-77.697953,27711,55.422000000000004
14607,43.150776,-77.586435,16880,33.76
14608,43.154099,-77.62293,11260,22.52
14609,43.177093,-77.554873,40081,80.162
14610,43.142359,-77.545372,13373,26.746000000000002
14611,43.148316,-77.646987,17429,34.858000000000004
14612,43.266333,-77.676696,34316,68.632
14613,43.182171,-77.640175,15375,30.75
14614,43.157442,-77.615355,1151,2.302
14615,43.201207,-77.654749,16812,33.624
14616,43.23463,-77.657661,26935,53.870000000000005
14617,43.225497,-77.593527,21985,43.97
14618,43.114542,-77.554976,23252,46.504
14619,43.136456,-77.649477,13788,27.576
14620,43.128291,-77.605805,23912,47.824
14621,43.189939,-77.603649,33757,67.514
14622,43.214859,-77.552353,12906,25.812
14623,43.087349,-77.641862,24720,49.44
14624,43.1283,-77.731411,37873,75.746
14625,43.150045,-77.505526,10051,20.102
14626,43.213733,-77.712294,29941,59.882
14627,43.128661,-77.629147,2280,4.5600000000000005
14701,42.08016,-79.25671,39214,78.428
14706,42.113246,-78.533146,6110,12.22
14707,42.07734,-78.06052,90,0.18
14708,42.019219,-78.063617,239,0.47800000000000004
14709,42.356494,-77.982064,1421,2.842
14710,42.087902,-79.419847,3244,6.488
14711,42.326732,-78.119419,1874,3.748
14712,42.183745,-79.361923,3051,6.102
14714,42.296728,-78.233633,604,1.208
14715,42.07653,-78.14475,2585,5.17
14716,42.390637,-79.445044,2640,5.28
14717,42.361827,-78.179534,394,0.788
14718,42.345879,-79.287596,1899,3.798
14719,42.341958,-78.875953,3283,6.566
14720,42.108594,-79.281199,749,1.498
14721,42.01392,-78.266436,160,0.32
14722,42.209499,-79.468354,214,0.428
14723,42.317615,-79.157121,1098,2.196
14724,42.046328,-79.66983,2723,5.446
14726,42.253585,-79.020279,1980,3.96
14727,42.206882,-78.297294,5385,10.77
14728,42.263347,-79.423157,1056,2.112
14729,42.408377,-78.743584,990,1.98
14731,42.307351,-78.655503,1291,2.582
14732,42.231862,-79.116414,180,0.36
14733,42.16022,-79.172137,3655,7.3100000000000005
14735,42.45269,-78.096169,2900,5.8
14736,42.140814,-79.746121,188,0.376
14737,42.32905,-78.428611,4272,8.544
14738,42.055006,-79.084541,3319,6.638
14739,42.192604,-78.146295,2421,4.8420000000000005
14740,42.223203,-79.181435,1032,2.064
14741,42.219966,-78.611624,1796,3.592
14742,42.120104,-79.30687,244,0.488
14743,42.211871,-78.396009,1938,3.876
14744,42.4281,-78.206654,2103,4.206
14747,42.153715,-79.094518,2015,4.03
14748,42.157106,-78.643074,548,1.096
14750,42.079753,-79.329251,4277,8.554
14752,42.351717,-79.319864,339,0.678
14753,42.036032,-78.664372,1182,2.364
14754,42.021908,-78.201569,533,1.066
14755,42.233756,-78.804596,3146,6.292
14756,42.19804,-79.421272,28,0.056
14757,42.237507,-79.505285,3371,6.742
14760,42.074438,-78.413393,17567,35.134
14767,42.057352,-79.514135,2224,4.448
14769,42.367931,-79.472317,996,1.992
14770,42.037929,-78.300296,2761,5.522
14772,42.15747,-78.952618,3995,7.99
14774,42.088367,-78.149093,137,0.274
14775,42.228753,-79.699933,2520,5.04
14777,42.38608,-78.273772,673,1.346
14778,42.077584,-78.483239,1349,2.698
14779,42.081231,-78.777985,6537,13.074
14781,42.161633,-79.601346,1782,3.564
14782,42.265533,-79.263806,2272,4.5440000000000005
14783,42.082114,-78.887355,306,0.612
14784,42.311143,-79.385369,938,1.8760000000000001
14787,42.316166,-79.572565,4759,9.518
14788,42.06199,-78.380108,28,0.056
14801,42.104056,-77.292968,5234,10.468
14802,42.253375,-77.789297,4171,8.342
14803,42.273416,-77.745296,782,1.564
14804,42.317259,-77.847936,1739,3.478
14805,42.350109,-76.719369,958,1.9160000000000001
14806,42.171497,-77.772561,2060,4.12
14807,42.420997,-77.711347,3070,6.140000000000001
14808,42.559639,-77.46686,514,1.028
14809,42.424318,-77.448755,2676,5.352
14810,42.349751,-77.343379,11673,23.346
14812,42.300727,-77.005249,3200,6.4
14813,42.252647,-77.995104,2264,4.5280000000000005
14814,42.155636,-76.9593,1883,3.766
14815,42.374287,-77.086786,776,1.552
14816,42.197734,-76.735603,544,1.088
14817,42.357625,-76.335167,2508,5.016
14818,42.454933,-76.818927,2029,4.058
14819,42.224194,-77.441939,696,1.3920000000000001
14820,42.19328,-77.3599,807,1.614
14821,42.241574,-77.219254,3141,6.282
14822,42.424615,-77.850932,947,1.8940000000000001
14823,42.2421,-77.529481,3467,6.934
14824,42.259793,-76.699531,639,1.278
14825,42.056296,-76.618187,784,1.568
14826,42.491462,-77.497792,2271,4.542
14827,42.180651,-77.142885,146,0.292
14830,42.128123,-77.031977,19138,38.276
14836,42.53301,-77.869746,931,1.862
14837,42.490667,-77.026107,5947,11.894
14838,42.188126,-76.662349,2039,4.078
14839,42.119444,-77.640967,881,1.762
14840,42.441653,-77.194396,2730,5.46
14841,42.525338,-76.840915,665,1.33
14842,42.60062,-76.981464,1111,2.222
14843,42.320079,-77.646339,12447,24.894000000000002
14845,42.21584,-76.834102,20401,40.802
14846,42.53209,-78.001564,966,1.932
14847,42.60849,-76.734238,2375,4.75
14850,42.432165,-76.497042,64224,128.448
14853,42.449059,-76.477539,2663,5.3260000000000005
14854,42.505802,-76.614769,14,0.028
14855,42.1457,-77.497396,785,1.57
14856,42.376717,-77.366506,275,0.55
14858,42.02979,-77.134956,1232,2.464
14859,42.114838,-76.538139,1076,2.152
14860,42.59192,-76.831428,1132,2.2640000000000002
14861,42.088212,-76.686236,1153,2.306
14864,42.275415,-76.840921,961,1.922
14865,42.34818,-76.833969,2784,5.5680000000000005
14867,42.34315,-76.618094,5431,10.862
14869,42.36232,-76.768965,1276,2.552
14870,42.160375,-77.127609,10202,20.404
14871,42.039591,-76.911352,5081,10.162
14872,42.24134,-76.870803,547,1.094
14873,42.522912,-77.298359,2328,4.656
14874,42.530177,-77.175488,260,0.52
14877,42.05779,-77.680307,583,1.166
14878,42.450262,-76.943405,536,1.072
14879,42.321946,-77.187158,2257,4.514
14880,42.177508,-77.970614,1847,3.694
14881,42.399919,-76.358882,151,0.302
14882,42.579578,-76.553706,3998,7.996
14883,42.237682,-76.475575,4808,9.616
14884,42.479522,-77.893852,284,0.5680000000000001
14885,42.046518,-77.570338,742,1.484
14886,42.505752,-76.684984,6490,12.98
14889,42.234191,-76.579111,1580,3.16
14891,42.377325,-76.945021,4536,9.072000000000001
14892,42.046025,-76.529114,7748,15.496
14893,42.467714,-77.107721,0,0.0
14894,42.019072,-76.777083,1051,2.102
14895,42.08144,-77.940922,8957,17.914
14897,42.020695,-77.792636,772,1.544
14898,42.053364,-77.4295,1772,3.544
14901,42.087649,-76.746938,15581,31.162
14903,42.131632,-76.871851,7186,14.372
14904,42.070383,-76.80065,15109,30.218
14905,42.087725,-76.843282,8330,16.66
